100
P 0 0.010
B 15 29 1
B 15 30 1
B 15 42 2
B 15 45 1
B 15 57 1
P 16 0.010
B 16 3 1
B 16 13 1
B 16 14 1
B 16 15 2
B 16 18 1
B 16 22 1
B 16 30 1
B 16 32 2
B 16 44 1
B 16 45 1
B 16 55 1
B 16 57 1
B 16 59 1
P 17 0.010
B 17 14 2
B 17 21 1
B 17 23 1
B 17 27 2
B 17 32 1
B 17 34 1
B 17 60 1
B 17 73 1
P 18 0.010
B 18 1 1
B 18 2 1
B 18 3 1
B 18 8 2
B 18 9 1
B 18 12 1
B 18 13 1
B 18 15 2
B 18 16 2
B 18 17 1
B 18 18 1
B 18 20 1
B 18 24 1
B 18 27 1
B 18 28 1
B 18 29 1
B 18 30 1
B 18 31 2
B 18 34 1
B 18 43 1
B 18 45 2
B 18 53 1
B 18 57 1
B 18 61 1
B 18 65 1
B 18 66 1
B 18 70 1
B 18 71 1
B 18 72 1
P 19 0.010
B 19 13 1
B 19 14 1
B 19 15 2
B 19 18 2
B 19 20 1
B 19 23 1
B 19 28 1
B 19 30 1
B 19 31 1
B 19 32 1
B 19 33 1
B 19 36 1
B 19 42 1
B 19 59 2
B 19 72 1
P 20 0.010
B 20 3 2
B 20 10 1
B 20 11 1
B 20 13 4
B 20 14 2
B 20 16 2
B 20 21 1
B 20 22 1
B 20 26 1
B 20 29 2
B 20 32 1
B 20 36 2
B 20 42 2
B 20 44 2
B 20 45 3
B 20 52 1
B 20 63 1
B 20 66 1
B 20 72 1
P 21 0.010
B 21 0 1
B 21 2 1
B 21 3 1
B 21 8 1
B 21 10 1
B 21 13 1
B 21 15 2
B 21 16 1
B 21 17 1
B 21 20 1
B 21 22 3
B 21 23 1
B 21 24 1
B 21 26 2
B 21 28 2
B 21 29 1
B 21 31 2
B 21 32 1
B 21 35 1
B 21 37 1
B 21 42 3
B 21 44 1
B 21 45 1
B 21 65 2
B 21 71 1
P 22 0.010
B 22 0 1
B 22 1 1
B 22 2 1
B 22 3 3
B 22 5 1
B 22 13 1
B 22 18 4
B 22 20 1
B 22 28 1
B 22 30 1
B 22 31 1
B 22 33 2
B 22 35 1
B 22 38 1
B 22 41 1
B 22 44 1
B 22 45 2
B 22 47 1
B 22 49 1
B 22 56 1
B 22 63 1
B 22 66 2
B 22 68 2
B 22 70 1
B 22 71 1
B 22 72 2
P 23 0.010
B 23 3 1
B 23 8 1
B 23 9 1
B 23 11 1
B 23 13 2
B 23 14 1
B 23 15 1
B 23 16 1
B 23 18 1
B 23 21 1
B 23 22 1
B 23 23 2
B 23 27 1
B 23 28 1
B 23 31 1
B 23 32 1
B 23 37 1
B 23 39 1
B 23 45 1
B 23 54 1
B 23 56 1
B 23 60 1
B 23 62 1
B 23 64 1
B 23 72 1
P 24 0.010
B 24 2 1
B 24 3 1
B 24 13 1
B 24 15 1
B 24 16 1
B 24 18 1
B 24 20 1
B 24 22 1
B 24 23 1
B 24 26 2
B 24 27 1
B 24 28 2
B 24 30 1
B 24 31 1
B 24 32 2
B 24 33 1
B 24 36 1
B 24 42 1
B 24 45 2
B 24 57 1
B 24 71 1
B 24 72 1
P 25 0.010
B 25 3 2
B 25 6 1
B 25 13 1
B 25 15 2
B 25 17 1
B 25 22 2
B 25 27 1
B 25 28 2
B 25 30 1
B 25 31 1
B 25 33 1
B 25 36 1
B 25 41 1
B 25 42 2
B 25 43 2
B 25 44 1
B 25 45 1
B 25 55 2
B 25 57 1
B 25 59 1
P 26 0.010
B 26 1 1
B 26 2 1
B 26 3 2
B 26 13 1
B 26 14 1
B 26 15 1
B 26 17 1
B 26 18 1
B 26 22 3
B 26 23 1
B 26 26 1
B 26 31 1
B 26 32 1
B 26 33 1
B 26 34 1
B 26 40 1
B 26 42 2
B 26 44 3
B 26 51 1
B 26 57 1
B 26 63 1
P 27 0.010
B 27 2 1
B 27 13 1
B 27 14 2
B 27 15 2
B 27 25 1
B 27 26 1
B 27 27 1
B 27 29 1
B 27 30 1
B 27 31 1
B 27 33 2
B 27 44 1
B 27 45 1
B 27 47 1
B 27 68 2
B 27 72 1
P 28 0.010
B 28 2 1
B 28 8 1
B 28 13 1
B 28 14 2
B 28 15 1
B 28 18 1
B 28 21 1
B 28 23 1
B 28 25 1
B 28 26 2
B 28 28 1
B 28 31 1
B 28 32 1
B 28 33 1
B 28 37 1
B 28 38 1
B 28 42 1
B 28 43 1
B 28 44 2
B 28 49 1
B 28 51 2
B 28 60 1
B 28 63 1
B 28 68 1
B 28 72 1
P 29 0.010
B 29 2 1
B 29 8 1
B 29 9 1
B 29 14 1
B 29 16 1
B 29 25 1
B 29 27 1
B 29 28 2
B 29 31 2
B 29 34 2
B 29 37 1
B 29 42 2
B 29 44 1
B 29 49 1
B 29 63 1
B 29 69 1
B 29 72 1
P 30 0.010
B 30 3 1
B 30 8 1
B 30 15 2
B 30 18 2
B 30 23 1
B 30 25 1
B 30 26 1
B 30 27 1
B 30 29 1
B 30 30 1
B 30 32 2
B 30 33 1
B 30 43 1
B 30 45 1
B 30 47 2
B 30 51 1
P 31 0.010
B 31 2 1
B 31 15 1
B 31 16 1
B 31 22 1
B 31 24 1
B 31 27 1
B 31 29 1
B 31 31 2
B 31 32 1
B 31 33 1
B 31 36 1
B 31 40 1
B 31 44 1
B 31 50 1
B 31 58 1
P 32 0.010
B 32 3 1
B 32 5 1
B 32 15 1
B 32 16 1
B 32 23 1
B 32 24 1
B 32 28 2
B 32 30 1
B 32 31 3
B 32 32 1
B 32 42 2
B 32 44 1
B 32 53 1
B 32 60 1
B 32 72 1
P 33 0.010
B 33 1 1
B 33 3 1
B 33 5 1
B 33 8 1
B 33 14 2
B 33 15 2
B 33 18 2
B 33 19 1
B 33 22 1
B 33 23 1
B 33 26 1
B 33 30 1
B 33 31 1
B 33 41 1
B 33 44 3
B 33 45 1
B 33 48 1
B 33 56 1
B 33 57 1
B 33 59 1
B 33 60 1
B 33 69 1
B 33 70 1
P 34 0.010
B 34 1 1
B 34 3 1
B 34 14 1
B 34 16 2
B 34 18 1
B 34 21 1
B 34 23 1
B 34 26 1
B 34 27 1
B 34 29 2
B 34 31 1
B 34 32 1
B 34 41 1
B 34 42 3
B 34 44 3
B 34 45 1
B 34 72 1
B 34 73 1
P 35 0.010
B 35 3 1
B 35 10 1
B 35 13 3
B 35 14 1
B 35 15 3
B 35 26 1
B 35 34 1
B 35 43 1
B 35 44 2
B 35 45 3
B 35 60 1
B 35 70 1
P 36 0.010
B 36 0 1
B 36 2 1
B 36 13 1
B 36 15 3
B 36 16 1
B 36 17 1
B 36 18 1
B 36 20 1
B 36 22 1
B 36 23 1
B 36 24 1
B 36 25 1
B 36 29 1
B 36 30 2
B 36 31 1
B 36 32 2
B 36 33 1
B 36 34 1
B 36 42 1
B 36 43 1
B 36 45 1
B 36 50 1
B 36 59 1
B 36 69 1
B 36 72 3
P 37 0.010
B 37 9 1
B 37 17 1
B 37 18 1
B 37 20 2
B 37 21 1
B 37 27 1
B 37 30 2
B 37 31 1
B 37 32 1
B 37 33 1
B 37 36 2
B 37 57 1
B 37 73 1
P 38 0.010
B 38 3 2
B 38 8 1
B 38 14 1
B 38 23 1
B 38 25 1
B 38 26 1
B 38 28 1
B 38 29 1
B 38 41 1
B 38 48 1
B 38 60 1
B 38 70 1
B 38 72 1
P 39 0.010
B 39 2 1
B 39 3 1
B 39 6 1
B 39 8 3
B 39 14 1
B 39 22 1
B 39 24 1
B 39 28 2
B 39 33 1
B 39 34 1
B 39 36 1
B 39 37 2
B 39 44 2
B 39 49 2
B 39 55 2
P 40 0.010
B 40 13 1
B 40 14 1
B 40 15 2
B 40 16 2
B 40 17 1
B 40 27 1
B 40 28 1
B 40 29 2
B 40 31 1
B 40 32 1
B 40 33 1
B 40 34 1
B 40 36 2
B 40 37 1
B 40 43 1
B 40 54 1
B 40 60 1
B 40 69 1
P 41 0.010
B 41 2 1
B 41 13 1
B 41 14 1
B 41 18 1
B 41 22 3
B 41 26 1
B 41 31 2
B 41 32 1
B 41 34 1
B 41 36 1
B 41 41 1
B 41 45 2
B 41 51 1
B 41 52 1
B 41 55 1
B 41 72 1
P 42 0.010
B 42 2 1
B 42 5 1
B 42 9 1
B 42 11 1
B 42 13 1
B 42 14 1
B 42 15 1
B 42 22 1
B 42 27 1
B 42 31 1
B 42 32 2
B 42 36 2
B 42 42 1
B 42 44 1
B 42 45 2
B 42 49 1
B 42 52 1
B 42 55 1
B 42 61 1
P 43 0.010
B 43 1 1
B 43 3 1
B 43 5 1
B 43 8 1
B 43 13 2
B 43 16 1
B 43 18 2
B 43 20 1
B 43 27 2
B 43 30 2
B 43 31 2
B 43 32 2
B 43 45 1
B 43 54 1
B 43 57 1
B 43 68 1
B 43 72 1
B 43 73 1
P 44 0.010
B 44 1 1
B 44 2 1
B 44 15 1
B 44 21 1
B 44 26 1
B 44 31 1
B 44 36 2
B 44 53 1
B 44 58 1
B 44 59 1
B 44 73 1
P 45 0.010
B 45 2 1
B 45 13 1
B 45 17 1
B 45 21 1
B 45 26 2
B 45 27 2
B 45 29 1
B 45 32 1
B 45 34 1
B 45 36 1
B 45 38 1
B 45 42 2
B 45 44 1
B 45 49 2
B 45 55 1
B 45 60 1
B 45 65 1
B 45 68 1
P 46 0.010
B 46 2 1
B 46 3 3
B 46 8 1
B 46 10 1
B 46 17 2
B 46 18 2
B 46 21 2
B 46 22 1
B 46 29 1
B 46 30 1
B 46 31 2
B 46 32 1
B 46 33 1
B 46 34 1
B 46 42 2
B 46 44 1
B 46 46 1
B 46 52 1
B 46 55 1
P 47 0.010
B 47 2 1
B 47 3 1
B 47 8 2
B 47 13 1
B 47 24 1
B 47 25 1
B 47 27 1
B 47 29 1
B 47 32 1
B 47 33 1
B 47 42 1
B 47 43 1
B 47 45 1
B 47 58 1
B 47 72 1
P 48 0.010
B 48 5 1
B 48 6 1
B 48 8 1
B 48 17 1
B 48 20 1
B 48 21 1
B 48 29 1
B 48 32 1
B 48 33 1
B 48 42 3
B 48 44 1
B 48 45 1
B 48 54 1
B 48 57 1
B 48 60 1
P 49 0.010
B 49 2 1
B 49 8 1
B 49 14 1
B 49 15 2
B 49 16 1
B 49 26 1
B 49 27 1
B 49 29 1
B 49 33 2
B 49 37 1
B 49 42 1
B 49 45 1
B 49 51 1
B 49 60 1
B 49 65 1
P 50 0.010
B 50 2 1
B 50 5 1
B 50 8 2
B 50 15 1
B 50 17 1
B 50 18 1
B 50 22 1
B 50 31 2
B 50 32 1
B 50 33 1
B 50 36 1
B 50 42 2
B 50 44 3
B 50 45 1
B 50 59 1
B 50 61 1
B 50 66 1
B 50 69 1
B 50 70 1
P 51 0.010
B 51 5 1
B 51 8 1
B 51 11 1
B 51 13 2
B 51 19 1
B 51 21 1
B 51 26 1
B 51 29 1
B 51 31 1
B 51 42 1
B 51 43 1
B 51 45 1
B 51 53 1
B 51 57 1
B 51 60 1
P 52 0.010
B 52 5 1
B 52 6 1
B 52 8 2
B 52 13 2
B 52 14 1
B 52 28 1
B 52 29 1
B 52 31 1
B 52 34 1
B 52 37 1
B 52 38 1
B 52 41 1
B 52 44 1
B 52 45 1
B 52 52 1
B 52 56 1
B 52 70 1
P 53 0.010
B 53 2 1
B 53 3 2
B 53 13 1
B 53 14 1
B 53 21 2
B 53 24 1
B 53 28 1
B 53 29 1
B 53 31 2
B 53 33 1
B 53 41 1
B 53 42 1
B 53 59 1
B 53 60 1
P 54 0.010
B 54 0 1
B 54 1 1
B 54 8 1
B 54 17 1
B 54 18 1
B 54 24 1
B 54 30 1
B 54 31 1
B 54 32 1
B 54 33 1
B 54 34 1
B 54 36 1
B 54 41 2
B 54 42 1
B 54 44 1
B 54 66 1
P 55 0.010
B 55 3 1
B 55 13 2
B 55 15 2
B 55 17 1
B 55 26 1
B 55 27 1
B 55 45 2
B 55 57 1
P 56 0.010
B 56 1 1
B 56 3 2
B 56 13 1
B 56 15 1
B 56 18 1
B 56 28 1
B 56 30 1
B 56 32 1
B 56 33 1
B 56 42 1
B 56 45 1
P 57 0.010
B 57 3 2
B 57 5 1
B 57 8 2
B 57 14 1
B 57 15 1
B 57 17 1
B 57 21 2
B 57 27 1
B 57 30 2
B 57 31 2
B 57 32 1
B 57 42 2
B 57 43 1
B 57 49 1
B 57 52 1
B 57 56 2
B 57 71 1
P 58 0.010
B 58 2 1
B 58 13 3
B 58 15 4
B 58 23 1
B 58 28 1
B 58 31 1
B 58 34 1
B 58 35 1
B 58 41 1
B 58 42 1
B 58 44 1
B 58 56 1
P 59 0.010
B 59 3 1
B 59 7 1
B 59 11 1
B 59 14 1
B 59 15 1
B 59 17 1
B 59 18 1
B 59 22 1
B 59 31 1
B 59 32 1
B 59 36 1
B 59 55 1
B 59 59 1
P 60 0.010
B 60 13 2
B 60 14 1
B 60 15 2
B 60 17 1
B 60 20 1
B 60 21 3
B 60 22 1
B 60 24 1
B 60 25 1
B 60 26 1
B 60 27 1
B 60 29 3
B 60 32 1
B 60 36 1
B 60 42 1
B 60 44 1
B 60 45 1
B 60 60 1
P 61 0.010
B 61 2 1
B 61 3 1
B 61 5 1
B 61 9 1
B 61 13 1
B 61 15 1
B 61 23 1
B 61 26 2
B 61 32 1
B 61 36 1
B 61 42 1
B 61 43 1
B 61 44 1
B 61 54 1
B 61 59 1
B 61 63 1
P 62 0.010
B 62 13 1
B 62 18 1
B 62 22 1
B 62 26 1
B 62 43 1
B 62 58 1
B 62 59 1
B 62 60 1
B 62 63 1
P 63 0.010
B 63 5 1
B 63 11 1
B 63 13 2
B 63 15 1
B 63 17 1
B 63 18 1
B 63 21 1
B 63 26 2
B 63 27 1
B 63 28 1
B 63 31 2
B 63 33 1
B 63 36 2
B 63 42 2
B 63 45 1
B 63 57 1
B 63 60 1
B 63 62 1
P 64 0.010
B 64 14 1
B 64 15 1
B 64 18 1
B 64 22 2
B 64 25 1
B 64 26 1
B 64 27 1
B 64 45 1
B 64 59 1
B 64 69 1
P 65 0.010
B 65 0 1
B 65 1 1
B 65 6 1
B 65 26 1
B 65 30 1
B 65 32 1
B 65 36 1
B 65 44 2
B 65 45 1
B 65 49 1
B 65 54 1
B 65 57 1
B 65 72 2
P 66 0.010
B 66 3 1
B 66 15 2
B 66 16 1
B 66 18 1
B 66 19 1
B 66 21 1
B 66 24 2
B 66 30 1
B 66 32 1
B 66 33 1
B 66 36 1
B 66 44 1
B 66 45 2
B 66 54 1
P 67 0.010
B 67 13 3
B 67 17 1
B 67 18 1
B 67 23 1
B 67 27 1
B 67 28 2
B 67 31 1
B 67 32 1
B 67 42 1
B 67 44 1
B 67 45 1
B 67 59 1
B 67 60 1
B 67 66 1
P 68 0.010
B 68 8 1
B 68 11 1
B 68 15 1
B 68 17 1
B 68 21 1
B 68 22 1
B 68 23 1
B 68 26 1
B 68 28 1
B 68 42 1
B 68 45 1
B 68 53 1
B 68 59 1
B 68 72 1
P 69 0.010
B 69 2 1
B 69 3 1
B 69 13 1
B 69 14 2
B 69 18 1
B 69 21 1
B 69 33 2
B 69 36 1
B 69 42 1
B 69 45 1
B 69 57 1
B 69 60 1
B 69 65 1
P 70 0.010
B 70 3 2
B 70 5 1
B 70 8 1
B 70 14 1
B 70 18 1
B 70 32 1
B 70 36 1
B 70 42 1
B 70 50 1
B 70 52 2
B 70 60 1
B 70 68 1
P 71 0.010
B 71 2 1
B 71 3 1
B 71 15 3
B 71 18 1
B 71 22 1
B 71 29 1
B 71 31 1
B 71 45 3
P 72 0.010
B 72 15 1
B 72 16 1
B 72 18 1
B 72 23 1
B 72 27 1
B 72 30 1
B 72 44 1
B 72 49 1
B 72 54 1
B 72 57 1
B 72 61 1
P 73 0.010
B 73 13 1
B 73 14 1
B 73 15 1
B 73 16 2
B 73 17 1
B 73 26 1
B 73 36 2
B 73 54 1
B 73 60 1
B 73 71 1
B 73 73 1
P 74 0.010
B 74 5 1
B 74 9 1
B 74 15 1
B 74 16 2
B 74 21 1
B 74 26 1
B 74 27 1
B 74 31 1
B 74 32 1
B 74 38 1
B 74 49 1
B 74 53 2
B 74 59 1
B 74 64 1
B 74 73 1
P 75 0.010
B 75 2 2
B 75 3 1
B 75 5 1
B 75 8 1
B 75 14 1
B 75 18 1
B 75 30 2
B 75 31 2
B 75 32 1
B 75 36 2
B 75 44 1
B 75 57 1
B 75 63 1
B 75 72 3
P 76 0.010
B 76 15 2
B 76 20 1
B 76 21 1
B 76 25 1
B 76 29 3
B 76 30 1
B 76 33 1
B 76 39 1
B 76 42 1
B 76 44 1
B 76 51 1
B 76 66 1
B 76 73 1
P 77 0.010
B 77 2 1
B 77 8 1
B 77 13 1
B 77 15 3
B 77 18 1
B 77 30 2
B 77 31 2
B 77 32 1
B 77 42 1
B 77 44 1
B 77 57 1
B 77 58 2
P 78 0.010
B 78 13 1
B 78 14 2
B 78 15 2
B 78 20 1
B 78 42 1
B 78 44 1
B 78 46 1
B 78 49 2
B 78 50 1
B 78 53 1
B 78 64 1
B 78 68 1
P 79 0.010
B 79 2 2
B 79 3 1
B 79 13 1
B 79 14 1
B 79 15 2
B 79 21 1
B 79 29 1
B 79 44 1
B 79 45 1
B 79 55 1
B 79 73 1
P 80 0.010
B 80 3 1
B 80 14 1
B 80 16 2
B 80 18 2
B 80 23 1
B 80 26 1
B 80 31 1
B 80 45 1
B 80 52 1
B 80 54 1
P 81 0.010
B 81 9 1
B 81 14 3
B 81 16 1
B 81 22 1
B 81 25 1
B 81 28 2
B 81 30 2
B 81 44 1
B 81 45 1
B 81 57 1
B 81 72 1
P 82 0.010
B 82 1 1
B 82 2 1
B 82 8 1
B 82 13 1
B 82 14 2
B 82 15 1
B 82 16 1
B 82 20 1
B 82 21 1
B 82 22 1
B 82 27 1
B 82 42 1
B 82 53 1
P 83 0.010
B 83 3 1
B 83 13 1
B 83 15 1
B 83 16 2
B 83 17 1
B 83 21 1
B 83 29 1
B 83 31 1
B 83 42 1
B 83 44 1
B 83 64 1
B 83 70 1
P 84 0.010
B 84 13 1
B 84 16 1
B 84 20 1
B 84 22 1
B 84 25 1
B 84 28 1
B 84 33 1
B 84 42 1
B 84 44 1
B 84 55 1
B 84 59 1
B 84 70 1
B 84 72 1
P 85 0.010
B 85 1 1
B 85 14 1
B 85 15 1
B 85 16 1
B 85 18 1
B 85 31 2
B 85 33 2
B 85 42 2
B 85 55 1
B 85 58 1
B 85 59 1
B 85 72 1
P 86 0.010
B 86 13 1
B 86 15 1
B 86 22 1
B 86 31 1
B 86 44 1
B 86 45 2
P 87 0.010
B 87 3 1
B 87 15 2
B 87 25 1
B 87 27 1
B 87 32 1
B 87 33 1
B 87 56 1
P 88 0.010
B 88 14 1
B 88 16 1
B 88 17 1
B 88 18 1
B 88 25 1
B 88 26 2
B 88 27 1
B 88 28 1
B 88 30 1
B 88 31 2
B 88 34 1
B 88 36 1
B 88 57 1
P 89 0.010
B 89 0 1
B 89 20 1
B 89 23 2
B 89 27 1
B 89 28 1
B 89 29 1
B 89 32 1
B 89 42 2
B 89 49 1
B 89 57 1
B 89 64 1
P 90 0.010
B 90 2 1
B 90 3 1
B 90 9 1
B 90 15 1
B 90 16 1
B 90 18 1
B 90 26 1
B 90 30 2
B 90 38 1
B 90 44 1
B 90 67 1
B 90 71 2
P 91 0.010
B 91 2 1
B 91 8 1
B 91 10 1
B 91 14 3
B 91 17 1
B 91 18 1
B 91 22 1
B 91 32 1
B 91 33 1
B 91 58 1
B 91 70 1
P 92 0.010
B 92 13 1
B 92 15 1
B 92 16 1
B 92 25 1
B 92 27 1
B 92 30 1
B 92 31 1
B 92 33 1
B 92 41 1
B 92 49 1
B 92 60 1
B 92 72 1
P 93 0.010
B 93 28 1
B 93 33 1
B 93 45 1
B 93 57 1
B 93 60 1
B 93 69 1
P 94 0.010
B 94 14 1
B 94 15 3
B 94 26 1
B 94 28 1
B 94 31 1
B 94 32 1
B 94 33 1
B 94 45 1
B 94 55 1
P 95 0.010
B 95 3 1
B 95 9 1
B 95 14 2
B 95 30 1
B 95 31 1
B 95 34 1
B 95 44 1
B 95 45 2
B 95 53 1
B 95 73 1
P 96 0.010
B 96 3 1
B 96 13 2
B 96 27 1
B 96 33 1
B 96 36 1
B 96 44 1
B 96 45 1
B 96 47 1
B 96 65 1
B 96 68 1
P 97 0.010
B 97 2 1
B 97 8 1
B 97 17 1
B 97 20 1
B 97 27 1
B 97 29 1
B 97 33 1
B 97 36 2
B 97 44 2
B 97 49 1
B 97 62 1
B 97 73 1
P 98 0.010
B 98 1 1
B 98 3 1
B 98 18 1
B 98 23 1
B 98 25 1
B 98 26 2
B 98 31 1
B 98 32 1
B 98 44 1
B 98 45 1
B 98 49 1
B 98 63 1
P 99 0.010
B 99 3 1
B 99 18 1
B 99 21 1
B 99 28 1
B 99 42 1
B 99 55 1
B 99 66 1
B 99 68 1
