100
P 0 0.010
B 5 24 3
B 5 25 1
B 5 29 2
B 5 30 2
B 5 34 2
B 5 35 1
B 5 38 1
B 5 42 1
B 5 44 1
B 5 54 1
B 5 56 1
B 5 58 1
B 5 60 1
B 5 65 1
B 5 68 1
B 5 69 1
B 5 70 1
B 5 77 1
B 5 78 1
B 5 83 1
B 5 84 1
B 5 85 1
B 5 90 1
B 5 92 1
B 5 97 2
B 5 100 1
P 6 0.010
B 6 3 2
B 6 6 1
B 6 14 1
B 6 19 2
B 6 23 3
B 6 25 1
B 6 26 1
B 6 29 3
B 6 30 1
B 6 31 2
B 6 36 1
B 6 47 1
B 6 54 2
B 6 64 2
B 6 76 1
B 6 95 1
P 7 0.010
B 7 2 2
B 7 3 1
B 7 6 1
B 7 11 2
B 7 12 1
B 7 13 1
B 7 14 2
B 7 19 3
B 7 21 1
B 7 23 2
B 7 24 2
B 7 25 1
B 7 29 1
B 7 31 2
B 7 33 1
B 7 34 2
B 7 36 1
B 7 38 2
B 7 39 2
B 7 47 4
B 7 49 1
B 7 59 2
B 7 69 1
B 7 70 1
B 7 77 1
B 7 78 1
B 7 80 1
B 7 81 1
B 7 100 2
P 8 0.010
B 8 2 1
B 8 3 2
B 8 6 2
B 8 8 1
B 8 13 1
B 8 14 2
B 8 22 1
B 8 23 1
B 8 24 2
B 8 28 1
B 8 31 1
B 8 34 1
B 8 35 1
B 8 36 2
B 8 38 1
B 8 40 2
B 8 47 1
B 8 48 1
B 8 58 1
B 8 63 1
B 8 69 1
B 8 73 1
B 8 90 1
B 8 94 1
P 9 0.010
B 9 1 1
B 9 2 1
B 9 3 3
B 9 6 1
B 9 8 1
B 9 11 2
B 9 12 1
B 9 13 1
B 9 17 1
B 9 19 2
B 9 22 1
B 9 23 1
B 9 24 1
B 9 25 2
B 9 30 2
B 9 36 2
B 9 37 2
B 9 39 1
B 9 40 1
B 9 41 4
B 9 49 1
B 9 53 1
B 9 54 1
B 9 55 2
B 9 56 1
B 9 59 1
B 9 60 1
B 9 70 1
B 9 75 2
B 9 81 1
B 9 91 1
B 9 99 1
B 9 100 1
P 10 0.010
B 10 0 1
B 10 2 2
B 10 3 1
B 10 9 1
B 10 19 3
B 10 21 1
B 10 23 1
B 10 25 1
B 10 29 2
B 10 30 1
B 10 31 2
B 10 33 1
B 10 35 1
B 10 37 1
B 10 38 1
B 10 39 1
B 10 44 1
B 10 47 1
B 10 54 1
B 10 59 1
B 10 63 1
B 10 74 1
B 10 76 1
B 10 94 1
B 10 100 1
P 11 0.010
B 11 2 1
B 11 3 1
B 11 6 1
B 11 11 1
B 11 12 1
B 11 14 2
B 11 19 3
B 11 21 1
B 11 23 3
B 11 24 1
B 11 26 1
B 11 29 2
B 11 30 1
B 11 33 1
B 11 39 1
B 11 40 3
B 11 41 1
B 11 44 1
B 11 54 1
B 11 56 2
B 11 62 1
B 11 65 1
B 11 71 1
B 11 72 1
B 11 76 2
B 11 85 1
B 11 93 1
B 11 98 1
B 11 100 1
P 12 0.010
B 12 2 1
B 12 3 1
B 12 6 1
B 12 10 1
B 12 11 1
B 12 14 3
B 12 19 2
B 12 22 1
B 12 23 1
B 12 34 1
B 12 36 2
B 12 37 1
B 12 38 1
B 12 39 1
B 12 40 1
B 12 41 1
B 12 42 1
B 12 44 2
B 12 49 1
B 12 56 2
B 12 59 2
B 12 60 2
B 12 62 1
B 12 65 1
B 12 71 1
B 12 78 1
B 12 91 1
B 12 99 1
B 12 100 1
P 13 0.010
B 13 3 1
B 13 6 1
B 13 8 1
B 13 14 2
B 13 19 2
B 13 24 1
B 13 26 1
B 13 28 1
B 13 31 1
B 13 33 1
B 13 36 1
B 13 41 1
B 13 44 1
B 13 45 1
B 13 49 1
B 13 68 1
B 13 75 1
B 13 76 1
B 13 78 1
B 13 80 1
B 13 81 1
B 13 89 1
P 14 0.010
B 14 2 1
B 14 3 3
B 14 11 1
B 14 12 2
B 14 14 1
B 14 16 1
B 14 19 2
B 14 20 1
B 14 21 3
B 14 23 2
B 14 28 1
B 14 32 1
B 14 34 1
B 14 35 1
B 14 39 1
B 14 52 1
B 14 54 2
B 14 56 1
B 14 59 1
B 14 61 1
B 14 64 2
B 14 70 1
B 14 72 1
B 14 98 1
B 14 100 1
P 15 0.010
B 15 2 1
B 15 3 1
B 15 5 1
B 15 6 1
B 15 14 3
B 15 21 1
B 15 23 2
B 15 24 2
B 15 30 1
B 15 32 1
B 15 35 1
B 15 36 1
B 15 41 1
B 15 45 1
B 15 47 2
B 15 50 1
B 15 51 1
B 15 54 1
B 15 55 1
B 15 56 1
B 15 59 1
B 15 60 1
B 15 68 1
B 15 69 1
B 15 74 1
B 15 76 1
B 15 78 1
B 15 81 1
B 15 94 1
B 15 99 1
P 16 0.010
B 16 2 1
B 16 3 2
B 16 14 2
B 16 15 1
B 16 22 1
B 16 23 2
B 16 25 1
B 16 28 1
B 16 29 2
B 16 30 1
B 16 32 1
B 16 34 1
B 16 36 1
B 16 37 1
B 16 39 1
B 16 44 1
B 16 48 1
B 16 54 1
B 16 58 1
B 16 60 1
B 16 69 1
B 16 74 2
B 16 77 1
B 16 88 1
B 16 91 1
B 16 99 1
P 17 0.010
B 17 2 1
B 17 6 1
B 17 11 1
B 17 12 1
B 17 14 1
B 17 19 1
B 17 21 1
B 17 23 2
B 17 24 2
B 17 28 1
B 17 34 1
B 17 35 2
B 17 38 2
B 17 39 1
B 17 40 1
B 17 54 1
B 17 59 1
B 17 62 1
B 17 70 1
B 17 74 1
B 17 75 2
B 17 80 1
B 17 88 1
B 17 97 1
P 18 0.010
B 18 2 1
B 18 6 2
B 18 11 2
B 18 26 1
B 18 29 1
B 18 31 1
B 18 34 1
B 18 36 1
B 18 41 1
B 18 44 1
B 18 54 1
B 18 59 1
B 18 66 1
B 18 70 2
B 18 73 1
B 18 77 1
P 19 0.010
B 19 3 1
B 19 12 1
B 19 13 1
B 19 14 1
B 19 19 2
B 19 22 1
B 19 23 3
B 19 29 1
B 19 30 2
B 19 31 1
B 19 32 1
B 19 35 1
B 19 36 1
B 19 38 1
B 19 39 2
B 19 56 4
B 19 60 1
B 19 70 1
B 19 73 1
B 19 78 2
B 19 81 1
B 19 89 1
B 19 96 1
P 20 0.010
B 20 12 2
B 20 13 1
B 20 23 1
B 20 25 1
B 20 26 1
B 20 29 1
B 20 32 2
B 20 37 2
B 20 40 2
B 20 42 1
B 20 44 2
B 20 46 2
B 20 52 1
B 20 57 1
B 20 64 1
B 20 67 1
B 20 68 1
B 20 69 1
B 20 73 2
B 20 75 1
B 20 97 2
B 20 100 1
P 21 0.010
B 21 2 1
B 21 3 1
B 21 12 2
B 21 14 1
B 21 21 2
B 21 23 1
B 21 25 2
B 21 28 1
B 21 35 1
B 21 36 1
B 21 37 1
B 21 39 2
B 21 46 2
B 21 47 1
B 21 49 1
B 21 71 1
B 21 77 1
B 21 82 1
P 22 0.010
B 22 2 3
B 22 3 2
B 22 6 1
B 22 9 1
B 22 14 2
B 22 16 1
B 22 21 1
B 22 22 1
B 22 28 1
B 22 29 1
B 22 32 1
B 22 44 1
B 22 47 1
B 22 57 1
B 22 59 4
B 22 60 1
B 22 70 1
B 22 75 1
B 22 100 1
P 23 0.010
B 23 6 2
B 23 14 2
B 23 19 2
B 23 20 1
B 23 23 3
B 23 24 1
B 23 26 1
B 23 31 1
B 23 37 1
B 23 39 1
B 23 40 1
B 23 41 1
B 23 44 1
B 23 53 1
B 23 54 2
B 23 56 1
B 23 59 1
B 23 60 1
B 23 69 1
B 23 76 1
B 23 77 1
B 23 78 1
B 23 87 1
B 23 93 1
B 23 96 1
P 24 0.010
B 24 2 1
B 24 14 2
B 24 19 2
B 24 20 1
B 24 22 1
B 24 23 1
B 24 40 1
B 24 41 1
B 24 43 1
B 24 44 1
B 24 53 1
B 24 56 1
B 24 59 2
B 24 68 1
B 24 76 1
B 24 90 1
B 24 91 1
B 24 94 1
B 24 97 1
P 25 0.010
B 25 14 3
B 25 20 1
B 25 26 1
B 25 31 2
B 25 32 1
B 25 34 1
B 25 35 2
B 25 44 2
B 25 54 1
B 25 56 2
B 25 67 1
B 25 68 1
B 25 73 1
B 25 77 1
B 25 80 1
B 25 91 1
B 25 97 1
B 25 100 1
P 26 0.010
B 26 3 2
B 26 12 1
B 26 14 1
B 26 19 1
B 26 21 1
B 26 22 1
B 26 24 1
B 26 31 1
B 26 35 1
B 26 37 1
B 26 54 2
B 26 57 1
B 26 60 1
B 26 64 1
B 26 69 3
B 26 76 1
P 27 0.010
B 27 6 1
B 27 19 2
B 27 21 1
B 27 23 1
B 27 29 2
B 27 32 1
B 27 37 1
B 27 38 1
B 27 39 1
B 27 44 1
B 27 47 1
B 27 54 1
B 27 57 1
B 27 74 1
B 27 82 1
B 27 86 1
B 27 94 1
B 27 97 1
B 27 100 1
P 28 0.010
B 28 3 1
B 28 6 1
B 28 11 2
B 28 14 1
B 28 19 1
B 28 22 1
B 28 40 2
B 28 45 1
B 28 47 1
B 28 54 1
B 28 56 1
B 28 59 2
B 28 64 1
B 28 75 2
B 28 81 1
P 29 0.010
B 29 14 2
B 29 21 1
B 29 23 2
B 29 26 1
B 29 31 1
B 29 32 1
B 29 35 1
B 29 36 1
B 29 47 1
B 29 54 2
B 29 56 3
B 29 59 2
B 29 60 1
B 29 64 1
B 29 69 1
B 29 71 1
B 29 91 1
P 30 0.010
B 30 0 1
B 30 3 2
B 30 6 3
B 30 11 2
B 30 14 2
B 30 21 4
B 30 23 1
B 30 30 1
B 30 31 1
B 30 38 1
B 30 39 1
B 30 41 1
B 30 44 1
B 30 54 1
B 30 56 1
B 30 59 1
P 31 0.010
B 31 12 1
B 31 19 2
B 31 21 2
B 31 22 2
B 31 24 1
B 31 25 1
B 31 35 1
B 31 39 1
B 31 40 1
B 31 41 1
B 31 54 1
B 31 56 1
B 31 58 1
B 31 59 2
B 31 73 1
B 31 74 1
B 31 77 2
B 31 80 1
B 31 86 1
P 32 0.010
B 32 3 1
B 32 6 2
B 32 8 1
B 32 12 1
B 32 13 1
B 32 14 2
B 32 19 1
B 32 21 1
B 32 26 1
B 32 28 1
B 32 30 1
B 32 37 2
B 32 38 1
B 32 54 3
B 32 59 1
B 32 60 1
B 32 63 2
B 32 73 1
B 32 77 1
B 32 86 1
B 32 94 1
B 32 95 1
B 32 97 3
P 33 0.010
B 33 3 2
B 33 6 1
B 33 19 3
B 33 21 1
B 33 26 1
B 33 31 1
B 33 33 1
B 33 35 1
B 33 36 1
B 33 37 1
B 33 39 1
B 33 40 1
B 33 44 1
B 33 47 2
B 33 56 2
B 33 58 1
B 33 64 1
B 33 70 1
B 33 89 1
B 33 95 1
B 33 99 1
P 34 0.010
B 34 1 1
B 34 2 3
B 34 11 1
B 34 14 2
B 34 16 1
B 34 19 2
B 34 30 2
B 34 31 1
B 34 40 1
B 34 54 2
B 34 56 1
B 34 60 1
B 34 66 1
B 34 77 1
B 34 80 1
B 34 90 1
B 34 97 2
P 35 0.010
B 35 12 1
B 35 14 3
B 35 19 2
B 35 21 1
B 35 23 1
B 35 30 2
B 35 33 1
B 35 34 1
B 35 37 1
B 35 41 1
B 35 50 1
B 35 51 1
B 35 56 1
B 35 57 1
B 35 59 1
B 35 60 1
B 35 64 2
B 35 78 2
P 36 0.010
B 36 6 1
B 36 12 1
B 36 13 1
B 36 22 1
B 36 28 1
B 36 32 1
B 36 34 1
B 36 56 1
B 36 69 1
B 36 90 1
B 36 95 1
B 36 97 1
P 37 0.010
B 37 6 1
B 37 14 1
B 37 19 1
B 37 22 1
B 37 26 1
B 37 30 2
B 37 31 1
B 37 35 2
B 37 36 1
B 37 42 1
B 37 54 1
B 37 60 2
B 37 76 1
B 37 84 1
B 37 94 1
B 37 95 1
B 37 100 1
P 38 0.010
B 38 1 1
B 38 3 1
B 38 6 3
B 38 22 1
B 38 24 1
B 38 34 1
B 38 38 1
B 38 47 1
B 38 54 2
B 38 59 2
B 38 60 1
B 38 65 1
B 38 70 1
B 38 80 1
B 38 81 1
B 38 86 1
P 39 0.010
B 39 3 2
B 39 6 1
B 39 19 1
B 39 21 2
B 39 23 1
B 39 25 1
B 39 26 2
B 39 29 1
B 39 37 1
B 39 39 2
B 39 70 1
B 39 80 1
P 40 0.010
B 40 3 1
B 40 11 1
B 40 13 1
B 40 14 3
B 40 19 3
B 40 25 1
B 40 26 1
B 40 31 1
B 40 35 1
B 40 44 1
B 40 46 2
B 40 55 1
B 40 58 1
B 40 59 1
B 40 60 1
B 40 72 1
B 40 84 1
B 40 97 2
P 41 0.010
B 41 2 2
B 41 7 1
B 41 19 3
B 41 21 1
B 41 23 1
B 41 26 1
B 41 28 1
B 41 37 1
B 41 38 2
B 41 40 2
B 41 41 1
B 41 54 1
B 41 66 1
B 41 70 1
B 41 76 1
B 41 78 1
P 42 0.010
B 42 3 1
B 42 11 1
B 42 12 1
B 42 14 2
B 42 23 2
B 42 28 1
B 42 37 2
B 42 40 1
B 42 44 2
B 42 60 1
B 42 73 2
B 42 74 1
B 42 100 1
P 43 0.010
B 43 2 1
B 43 3 1
B 43 6 1
B 43 11 1
B 43 14 1
B 43 19 1
B 43 26 1
B 43 31 1
B 43 34 2
B 43 37 1
B 43 38 1
B 43 39 2
B 43 40 1
B 43 42 1
B 43 54 1
B 43 59 1
B 43 60 1
B 43 73 1
B 43 80 1
B 43 97 1
B 43 99 1
P 44 0.010
B 44 2 1
B 44 6 1
B 44 14 1
B 44 24 1
B 44 28 1
B 44 29 1
B 44 30 1
B 44 31 1
B 44 33 1
B 44 39 1
B 44 40 1
B 44 43 1
B 44 54 1
B 44 69 1
B 44 73 1
B 44 76 1
P 45 0.010
B 45 3 1
B 45 12 1
B 45 14 2
B 45 19 2
B 45 21 1
B 45 23 3
B 45 30 1
B 45 32 1
B 45 34 1
B 45 35 1
B 45 39 1
B 45 40 1
B 45 53 1
B 45 76 1
B 45 82 1
B 45 91 1
B 45 97 1
P 46 0.010
B 46 2 1
B 46 3 1
B 46 13 1
B 46 19 1
B 46 21 1
B 46 22 1
B 46 23 2
B 46 24 1
B 46 26 2
B 46 34 1
B 46 35 1
B 46 37 2
B 46 39 1
B 46 41 1
B 46 46 1
B 46 50 1
B 46 54 2
B 46 60 1
B 46 64 2
B 46 72 1
B 46 73 2
B 46 84 1
B 46 90 1
B 46 95 1
B 46 99 1
P 47 0.010
B 47 2 1
B 47 3 1
B 47 6 2
B 47 11 1
B 47 25 2
B 47 30 1
B 47 40 2
B 47 81 1
B 47 89 1
B 47 97 1
B 47 99 1
P 48 0.010
B 48 6 1
B 48 9 1
B 48 17 1
B 48 19 1
B 48 23 1
B 48 24 1
B 48 25 2
B 48 26 1
B 48 30 1
B 48 34 1
B 48 38 1
B 48 39 1
B 48 41 1
B 48 54 1
B 48 68 1
B 48 70 1
B 48 76 1
B 48 81 2
B 48 94 1
B 48 97 1
B 48 100 2
P 49 0.010
B 49 0 1
B 49 6 1
B 49 8 1
B 49 12 1
B 49 14 2
B 49 19 2
B 49 21 1
B 49 22 1
B 49 30 2
B 49 31 1
B 49 34 1
B 49 38 1
B 49 40 2
B 49 41 1
B 49 49 1
B 49 54 1
B 49 59 1
B 49 60 1
B 49 69 1
B 49 72 1
B 49 77 1
B 49 78 1
B 49 79 1
B 49 93 1
B 49 95 1
B 49 99 1
P 50 0.010
B 50 3 1
B 50 11 1
B 50 14 1
B 50 23 1
B 50 26 1
B 50 29 2
B 50 30 1
B 50 31 2
B 50 34 2
B 50 38 1
B 50 41 1
B 50 44 1
B 50 56 1
B 50 59 1
B 50 70 1
B 50 80 1
B 50 84 1
B 50 88 1
P 51 0.010
B 51 2 1
B 51 3 1
B 51 6 2
B 51 8 1
B 51 14 2
B 51 19 1
B 51 21 1
B 51 22 1
B 51 23 2
B 51 29 1
B 51 31 2
B 51 35 1
B 51 38 1
B 51 40 1
B 51 47 1
B 51 54 3
B 51 56 1
B 51 58 1
B 51 62 1
B 51 71 1
B 51 82 1
B 51 84 1
B 51 88 1
B 51 98 1
B 51 99 1
P 52 0.010
B 52 2 1
B 52 3 1
B 52 32 1
B 52 33 1
B 52 35 1
B 52 36 1
B 52 37 1
B 52 38 1
B 52 41 1
B 52 71 1
B 52 76 1
B 52 81 1
P 53 0.010
B 53 14 2
B 53 19 1
B 53 21 1
B 53 23 1
B 53 30 1
B 53 34 1
B 53 35 1
B 53 36 2
B 53 37 1
B 53 41 2
B 53 44 1
B 53 46 1
B 53 54 2
B 53 56 1
B 53 69 1
B 53 70 1
B 53 74 1
B 53 84 1
B 53 85 1
B 53 89 1
B 53 100 1
P 54 0.010
B 54 2 2
B 54 12 2
B 54 14 2
B 54 19 1
B 54 21 1
B 54 29 1
B 54 35 1
B 54 36 1
B 54 41 1
B 54 60 1
B 54 77 1
B 54 82 1
B 54 93 2
B 54 99 1
P 55 0.010
B 55 24 1
B 55 25 1
B 55 26 2
B 55 29 1
B 55 36 1
B 55 37 1
B 55 40 1
B 55 41 2
B 55 89 1
P 56 0.010
B 56 3 1
B 56 12 1
B 56 19 1
B 56 23 1
B 56 27 1
B 56 28 1
B 56 32 1
B 56 37 1
B 56 40 1
B 56 46 1
B 56 65 1
B 56 68 1
B 56 83 1
B 56 86 1
B 56 88 1
B 56 93 1
B 56 96 1
P 57 0.010
B 57 11 1
B 57 23 1
B 57 26 1
B 57 37 1
B 57 39 1
B 57 41 1
B 57 58 1
B 57 59 1
B 57 60 1
B 57 64 1
B 57 69 1
B 57 87 1
P 58 0.010
B 58 3 1
B 58 11 2
B 58 14 3
B 58 16 1
B 58 22 2
B 58 23 1
B 58 25 1
B 58 30 1
B 58 39 1
B 58 47 1
B 58 60 1
B 58 64 1
B 58 77 1
B 58 97 1
P 59 0.010
B 59 3 1
B 59 8 2
B 59 13 1
B 59 15 1
B 59 27 1
B 59 39 1
B 59 41 1
B 59 47 1
B 59 52 1
B 59 82 1
B 59 91 1
B 59 97 1
B 59 99 1
P 60 0.010
B 60 2 1
B 60 12 1
B 60 14 2
B 60 16 1
B 60 19 2
B 60 23 1
B 60 26 2
B 60 31 1
B 60 33 1
B 60 37 1
B 60 39 1
B 60 47 1
B 60 56 1
B 60 59 1
B 60 68 1
P 61 0.010
B 61 3 2
B 61 9 1
B 61 14 1
B 61 16 1
B 61 19 2
B 61 22 1
B 61 25 1
B 61 30 1
B 61 34 1
B 61 36 1
B 61 37 1
B 61 38 2
B 61 63 1
B 61 81 1
P 62 0.010
B 62 0 1
B 62 2 1
B 62 6 1
B 62 19 3
B 62 22 2
B 62 24 1
B 62 29 3
B 62 30 1
B 62 40 1
B 62 46 1
B 62 47 1
B 62 54 1
B 62 59 1
B 62 70 1
B 62 77 1
B 62 78 1
P 63 0.010
B 63 2 1
B 63 12 1
B 63 14 3
B 63 19 1
B 63 29 1
B 63 30 1
B 63 31 2
B 63 39 1
B 63 52 1
B 63 56 2
B 63 65 1
B 63 76 1
B 63 77 1
B 63 93 1
B 63 95 1
P 64 0.010
B 64 2 1
B 64 8 1
B 64 12 2
B 64 14 1
B 64 21 1
B 64 23 1
B 64 25 1
B 64 29 1
B 64 30 1
B 64 32 1
B 64 34 2
B 64 38 1
B 64 40 1
B 64 44 1
B 64 46 1
B 64 54 1
B 64 60 1
B 64 78 1
B 64 88 1
B 64 95 1
B 64 100 1
P 65 0.010
B 65 2 1
B 65 3 1
B 65 6 1
B 65 14 2
B 65 23 2
B 65 30 1
B 65 31 1
B 65 39 1
B 65 40 1
B 65 47 1
B 65 54 2
B 65 56 1
B 65 60 1
B 65 74 1
B 65 78 1
B 65 85 1
P 66 0.010
B 66 14 1
B 66 26 2
B 66 32 1
B 66 36 1
B 66 37 1
B 66 38 1
B 66 41 1
B 66 59 2
B 66 64 1
B 66 70 1
B 66 73 1
B 66 93 1
B 66 97 1
P 67 0.010
B 67 2 1
B 67 6 1
B 67 14 1
B 67 29 2
B 67 35 1
B 67 39 1
B 67 40 1
B 67 56 2
B 67 73 1
B 67 76 1
B 67 98 1
P 68 0.010
B 68 0 1
B 68 2 1
B 68 12 1
B 68 14 3
B 68 19 2
B 68 21 1
B 68 29 1
B 68 34 1
B 68 37 1
B 68 39 1
B 68 41 1
B 68 52 1
B 68 70 1
B 68 74 1
B 68 92 1
P 69 0.010
B 69 2 1
B 69 3 1
B 69 6 1
B 69 14 1
B 69 19 1
B 69 23 1
B 69 26 1
B 69 33 1
B 69 35 2
B 69 54 1
B 69 55 1
B 69 58 1
B 69 80 1
B 69 99 1
P 70 0.010
B 70 0 1
B 70 1 1
B 70 6 1
B 70 14 2
B 70 22 1
B 70 23 2
B 70 30 1
B 70 31 1
B 70 40 1
B 70 42 1
B 70 77 2
B 70 98 1
P 71 0.010
B 71 3 1
B 71 6 1
B 71 9 1
B 71 11 1
B 71 22 3
B 71 23 2
B 71 26 1
B 71 32 1
B 71 80 1
B 71 86 1
P 72 0.010
B 72 3 1
B 72 17 1
B 72 19 1
B 72 24 1
B 72 25 1
B 72 31 1
B 72 38 1
B 72 46 1
B 72 58 1
B 72 59 1
B 72 60 2
B 72 65 1
B 72 67 1
B 72 70 1
B 72 77 1
B 72 80 1
B 72 83 1
P 73 0.010
B 73 0 1
B 73 2 1
B 73 3 1
B 73 6 1
B 73 12 1
B 73 19 1
B 73 26 1
B 73 28 1
B 73 33 1
B 73 35 1
B 73 38 1
B 73 42 1
B 73 54 1
B 73 60 3
B 73 68 1
B 73 70 1
B 73 80 1
B 73 86 1
B 73 91 1
B 73 95 1
B 73 97 2
P 74 0.010
B 74 2 1
B 74 6 1
B 74 22 1
B 74 25 1
B 74 31 1
B 74 32 1
B 74 35 1
B 74 36 1
B 74 41 1
B 74 42 1
B 74 54 1
B 74 56 1
B 74 57 1
B 74 59 1
B 74 74 2
B 74 83 1
P 75 0.010
B 75 0 1
B 75 14 1
B 75 19 2
B 75 23 1
B 75 24 1
B 75 30 1
B 75 32 1
B 75 34 1
B 75 38 1
B 75 56 1
B 75 59 1
B 75 60 1
B 75 76 1
B 75 77 1
P 76 0.010
B 76 3 1
B 76 6 2
B 76 14 2
B 76 19 3
B 76 23 1
B 76 31 1
B 76 32 1
B 76 34 1
B 76 36 1
B 76 44 1
B 76 53 1
B 76 70 1
B 76 78 1
B 76 98 1
B 76 100 1
P 77 0.010
B 77 6 1
B 77 19 2
B 77 21 1
B 77 25 1
B 77 29 1
B 77 34 1
B 77 35 1
B 77 36 1
B 77 37 1
B 77 39 1
B 77 40 1
B 77 50 1
B 77 56 1
B 77 60 1
B 77 87 1
B 77 91 1
B 77 93 1
B 77 100 1
P 78 0.010
B 78 11 1
B 78 14 1
B 78 17 1
B 78 19 1
B 78 22 2
B 78 35 1
B 78 36 1
B 78 40 1
B 78 53 1
B 78 54 1
B 78 55 1
B 78 60 1
B 78 64 1
B 78 68 1
B 78 77 1
B 78 97 1
P 79 0.010
B 79 1 1
B 79 6 1
B 79 8 1
B 79 12 1
B 79 14 2
B 79 19 2
B 79 24 1
B 79 32 1
B 79 38 1
B 79 44 1
B 79 54 1
B 79 58 1
B 79 59 1
B 79 77 1
B 79 81 1
B 79 93 1
B 79 97 1
B 79 100 1
P 80 0.010
B 80 0 1
B 80 11 1
B 80 14 2
B 80 19 2
B 80 21 1
B 80 23 1
B 80 33 1
B 80 36 1
B 80 38 1
B 80 39 1
B 80 42 1
B 80 44 1
B 80 56 1
B 80 78 1
B 80 91 1
B 80 100 2
P 81 0.010
B 81 12 1
B 81 14 1
B 81 23 2
B 81 28 1
B 81 31 1
B 81 38 1
B 81 40 1
B 81 41 1
B 81 42 1
B 81 44 1
B 81 56 1
B 81 60 1
B 81 73 1
B 81 80 1
B 81 81 1
B 81 90 1
B 81 91 1
B 81 100 1
P 82 0.010
B 82 0 1
B 82 2 1
B 82 3 1
B 82 6 1
B 82 11 1
B 82 14 2
B 82 16 1
B 82 19 1
B 82 24 1
B 82 33 1
B 82 39 1
B 82 41 1
B 82 44 1
B 82 46 1
B 82 54 1
B 82 76 1
B 82 78 1
B 82 81 1
B 82 90 1
B 82 95 1
P 83 0.010
B 83 3 1
B 83 6 1
B 83 11 1
B 83 14 1
B 83 19 4
B 83 29 1
B 83 31 1
B 83 40 2
B 83 59 1
B 83 70 1
B 83 77 1
B 83 95 1
P 84 0.010
B 84 2 1
B 84 3 2
B 84 14 1
B 84 23 1
B 84 24 1
B 84 41 1
B 84 65 1
B 84 69 1
B 84 97 1
P 85 0.010
B 85 2 1
B 85 3 2
B 85 14 1
B 85 19 1
B 85 22 1
B 85 25 1
B 85 26 1
