100
P 0 0.010
B 14 59 1
B 14 60 1
B 14 64 1
B 14 70 1
B 14 73 1
B 14 77 1
B 14 95 1
P 15 0.010
B 15 0 1
B 15 3 2
B 15 6 1
B 15 9 1
B 15 11 1
B 15 12 1
B 15 14 3
B 15 21 1
B 15 22 1
B 15 23 2
B 15 26 1
B 15 28 1
B 15 32 1
B 15 35 1
B 15 36 1
B 15 37 1
B 15 40 1
B 15 56 1
B 15 58 1
B 15 68 1
B 15 70 1
B 15 77 1
B 15 80 1
B 15 93 1
B 15 94 1
B 15 95 1
B 15 99 1
B 15 100 1
P 16 0.010
B 16 2 1
B 16 3 2
B 16 12 1
B 16 14 1
B 16 16 1
B 16 19 1
B 16 21 1
B 16 23 2
B 16 24 2
B 16 32 2
B 16 34 1
B 16 38 1
B 16 39 1
B 16 40 2
B 16 45 1
B 16 68 1
B 16 78 1
B 16 80 3
B 16 86 1
B 16 90 1
P 17 0.010
B 17 3 1
B 17 6 2
B 17 13 1
B 17 14 1
B 17 21 1
B 17 22 1
B 17 23 1
B 17 24 1
B 17 25 1
B 17 34 1
B 17 35 2
B 17 40 1
B 17 50 1
B 17 59 2
B 17 60 1
B 17 69 1
B 17 75 1
B 17 84 1
B 17 91 2
P 18 0.010
B 18 2 1
B 18 6 1
B 18 11 1
B 18 14 1
B 18 19 1
B 18 22 1
B 18 24 2
B 18 30 1
B 18 31 1
B 18 32 1
B 18 34 1
B 18 38 1
B 18 39 1
B 18 48 1
B 18 49 2
B 18 57 1
B 18 64 1
B 18 68 2
B 18 71 1
B 18 90 1
P 19 0.010
B 19 2 1
B 19 16 1
B 19 19 1
B 19 22 1
B 19 23 2
B 19 27 1
B 19 29 1
B 19 35 1
B 19 36 1
B 19 38 1
B 19 46 1
B 19 54 1
B 19 58 1
B 19 71 2
B 19 80 1
B 19 81 2
B 19 84 1
B 19 88 1
B 19 93 1
P 20 0.010
B 20 1 1
B 20 2 1
B 20 3 2
B 20 11 1
B 20 12 1
B 20 14 2
B 20 19 2
B 20 21 1
B 20 30 1
B 20 31 1
B 20 32 1
B 20 34 1
B 20 40 1
B 20 44 1
B 20 47 1
B 20 54 2
B 20 56 1
B 20 59 2
B 20 64 1
B 20 66 1
B 20 68 1
B 20 69 1
B 20 71 1
B 20 80 1
B 20 87 1
B 20 93 1
B 20 97 1
B 20 99 1
P 21 0.010
B 21 9 1
B 21 14 1
B 21 19 2
B 21 21 2
B 21 23 1
B 21 28 1
B 21 31 1
B 21 35 1
B 21 42 1
B 21 44 1
B 21 47 1
B 21 54 2
B 21 55 1
B 21 56 1
B 21 78 1
B 21 80 1
B 21 81 1
B 21 86 2
B 21 92 1
B 21 95 1
B 21 97 1
B 21 100 1
P 22 0.010
B 22 2 1
B 22 6 3
B 22 14 1
B 22 19 2
B 22 22 2
B 22 23 1
B 22 24 2
B 22 26 1
B 22 27 1
B 22 33 2
B 22 34 1
B 22 37 1
B 22 38 1
B 22 54 1
B 22 56 2
B 22 74 1
B 22 80 1
B 22 89 2
B 22 90 1
B 22 92 1
B 22 94 1
P 23 0.010
B 23 0 2
B 23 1 1
B 23 3 2
B 23 6 3
B 23 11 2
B 23 12 1
B 23 16 1
B 23 19 1
B 23 21 1
B 23 26 1
B 23 34 1
B 23 35 1
B 23 46 1
B 23 58 1
B 23 59 2
B 23 60 1
B 23 69 1
B 23 73 1
B 23 74 1
B 23 82 1
B 23 95 2
B 23 100 1
P 24 0.010
B 24 3 2
B 24 6 1
B 24 7 1
B 24 11 2
B 24 14 1
B 24 22 2
B 24 23 2
B 24 30 1
B 24 32 1
B 24 37 1
B 24 54 1
B 24 60 1
B 24 66 1
B 24 70 1
B 24 76 1
B 24 80 1
B 24 89 1
B 24 98 1
P 25 0.010
B 25 0 1
B 25 2 1
B 25 6 1
B 25 11 1
B 25 12 1
B 25 16 1
B 25 21 3
B 25 22 1
B 25 24 1
B 25 33 2
B 25 36 1
B 25 37 1
B 25 38 1
B 25 39 2
B 25 40 1
B 25 41 1
B 25 42 1
B 25 44 1
B 25 58 1
B 25 63 1
B 25 73 1
B 25 76 1
B 25 89 1
B 25 95 1
P 26 0.010
B 26 0 1
B 26 6 1
B 26 13 1
B 26 14 3
B 26 19 2
B 26 23 2
B 26 25 1
B 26 29 1
B 26 31 1
B 26 47 1
B 26 53 1
B 26 54 1
B 26 59 1
B 26 68 1
B 26 78 1
B 26 80 1
B 26 94 1
B 26 97 1
P 27 0.010
B 27 2 2
B 27 3 1
B 27 11 1
B 27 14 3
B 27 21 2
B 27 22 2
B 27 26 2
B 27 29 1
B 27 35 1
B 27 37 2
B 27 39 1
B 27 40 1
B 27 42 1
B 27 50 1
B 27 59 2
B 27 60 1
B 27 64 1
B 27 67 1
B 27 71 1
B 27 88 1
B 27 90 1
B 27 99 1
P 28 0.010
B 28 3 1
B 28 6 1
B 28 12 2
B 28 14 1
B 28 22 1
B 28 23 1
B 28 24 1
B 28 26 1
B 28 29 1
B 28 41 1
B 28 44 2
B 28 54 1
B 28 60 1
B 28 73 2
B 28 80 1
B 28 89 1
B 28 94 1
B 28 97 2
P 29 0.010
B 29 6 1
B 29 14 1
B 29 20 1
B 29 24 1
B 29 25 1
B 29 26 1
B 29 30 1
B 29 31 1
B 29 32 1
B 29 35 1
B 29 37 1
B 29 38 1
B 29 42 1
B 29 46 1
B 29 53 1
B 29 55 1
B 29 56 1
B 29 58 1
B 29 59 1
B 29 60 1
B 29 65 1
B 29 73 1
B 29 90 1
B 29 97 1
B 29 98 1
P 30 0.010
B 30 1 1
B 30 2 1
B 30 3 1
B 30 6 3
B 30 11 1
B 30 14 1
B 30 22 2
B 30 24 3
B 30 25 2
B 30 30 2
B 30 33 1
B 30 34 1
B 30 41 1
B 30 46 1
B 30 47 1
B 30 54 2
B 30 56 2
B 30 60 1
B 30 64 1
B 30 75 1
B 30 76 2
B 30 91 1
B 30 99 1
B 30 100 2
P 31 0.010
B 31 2 1
B 31 3 1
B 31 6 1
B 31 14 1
B 31 19 1
B 31 24 1
B 31 29 1
B 31 30 1
B 31 35 1
B 31 39 1
B 31 41 1
B 31 47 1
B 31 59 2
B 31 64 2
B 31 74 1
B 31 77 2
B 31 80 1
B 31 81 1
B 31 84 1
B 31 97 1
B 31 99 3
P 32 0.010
B 32 3 3
B 32 6 1
B 32 11 1
B 32 13 1
B 32 14 1
B 32 17 1
B 32 19 1
B 32 22 4
B 32 24 2
B 32 31 3
B 32 34 1
B 32 39 1
B 32 41 2
B 32 44 1
B 32 53 1
B 32 56 1
B 32 60 3
B 32 78 1
B 32 85 1
P 33 0.010
B 33 2 1
B 33 3 1
B 33 15 1
B 33 23 1
B 33 38 2
B 33 39 1
B 33 40 1
B 33 44 1
B 33 47 1
B 33 54 1
B 33 56 1
B 33 60 1
B 33 65 1
B 33 66 1
B 33 78 1
B 33 81 1
B 33 93 1
B 33 100 1
P 34 0.010
B 34 3 1
B 34 6 2
B 34 11 1
B 34 23 1
B 34 34 1
B 34 37 1
B 34 52 1
B 34 56 1
B 34 60 1
B 34 64 1
B 34 67 1
B 34 74 1
B 34 77 2
P 35 0.010
B 35 3 1
B 35 14 1
B 35 19 2
B 35 21 1
B 35 23 2
B 35 25 1
B 35 30 1
B 35 32 1
B 35 34 2
B 35 35 1
B 35 41 3
B 35 56 1
B 35 58 1
B 35 59 1
B 35 68 1
B 35 69 1
B 35 70 1
B 35 99 1
P 36 0.010
B 36 0 1
B 36 2 2
B 36 12 2
B 36 14 4
B 36 17 1
B 36 19 2
B 36 21 1
B 36 24 1
B 36 26 1
B 36 29 1
B 36 31 2
B 36 37 1
B 36 49 1
B 36 53 1
B 36 54 1
B 36 56 1
B 36 75 1
B 36 86 1
B 36 99 1
P 37 0.010
B 37 0 1
B 37 2 1
B 37 16 1
B 37 19 2
B 37 23 1
B 37 26 1
B 37 31 1
B 37 38 1
B 37 41 1
B 37 44 1
B 37 46 1
B 37 54 2
B 37 65 1
B 37 74 1
B 37 76 2
B 37 78 1
B 37 97 1
B 37 100 1
P 38 0.010
B 38 0 1
B 38 3 1
B 38 6 1
B 38 11 1
B 38 19 3
B 38 23 1
B 38 24 1
B 38 26 1
B 38 27 1
B 38 28 1
B 38 35 1
B 38 39 1
B 38 44 1
B 38 68 1
B 38 78 1
B 38 80 1
B 38 87 1
B 38 93 1
P 39 0.010
B 39 2 1
B 39 3 2
B 39 11 1
B 39 16 1
B 39 19 2
B 39 24 1
B 39 25 1
B 39 28 1
B 39 32 1
B 39 33 1
B 39 36 2
B 39 40 1
B 39 41 1
B 39 44 1
B 39 57 1
B 39 76 1
B 39 81 1
B 39 84 1
B 39 96 1
B 39 98 1
P 40 0.010
B 40 6 1
B 40 14 1
B 40 16 1
B 40 19 1
B 40 23 1
B 40 24 1
B 40 30 1
B 40 39 1
B 40 48 1
B 40 60 1
B 40 69 1
B 40 97 1
P 41 0.010
B 41 2 1
B 41 3 1
B 41 14 4
B 41 19 1
B 41 21 2
B 41 24 1
B 41 26 1
B 41 33 1
B 41 35 1
B 41 39 1
B 41 40 1
B 41 44 1
B 41 60 1
B 41 67 1
B 41 69 2
B 41 70 1
B 41 73 1
B 41 76 2
B 41 87 1
B 41 94 1
B 41 95 1
P 42 0.010
B 42 2 2
B 42 11 1
B 42 19 1
B 42 21 2
B 42 22 1
B 42 23 3
B 42 27 1
B 42 35 1
B 42 36 1
B 42 38 1
B 42 39 1
B 42 40 1
B 42 41 1
B 42 71 1
B 42 97 1
P 43 0.010
B 43 6 2
B 43 9 1
B 43 14 2
B 43 19 1
B 43 22 1
B 43 23 1
B 43 24 2
B 43 25 1
B 43 29 1
B 43 54 1
B 43 59 1
B 43 60 1
B 43 63 1
B 43 65 1
B 43 81 1
B 43 87 1
B 43 97 1
P 44 0.010
B 44 2 1
B 44 3 1
B 44 6 2
B 44 12 1
B 44 16 1
B 44 19 1
B 44 24 2
B 44 28 1
B 44 33 1
B 44 36 1
B 44 41 1
B 44 56 1
B 44 59 1
B 44 60 1
B 44 75 1
B 44 77 1
B 44 82 1
B 44 97 1
P 45 0.010
B 45 12 2
B 45 14 3
B 45 19 2
B 45 21 1
B 45 24 1
B 45 26 1
B 45 29 1
B 45 31 1
B 45 32 2
B 45 37 2
B 45 41 2
B 45 53 1
B 45 57 1
B 45 59 2
B 45 60 1
B 45 63 1
B 45 68 1
B 45 70 1
B 45 73 1
B 45 79 1
B 45 91 1
B 45 99 1
P 46 0.010
B 46 6 1
B 46 11 1
B 46 14 1
B 46 17 1
B 46 19 2
B 46 21 1
B 46 24 2
B 46 35 2
B 46 36 1
B 46 46 1
B 46 56 2
B 46 57 1
B 46 74 1
B 46 76 1
B 46 77 1
B 46 95 1
P 47 0.010
B 47 0 1
B 47 3 1
B 47 16 1
B 47 23 2
B 47 26 1
B 47 35 1
B 47 38 1
B 47 39 1
B 47 44 2
B 47 73 1
B 47 77 1
B 47 91 1
B 47 93 1
P 48 0.010
B 48 2 1
B 48 3 1
B 48 29 1
B 48 32 1
B 48 38 1
B 48 39 1
B 48 41 1
B 48 44 2
B 48 46 1
B 48 47 1
B 48 54 1
B 48 59 1
B 48 67 1
P 49 0.010
B 49 2 1
B 49 11 1
B 49 13 1
B 49 22 1
B 49 25 1
B 49 26 1
B 49 30 2
B 49 31 2
B 49 34 2
B 49 37 1
B 49 38 1
B 49 39 2
B 49 40 3
B 49 44 1
B 49 46 1
B 49 60 2
B 49 69 1
B 49 71 1
B 49 80 1
B 49 83 1
B 49 93 1
B 49 98 1
B 49 99 1
P 50 0.010
B 50 2 1
B 50 3 1
B 50 6 1
B 50 7 1
B 50 8 1
B 50 14 2
B 50 21 2
B 50 22 1
B 50 23 1
B 50 24 1
B 50 26 3
B 50 29 1
B 50 31 1
B 50 32 1
B 50 35 1
B 50 36 1
B 50 37 1
B 50 38 2
B 50 40 1
B 50 44 1
B 50 46 1
B 50 50 1
B 50 53 1
B 50 59 1
B 50 69 1
B 50 71 1
B 50 78 1
B 50 91 1
B 50 100 1
P 51 0.010
B 51 11 1
B 51 14 2
B 51 19 1
B 51 20 1
B 51 21 1
B 51 22 1
B 51 26 2
B 51 28 1
B 51 29 1
B 51 31 2
B 51 47 1
B 51 51 1
B 51 54 2
B 51 56 1
B 51 60 1
B 51 69 1
B 51 71 1
B 51 77 1
B 51 81 1
B 51 94 1
B 51 95 1
P 52 0.010
B 52 0 1
B 52 2 1
B 52 14 1
B 52 19 1
B 52 21 1
B 52 23 2
B 52 31 1
B 52 33 3
B 52 37 1
B 52 38 1
B 52 40 1
B 52 41 1
B 52 44 1
B 52 47 1
B 52 54 2
B 52 59 1
B 52 78 1
B 52 87 1
B 52 95 1
B 52 100 2
P 53 0.010
B 53 3 1
B 53 12 1
B 53 14 1
B 53 28 1
B 53 31 1
B 53 32 1
B 53 45 1
B 53 56 1
B 53 58 1
B 53 59 2
B 53 77 1
B 53 97 1
B 53 99 2
P 54 0.010
B 54 3 1
B 54 6 1
B 54 19 1
B 54 22 1
B 54 26 1
B 54 33 1
B 54 36 1
B 54 39 1
B 54 47 2
B 54 48 1
B 54 56 2
B 54 74 1
B 54 76 1
B 54 78 1
B 54 100 1
P 55 0.010
B 55 0 1
B 55 6 2
B 55 11 1
B 55 13 2
B 55 14 2
B 55 26 1
B 55 31 1
B 55 32 1
B 55 40 1
B 55 47 1
B 55 54 1
B 55 56 1
B 55 60 1
B 55 69 1
B 55 88 1
B 55 90 1
B 55 93 1
B 55 99 1
P 56 0.010
B 56 12 1
B 56 14 1
B 56 23 2
B 56 41 1
B 56 44 2
B 56 46 1
B 56 52 1
B 56 54 1
B 56 59 1
B 56 60 1
B 56 64 1
B 56 69 1
B 56 70 1
B 56 73 1
B 56 75 1
B 56 77 1
B 56 80 1
P 57 0.010
B 57 3 2
B 57 6 2
B 57 12 2
B 57 14 1
B 57 22 1
B 57 23 1
B 57 26 1
B 57 28 1
B 57 33 1
B 57 38 1
B 57 39 1
B 57 40 1
B 57 41 1
B 57 54 1
B 57 64 1
B 57 78 1
B 57 86 1
B 57 91 1
P 58 0.010
B 58 6 2
B 58 12 1
B 58 19 2
B 58 23 2
B 58 24 1
B 58 39 1
B 58 41 1
B 58 45 1
B 58 46 1
B 58 54 1
B 58 64 1
B 58 69 1
B 58 75 2
B 58 78 1
B 58 92 1
P 59 0.010
B 59 2 1
B 59 6 2
B 59 19 1
B 59 22 1
B 59 23 1
B 59 39 1
B 59 60 1
B 59 62 1
B 59 77 1
B 59 85 1
B 59 96 1
P 60 0.010
B 60 6 2
B 60 14 3
B 60 19 1
B 60 34 1
B 60 37 1
B 60 39 1
B 60 41 1
B 60 54 1
B 60 60 1
B 60 70 1
B 60 79 1
B 60 96 1
B 60 97 1
B 60 100 1
P 61 0.010
B 61 8 1
B 61 11 1
B 61 23 1
B 61 26 1
B 61 31 1
B 61 34 1
B 61 37 2
B 61 38 2
B 61 50 1
B 61 58 1
B 61 59 1
B 61 68 1
B 61 70 1
B 61 80 1
B 61 81 1
B 61 84 1
B 61 95 1
P 62 0.010
B 62 12 1
B 62 14 1
B 62 22 2
B 62 23 1
B 62 25 1
B 62 36 2
B 62 54 1
B 62 59 1
P 63 0.010
B 63 3 2
B 63 19 2
B 63 21 1
B 63 22 1
B 63 37 2
B 63 39 1
B 63 44 1
B 63 46 1
B 63 50 1
B 63 54 3
B 63 56 1
B 63 59 1
B 63 97 1
B 63 99 1
B 63 100 1
P 64 0.010
B 64 2 1
B 64 6 1
B 64 9 1
B 64 11 2
B 64 22 1
B 64 25 1
B 64 26 1
B 64 29 1
B 64 36 1
B 64 39 1
B 64 40 1
B 64 54 1
B 64 59 1
B 64 60 1
B 64 64 1
B 64 67 1
B 64 70 1
B 64 84 1
B 64 87 1
B 64 97 1
B 64 100 1
P 65 0.010
B 65 3 1
B 65 6 1
B 65 9 1
B 65 21 1
B 65 31 1
B 65 33 1
B 65 34 1
B 65 35 1
B 65 37 1
B 65 38 1
B 65 39 1
B 65 40 1
B 65 41 1
B 65 44 1
B 65 57 1
B 65 59 1
B 65 60 1
B 65 65 1
B 65 78 1
B 65 96 1
B 65 97 1
P 66 0.010
B 66 3 1
B 66 6 2
B 66 13 1
B 66 14 1
B 66 21 1
B 66 22 1
B 66 23 3
B 66 24 1
B 66 25 1
B 66 26 1
B 66 35 1
B 66 38 1
B 66 39 2
B 66 41 1
B 66 44 1
B 66 64 1
B 66 70 1
B 66 99 1
B 66 100 1
P 67 0.010
B 67 19 1
B 67 21 1
B 67 24 1
B 67 25 1
B 67 28 1
B 67 33 1
B 67 39 1
B 67 42 3
B 67 47 1
B 67 54 1
B 67 56 1
B 67 60 1
B 67 71 1
B 67 90 1
B 67 99 1
B 67 100 1
P 68 0.010
B 68 2 1
B 68 3 1
B 68 16 1
B 68 22 1
B 68 34 1
B 68 38 1
B 68 69 1
B 68 78 1
B 68 98 1
B 68 99 2
P 69 0.010
B 69 14 1
B 69 19 2
B 69 20 1
B 69 26 1
B 69 28 1
B 69 29 1
B 69 33 1
B 69 34 1
B 69 36 3
B 69 39 1
B 69 46 1
B 69 54 1
B 69 59 1
B 69 60 2
B 69 69 1
B 69 70 1
B 69 74 1
B 69 77 1
B 69 81 1
B 69 97 1
P 70 0.010
B 70 3 1
B 70 6 1
B 70 19 2
B 70 26 1
B 70 35 1
B 70 36 1
B 70 39 1
B 70 54 1
B 70 69 1
B 70 82 1
B 70 95 1
P 71 0.010
B 71 14 1
B 71 19 1
B 71 20 1
B 71 21 1
B 71 26 1
B 71 34 1
B 71 38 1
B 71 44 1
B 71 56 1
B 71 60 1
B 71 81 1
B 71 84 1
B 71 97 2
B 71 99 1
P 72 0.010
B 72 3 1
B 72 14 2
B 72 15 1
B 72 21 1
B 72 22 1
B 72 25 1
B 72 40 1
B 72 41 1
B 72 54 1
B 72 56 2
B 72 60 2
B 72 90 1
B 72 99 1
P 73 0.010
B 73 2 2
B 73 3 1
B 73 14 1
B 73 19 1
B 73 30 2
B 73 36 1
B 73 37 2
B 73 38 1
B 73 39 1
B 73 40 1
B 73 42 1
B 73 44 2
B 73 54 1
B 73 59 1
B 73 63 1
B 73 64 1
B 73 71 1
B 73 76 1
P 74 0.010
B 74 11 1
B 74 19 2
B 74 22 1
B 74 26 1
B 74 30 1
B 74 31 1
B 74 33 1
B 74 35 1
B 74 36 1
B 74 39 2
B 74 41 1
B 74 42 1
B 74 87 1
B 74 91 1
B 74 97 1
B 74 100 1
P 75 0.010
B 75 2 1
B 75 11 1
B 75 12 2
B 75 14 1
B 75 19 1
B 75 21 2
B 75 23 1
B 75 26 1
B 75 36 1
B 75 70 1
B 75 76 1
B 75 77 1
B 75 97 2
B 75 99 1
P 76 0.010
B 76 14 3
B 76 17 1
B 76 19 1
B 76 29 1
B 76 39 1
B 76 40 1
B 76 56 1
B 76 80 1
B 76 97 1
P 77 0.010
B 77 6 1
B 77 12 1
B 77 23 2
B 77 34 1
B 77 41 1
B 77 44 2
B 77 60 2
B 77 62 1
B 77 98 1
P 78 0.010
B 78 0 1
B 78 2 1
B 78 14 3
B 78 32 1
B 78 36 1
B 78 39 1
B 78 67 1
B 78 69 1
B 78 80 1
P 79 0.010
B 79 11 1
B 79 14 1
B 79 21 1
B 79 36 1
B 79 59 1
B 79 60 2
B 79 69 1
B 79 78 1
B 79 79 1
B 79 80 1
B 79 95 1
B 79 97 1
P 80 0.010
B 80 14 1
B 80 21 1
B 80 31 1
B 80 35 1
B 80 37 1
B 80 39 1
B 80 46 1
B 80 47 1
B 80 59 1
B 80 78 1
B 80 81 1
B 80 82 2
B 80 97 1
B 80 99 1
P 81 0.010
B 81 2 1
B 81 6 1
B 81 14 1
B 81 23 2
B 81 31 1
B 81 34 1
B 81 36 1
B 81 38 1
B 81 40 1
B 81 47 1
B 81 60 1
B 81 64 1
B 81 79 1
B 81 95 1
B 81 100 2
P 82 0.010
B 82 3 1
B 82 12 1
B 82 40 1
B 82 41 2
B 82 47 1
B 82 70 1
B 82 97 1
B 82 100 1
P 83 0.010
B 83 11 1
B 83 18 1
B 83 19 3
B 83 23 1
B 83 26 1
B 83 27 1
B 83 35 1
