100
P 0 0.010
B 36 59 1
B 36 66 1
B 36 68 1
B 36 70 1
B 36 72 1
P 37 0.010
B 37 2 1
B 37 3 4
B 37 8 1
B 37 9 1
B 37 13 1
B 37 15 1
B 37 16 1
B 37 17 1
B 37 18 3
B 37 21 2
B 37 27 2
B 37 28 1
B 37 29 1
B 37 33 1
B 37 36 1
B 37 38 1
B 37 39 1
B 37 42 1
B 37 45 2
B 37 55 1
B 37 58 1
B 37 59 2
B 37 60 1
B 37 65 1
B 37 69 1
B 37 72 1
P 38 0.010
B 38 2 3
B 38 3 1
B 38 10 1
B 38 14 1
B 38 16 1
B 38 17 1
B 38 19 2
B 38 21 1
B 38 24 1
B 38 27 2
B 38 28 2
B 38 30 1
B 38 35 1
B 38 42 1
B 38 44 2
B 38 54 1
B 38 57 1
B 38 60 2
B 38 62 1
B 38 69 1
P 39 0.010
B 39 3 2
B 39 8 1
B 39 9 1
B 39 11 1
B 39 13 1
B 39 15 1
B 39 16 2
B 39 20 2
B 39 21 1
B 39 24 1
B 39 28 1
B 39 30 1
B 39 31 1
B 39 33 1
B 39 36 2
B 39 39 1
B 39 42 1
B 39 49 1
B 39 50 1
B 39 51 1
B 39 52 1
B 39 63 1
B 39 69 1
P 40 0.010
B 40 0 1
B 40 11 1
B 40 13 2
B 40 14 1
B 40 15 2
B 40 17 1
B 40 23 1
B 40 26 1
B 40 27 1
B 40 28 1
B 40 30 1
B 40 37 1
B 40 38 1
B 40 42 1
B 40 44 2
B 40 45 1
B 40 50 1
B 40 58 1
B 40 60 1
B 40 61 1
B 40 69 1
P 41 0.010
B 41 0 1
B 41 2 1
B 41 3 3
B 41 6 1
B 41 11 1
B 41 13 1
B 41 14 1
B 41 15 2
B 41 16 1
B 41 18 1
B 41 22 1
B 41 24 1
B 41 27 1
B 41 30 1
B 41 31 1
B 41 33 3
B 41 42 1
B 41 44 1
B 41 49 2
B 41 51 1
B 41 56 1
B 41 72 1
B 41 73 1
P 42 0.010
B 42 2 1
B 42 3 3
B 42 7 1
B 42 8 1
B 42 13 2
B 42 14 1
B 42 17 2
B 42 20 1
B 42 26 1
B 42 27 1
B 42 28 1
B 42 30 2
B 42 31 1
B 42 42 1
B 42 55 1
B 42 61 2
B 42 69 1
B 42 71 1
B 42 72 1
P 43 0.010
B 43 1 1
B 43 3 1
B 43 5 1
B 43 8 1
B 43 13 2
B 43 14 1
B 43 15 1
B 43 28 1
B 43 32 1
B 43 44 2
B 43 53 1
B 43 60 1
B 43 65 1
P 44 0.010
B 44 2 1
B 44 8 1
B 44 11 1
B 44 13 1
B 44 15 2
B 44 17 1
B 44 18 1
B 44 20 1
B 44 28 1
B 44 30 1
B 44 31 3
B 44 32 1
B 44 33 1
B 44 36 1
B 44 42 3
B 44 44 1
B 44 45 1
B 44 49 1
B 44 56 1
B 44 57 1
B 44 63 1
P 45 0.010
B 45 2 1
B 45 3 1
B 45 5 1
B 45 13 1
B 45 14 1
B 45 15 1
B 45 16 1
B 45 21 1
B 45 26 1
B 45 28 1
B 45 32 3
B 45 33 2
B 45 34 1
B 45 36 1
B 45 43 1
B 45 45 1
B 45 55 1
B 45 56 1
B 45 57 1
B 45 70 1
P 46 0.010
B 46 2 1
B 46 3 2
B 46 5 1
B 46 13 1
B 46 15 2
B 46 18 1
B 46 22 2
B 46 26 1
B 46 28 1
B 46 33 2
B 46 36 1
B 46 42 3
B 46 45 1
B 46 53 1
B 46 55 1
B 46 57 3
P 47 0.010
B 47 2 2
B 47 3 1
B 47 8 2
B 47 13 1
B 47 14 3
B 47 15 1
B 47 16 1
B 47 17 1
B 47 21 1
B 47 22 1
B 47 23 1
B 47 24 2
B 47 29 1
B 47 30 1
B 47 32 2
B 47 33 1
B 47 38 1
B 47 42 1
B 47 44 3
B 47 45 3
B 47 64 1
B 47 72 1
P 48 0.010
B 48 2 1
B 48 3 3
B 48 9 2
B 48 13 1
B 48 14 1
B 48 15 1
B 48 18 1
B 48 22 1
B 48 23 1
B 48 27 1
B 48 29 2
B 48 30 3
B 48 36 1
B 48 38 2
B 48 42 2
B 48 43 3
B 48 44 1
B 48 47 1
B 48 49 1
B 48 57 1
B 48 65 1
B 48 72 1
P 49 0.010
B 49 2 3
B 49 3 1
B 49 13 5
B 49 15 3
B 49 16 1
B 49 20 1
B 49 21 1
B 49 22 1
B 49 23 1
B 49 26 1
B 49 30 1
B 49 31 1
B 49 42 2
B 49 44 2
B 49 56 1
B 49 59 1
B 49 60 1
B 49 69 2
P 50 0.010
B 50 3 1
B 50 8 1
B 50 14 1
B 50 15 1
B 50 18 2
B 50 21 1
B 50 22 2
B 50 28 1
B 50 29 1
B 50 31 1
B 50 32 1
B 50 34 1
B 50 45 2
B 50 54 1
B 50 59 1
B 50 72 2
B 50 73 1
P 51 0.010
B 51 3 1
B 51 8 1
B 51 13 1
B 51 14 2
B 51 20 1
B 51 22 1
B 51 23 2
B 51 27 1
B 51 29 1
B 51 31 1
B 51 34 1
B 51 36 1
B 51 39 1
B 51 42 1
B 51 47 1
B 51 48 1
B 51 60 1
B 51 72 1
P 52 0.010
B 52 15 1
B 52 16 1
B 52 23 1
B 52 24 1
B 52 26 1
B 52 27 1
B 52 28 1
B 52 30 1
B 52 31 2
B 52 32 1
B 52 35 2
B 52 38 1
B 52 42 1
B 52 45 2
B 52 47 1
B 52 52 1
B 52 56 1
B 52 57 2
B 52 59 1
B 52 72 1
P 53 0.010
B 53 13 2
B 53 14 1
B 53 15 1
B 53 16 2
B 53 22 2
B 53 23 1
B 53 30 1
B 53 32 1
B 53 42 3
B 53 43 1
B 53 45 1
B 53 57 1
B 53 67 1
B 53 70 1
B 53 73 1
P 54 0.010
B 54 0 1
B 54 3 3
B 54 8 2
B 54 11 1
B 54 13 1
B 54 14 1
B 54 15 1
B 54 17 1
B 54 22 2
B 54 27 1
B 54 28 1
B 54 29 1
B 54 30 2
B 54 32 2
B 54 33 1
B 54 42 1
B 54 44 1
B 54 52 1
B 54 61 1
B 54 63 1
B 54 67 1
B 54 72 1
P 55 0.010
B 55 8 1
B 55 13 1
B 55 20 1
B 55 21 1
B 55 22 1
B 55 23 1
B 55 25 1
B 55 26 1
B 55 28 1
B 55 30 2
B 55 33 2
B 55 36 1
B 55 42 1
B 55 44 1
B 55 45 1
B 55 58 1
P 56 0.010
B 56 1 1
B 56 15 1
B 56 16 1
B 56 20 1
B 56 29 1
B 56 31 4
B 56 68 1
B 56 72 1
P 57 0.010
B 57 2 1
B 57 3 1
B 57 6 1
B 57 8 2
B 57 14 1
B 57 15 1
B 57 18 1
B 57 20 1
B 57 22 1
B 57 27 1
B 57 28 1
B 57 32 2
B 57 37 1
B 57 42 3
B 57 44 1
B 57 45 2
B 57 55 1
B 57 59 1
B 57 60 1
P 58 0.010
B 58 3 1
B 58 8 1
B 58 16 1
B 58 18 1
B 58 22 4
B 58 25 1
B 58 27 1
B 58 29 1
B 58 30 1
B 58 33 1
B 58 44 1
B 58 45 1
B 58 57 1
B 58 70 1
P 59 0.010
B 59 3 1
B 59 5 1
B 59 13 3
B 59 14 1
B 59 15 2
B 59 16 2
B 59 17 1
B 59 18 1
B 59 20 2
B 59 23 1
B 59 27 2
B 59 28 1
B 59 29 1
B 59 31 2
B 59 33 1
B 59 36 1
B 59 43 1
B 59 44 1
B 59 45 1
B 59 60 1
B 59 64 1
B 59 70 1
P 60 0.010
B 60 2 1
B 60 3 1
B 60 9 1
B 60 14 1
B 60 15 1
B 60 16 1
B 60 22 1
B 60 28 1
B 60 34 1
B 60 42 1
B 60 44 1
B 60 47 1
B 60 51 1
B 60 57 1
B 60 69 1
P 61 0.010
B 61 0 1
B 61 2 1
B 61 3 2
B 61 14 1
B 61 26 1
B 61 29 2
B 61 31 2
B 61 33 2
B 61 36 1
B 61 53 1
B 61 58 1
P 62 0.010
B 62 14 1
B 62 17 1
B 62 18 1
B 62 20 1
B 62 21 2
B 62 22 3
B 62 26 1
B 62 28 1
B 62 30 1
B 62 31 1
B 62 32 2
B 62 33 1
B 62 37 1
B 62 39 1
B 62 55 1
B 62 70 2
B 62 71 1
P 63 0.010
B 63 3 1
B 63 6 2
B 63 8 1
B 63 13 1
B 63 14 1
B 63 16 1
B 63 18 2
B 63 21 1
B 63 28 1
B 63 29 1
B 63 32 1
B 63 33 1
B 63 34 1
B 63 49 2
P 64 0.010
B 64 3 1
B 64 14 1
B 64 15 1
B 64 16 1
B 64 18 1
B 64 21 2
B 64 23 4
B 64 47 1
B 64 53 1
B 64 55 1
B 64 59 1
B 64 63 1
P 65 0.010
B 65 0 1
B 65 2 1
B 65 9 2
B 65 14 3
B 65 18 1
B 65 25 1
B 65 29 1
B 65 31 1
B 65 32 4
B 65 36 1
B 65 41 1
B 65 42 2
B 65 45 2
B 65 50 1
B 65 56 1
B 65 57 1
B 65 59 1
B 65 61 1
B 65 72 1
P 66 0.010
B 66 1 1
B 66 3 2
B 66 13 1
B 66 14 1
B 66 18 2
B 66 21 2
B 66 24 1
B 66 31 2
B 66 32 1
B 66 33 1
B 66 34 1
B 66 36 1
B 66 41 1
B 66 42 1
B 66 47 1
B 66 49 1
B 66 50 1
B 66 51 1
B 66 57 1
B 66 59 1
B 66 64 1
B 66 68 1
B 66 71 2
B 66 73 1
P 67 0.010
B 67 2 1
B 67 14 1
B 67 16 2
B 67 17 1
B 67 20 1
B 67 27 1
B 67 30 2
B 67 32 1
B 67 33 1
B 67 38 1
B 67 45 2
B 67 65 1
P 68 0.010
B 68 2 1
B 68 9 1
B 68 22 1
B 68 27 1
B 68 28 1
B 68 29 1
B 68 31 3
B 68 34 1
B 68 36 1
B 68 42 3
B 68 60 1
B 68 69 1
B 68 72 1
P 69 0.010
B 69 13 1
B 69 15 2
B 69 16 1
B 69 17 1
B 69 20 1
B 69 25 1
B 69 26 1
B 69 27 1
B 69 32 2
B 69 33 1
B 69 36 1
B 69 42 1
B 69 45 1
B 69 55 1
B 69 68 1
B 69 69 1
B 69 73 1
P 70 0.010
B 70 3 2
B 70 15 1
B 70 22 1
B 70 23 2
B 70 25 1
B 70 26 1
B 70 27 2
B 70 31 2
B 70 34 1
B 70 37 1
B 70 45 3
B 70 55 1
B 70 59 1
B 70 72 1
B 70 73 1
P 71 0.010
B 71 11 1
B 71 13 1
B 71 18 1
B 71 28 1
B 71 29 1
B 71 31 2
B 71 32 3
B 71 42 1
B 71 44 2
B 71 53 1
B 71 63 1
B 71 71 2
P 72 0.010
B 72 1 2
B 72 13 1
B 72 15 1
B 72 17 1
B 72 26 3
B 72 29 2
B 72 31 2
B 72 33 2
B 72 34 1
B 72 44 2
B 72 45 1
B 72 58 1
B 72 71 1
P 73 0.010
B 73 2 1
B 73 3 2
B 73 14 2
B 73 16 1
B 73 17 1
B 73 22 2
B 73 25 1
B 73 26 1
B 73 29 1
B 73 33 1
B 73 55 2
B 73 69 1
P 74 0.010
B 74 2 2
B 74 9 1
B 74 11 1
B 74 13 1
B 74 14 1
B 74 15 1
B 74 16 1
B 74 21 2
B 74 29 2
B 74 32 1
B 74 34 1
B 74 42 1
B 74 44 1
B 74 45 2
B 74 50 1
B 74 54 1
B 74 57 1
B 74 64 1
B 74 70 1
P 75 0.010
B 75 0 1
B 75 11 1
B 75 18 1
B 75 21 1
B 75 23 1
B 75 26 1
B 75 30 1
B 75 33 1
B 75 37 1
B 75 45 1
B 75 53 1
B 75 54 1
B 75 56 1
B 75 57 1
B 75 61 1
B 75 66 1
B 75 72 1
P 76 0.010
B 76 8 1
B 76 10 1
B 76 14 1
B 76 18 2
B 76 21 1
B 76 22 1
B 76 23 1
B 76 27 1
B 76 29 2
B 76 33 1
B 76 42 1
B 76 49 1
B 76 52 1
B 76 62 1
B 76 68 1
P 77 0.010
B 77 2 1
B 77 13 1
B 77 17 1
B 77 26 1
B 77 28 1
B 77 30 1
B 77 33 1
B 77 37 1
B 77 44 1
B 77 60 1
B 77 66 1
P 78 0.010
B 78 0 1
B 78 3 1
B 78 8 1
B 78 9 1
B 78 15 1
B 78 24 1
B 78 26 1
B 78 42 1
B 78 48 1
B 78 53 1
P 79 0.010
B 79 2 2
B 79 3 1
B 79 5 2
B 79 13 1
B 79 15 1
B 79 26 1
B 79 27 1
B 79 29 1
B 79 32 1
B 79 42 2
B 79 49 1
P 80 0.010
B 80 8 1
B 80 14 1
B 80 15 1
B 80 16 2
B 80 17 1
B 80 32 2
B 80 33 1
B 80 37 1
B 80 42 1
B 80 43 1
B 80 45 2
B 80 57 1
P 81 0.010
B 81 2 1
B 81 13 2
B 81 15 1
B 81 16 1
B 81 17 1
B 81 18 2
B 81 24 1
B 81 26 1
B 81 27 1
B 81 32 1
B 81 45 1
B 81 57 1
B 81 72 1
P 82 0.010
B 82 0 1
B 82 10 1
B 82 13 1
B 82 14 1
B 82 15 1
B 82 17 2
B 82 22 1
B 82 25 1
B 82 28 1
B 82 29 1
B 82 30 1
B 82 32 1
B 82 33 1
B 82 50 1
B 82 51 1
B 82 60 1
B 82 67 1
B 82 72 1
B 82 73 1
P 83 0.010
B 83 1 1
B 83 8 1
B 83 14 1
B 83 17 1
B 83 29 1
B 83 31 1
B 83 32 1
B 83 36 1
B 83 37 1
B 83 53 1
B 83 72 1
P 84 0.010
B 84 3 1
B 84 14 1
B 84 15 2
B 84 18 1
B 84 20 1
B 84 21 2
B 84 25 1
B 84 28 1
B 84 29 1
B 84 44 1
B 84 60 1
B 84 61 1
B 84 72 1
P 85 0.010
B 85 0 1
B 85 3 1
B 85 17 1
B 85 20 1
B 85 30 1
B 85 33 1
B 85 36 1
B 85 57 1
P 86 0.010
B 86 0 1
B 86 2 1
B 86 3 1
B 86 8 1
B 86 18 1
B 86 21 1
B 86 23 1
B 86 24 1
B 86 25 1
B 86 30 1
B 86 31 1
B 86 43 1
B 86 44 1
B 86 48 1
B 86 57 1
B 86 60 1
B 86 72 1
P 87 0.010
B 87 3 1
B 87 13 1
B 87 15 1
B 87 16 1
B 87 18 2
B 87 20 1
B 87 23 1
B 87 26 1
B 87 31 2
B 87 32 1
B 87 34 1
B 87 42 1
B 87 45 2
B 87 53 1
B 87 57 2
B 87 65 1
P 88 0.010
B 88 13 1
B 88 14 1
B 88 16 1
B 88 18 2
B 88 19 1
B 88 21 3
B 88 23 2
B 88 26 2
B 88 28 2
B 88 29 2
B 88 31 1
B 88 32 1
B 88 33 1
B 88 36 2
B 88 44 1
B 88 49 1
B 88 55 1
B 88 70 1
B 88 73 1
P 89 0.010
B 89 0 1
B 89 3 2
B 89 11 1
B 89 13 1
B 89 14 1
B 89 15 1
B 89 24 1
B 89 26 2
B 89 30 1
B 89 32 1
B 89 36 2
B 89 37 1
B 89 43 1
P 90 0.010
B 90 3 1
B 90 13 1
B 90 17 1
B 90 21 1
B 90 26 1
B 90 27 1
B 90 28 2
B 90 30 1
B 90 32 1
B 90 36 1
B 90 42 2
B 90 44 1
B 90 45 1
B 90 49 1
B 90 58 2
B 90 60 1
B 90 66 1
B 90 67 1
B 90 68 1
B 90 73 1
P 91 0.010
B 91 3 1
B 91 15 2
B 91 17 1
B 91 18 1
B 91 20 1
B 91 22 1
B 91 23 1
B 91 25 2
B 91 31 2
B 91 32 1
B 91 35 1
B 91 40 1
B 91 42 1
B 91 45 2
B 91 68 1
B 91 72 1
B 91 73 1
P 92 0.010
B 92 0 1
B 92 1 1
B 92 3 1
B 92 13 1
B 92 18 1
B 92 20 1
B 92 21 1
B 92 22 1
B 92 23 1
B 92 27 1
B 92 28 1
B 92 29 1
B 92 31 1
B 92 34 1
B 92 41 1
B 92 42 2
B 92 44 1
B 92 51 1
P 93 0.010
B 93 3 2
B 93 8 2
B 93 13 2
B 93 15 1
B 93 16 2
B 93 26 2
B 93 29 1
B 93 30 1
B 93 32 1
B 93 41 1
B 93 45 1
B 93 59 1
B 93 72 1
P 94 0.010
B 94 15 1
B 94 16 1
B 94 21 1
B 94 22 2
B 94 24 3
B 94 25 1
B 94 27 1
B 94 31 3
B 94 33 1
B 94 34 1
B 94 36 1
B 94 62 1
B 94 66 1
P 95 0.010
B 95 14 1
B 95 15 1
B 95 18 1
B 95 19 1
B 95 24 1
B 95 36 2
B 95 42 1
B 95 54 1
B 95 68 1
P 96 0.010
B 96 3 1
B 96 13 1
B 96 21 1
B 96 27 2
B 96 30 1
B 96 32 1
B 96 33 1
B 96 49 1
B 96 54 1
B 96 60 2
B 96 65 1
B 96 72 1
P 97 0.010
B 97 2 2
B 97 3 1
B 97 13 1
B 97 15 1
B 97 18 1
B 97 21 3
B 97 23 1
B 97 27 1
B 97 28 1
B 97 33 1
B 97 44 1
B 97 45 2
P 98 0.010
B 98 2 1
B 98 3 2
B 98 13 2
B 98 14 1
B 98 16 1
B 98 17 3
B 98 28 1
B 98 36 1
B 98 42 1
B 98 45 1
B 98 50 1
B 98 63 1
B 98 70 1
P 99 0.010
B 99 13 1
B 99 15 2
B 99 17 1
B 99 18 1
B 99 20 1
B 99 21 1
B 99 25 1
B 99 27 1
B 99 45 2
B 99 49 1
B 99 50 1
B 99 53 1
B 99 59 1
B 99 72 1
