100
P 0 0.010
B 9 54 2
B 9 56 1
B 9 58 2
B 9 59 1
B 9 60 1
B 9 66 1
B 9 75 1
B 9 78 1
B 9 80 1
B 9 94 1
B 9 97 1
B 9 99 1
P 10 0.010
B 10 0 1
B 10 2 1
B 10 11 1
B 10 16 1
B 10 21 2
B 10 29 1
B 10 34 1
B 10 35 2
B 10 36 1
B 10 38 1
B 10 43 1
B 10 44 1
B 10 47 1
B 10 50 1
B 10 54 2
B 10 55 1
B 10 72 1
B 10 75 1
B 10 81 1
B 10 82 1
B 10 84 1
B 10 97 1
B 10 99 1
B 10 100 1
P 11 0.010
B 11 0 1
B 11 2 1
B 11 6 3
B 11 12 1
B 11 14 1
B 11 21 1
B 11 23 1
B 11 26 1
B 11 29 1
B 11 30 1
B 11 31 1
B 11 34 1
B 11 36 2
B 11 39 3
B 11 40 1
B 11 41 1
B 11 47 1
B 11 49 1
B 11 60 1
B 11 65 1
B 11 73 1
B 11 75 1
B 11 80 1
B 11 87 1
B 11 95 1
B 11 97 2
P 12 0.010
B 12 1 1
B 12 8 1
B 12 14 1
B 12 19 1
B 12 23 1
B 12 26 1
B 12 33 1
B 12 37 1
B 12 39 2
B 12 40 2
B 12 41 1
B 12 54 2
B 12 60 1
B 12 65 1
B 12 70 1
B 12 80 1
B 12 81 1
B 12 100 2
P 13 0.010
B 13 6 1
B 13 8 1
B 13 19 2
B 13 21 5
B 13 24 1
B 13 25 1
B 13 31 1
B 13 33 1
B 13 34 1
B 13 39 1
B 13 43 1
B 13 53 1
B 13 64 1
B 13 70 1
B 13 73 1
B 13 77 1
B 13 92 1
B 13 94 1
B 13 100 2
P 14 0.010
B 14 3 2
B 14 6 1
B 14 11 1
B 14 12 1
B 14 14 2
B 14 19 2
B 14 21 3
B 14 22 1
B 14 23 1
B 14 28 1
B 14 29 1
B 14 30 1
B 14 35 1
B 14 36 1
B 14 39 3
B 14 41 1
B 14 42 1
B 14 60 1
B 14 64 1
B 14 74 1
B 14 76 1
B 14 89 1
B 14 91 1
B 14 95 1
B 14 97 1
B 14 100 1
P 15 0.010
B 15 3 1
B 15 6 4
B 15 14 3
B 15 19 1
B 15 22 1
B 15 23 1
B 15 29 1
B 15 33 1
B 15 35 1
B 15 41 2
B 15 53 1
B 15 64 3
B 15 65 1
B 15 70 1
B 15 73 1
B 15 76 1
B 15 78 1
B 15 84 1
B 15 85 1
P 16 0.010
B 16 2 1
B 16 3 2
B 16 6 3
B 16 13 1
B 16 14 1
B 16 15 1
B 16 19 1
B 16 23 1
B 16 26 1
B 16 29 1
B 16 30 1
B 16 31 1
B 16 37 1
B 16 39 2
B 16 42 1
B 16 46 1
B 16 54 1
B 16 58 1
B 16 59 1
B 16 60 1
B 16 64 1
B 16 69 1
B 16 78 2
B 16 80 1
B 16 95 1
B 16 99 4
P 17 0.010
B 17 0 1
B 17 1 1
B 17 2 1
B 17 6 2
B 17 11 1
B 17 14 3
B 17 19 2
B 17 21 2
B 17 26 1
B 17 29 2
B 17 31 2
B 17 32 1
B 17 35 1
B 17 39 1
B 17 40 2
B 17 54 1
B 17 59 3
B 17 60 1
B 17 64 1
B 17 73 1
B 17 95 1
B 17 96 1
P 18 0.010
B 18 2 1
B 18 6 1
B 18 8 1
B 18 12 1
B 18 16 1
B 18 19 1
B 18 21 3
B 18 23 1
B 18 26 2
B 18 28 1
B 18 30 1
B 18 31 1
B 18 33 1
B 18 34 2
B 18 36 2
B 18 37 1
B 18 39 1
B 18 40 1
B 18 41 1
B 18 44 1
B 18 54 1
B 18 56 1
B 18 59 1
B 18 60 3
B 18 67 1
B 18 70 1
B 18 76 1
B 18 87 1
B 18 93 1
B 18 97 1
B 18 100 1
P 19 0.010
B 19 3 1
B 19 6 1
B 19 13 1
B 19 14 1
B 19 19 2
B 19 25 1
B 19 26 2
B 19 34 2
B 19 36 1
B 19 39 1
B 19 46 1
B 19 49 1
B 19 54 1
B 19 58 1
B 19 59 1
B 19 60 1
B 19 70 2
B 19 78 1
B 19 85 1
B 19 86 1
B 19 94 2
P 20 0.010
B 20 3 1
B 20 7 1
B 20 13 1
B 20 14 1
B 20 19 2
B 20 21 1
B 20 22 1
B 20 23 1
B 20 26 2
B 20 30 1
B 20 31 2
B 20 32 2
B 20 33 1
B 20 36 1
B 20 42 1
B 20 44 1
B 20 46 1
B 20 56 2
B 20 58 1
B 20 59 1
B 20 60 1
B 20 64 1
B 20 73 1
B 20 77 1
B 20 84 1
B 20 100 2
P 21 0.010
B 21 3 1
B 21 8 1
B 21 12 1
B 21 13 2
B 21 14 1
B 21 22 3
B 21 23 1
B 21 29 3
B 21 31 1
B 21 33 1
B 21 36 1
B 21 38 2
B 21 40 1
B 21 41 1
B 21 42 1
B 21 44 1
B 21 46 1
B 21 49 1
B 21 52 1
B 21 58 1
B 21 60 3
B 21 69 1
B 21 81 2
B 21 91 1
B 21 95 1
P 22 0.010
B 22 1 1
B 22 2 1
B 22 6 1
B 22 14 1
B 22 19 1
B 22 21 1
B 22 22 2
B 22 23 2
B 22 26 3
B 22 30 1
B 22 31 1
B 22 34 1
B 22 35 2
B 22 40 1
B 22 41 1
B 22 47 1
B 22 56 1
B 22 59 1
B 22 70 1
B 22 80 1
B 22 81 1
B 22 84 1
B 22 98 1
B 22 99 2
B 22 100 1
P 23 0.010
B 23 3 1
B 23 7 1
B 23 8 1
B 23 14 1
B 23 22 1
B 23 23 1
B 23 24 1
B 23 25 1
B 23 28 1
B 23 32 1
B 23 36 2
B 23 39 1
B 23 44 2
B 23 59 2
B 23 60 2
B 23 64 1
B 23 70 2
B 23 74 1
B 23 78 1
B 23 83 1
B 23 88 1
B 23 100 2
P 24 0.010
B 24 2 1
B 24 3 2
B 24 6 1
B 24 12 2
B 24 14 1
B 24 21 2
B 24 23 1
B 24 24 1
B 24 25 1
B 24 28 1
B 24 29 1
B 24 31 1
B 24 34 1
B 24 39 1
B 24 54 3
B 24 57 1
B 24 59 1
B 24 63 1
B 24 80 1
B 24 81 2
B 24 89 1
B 24 99 1
P 25 0.010
B 25 0 2
B 25 2 1
B 25 3 1
B 25 8 1
B 25 11 2
B 25 22 1
B 25 36 2
B 25 38 2
B 25 40 1
B 25 43 1
B 25 56 1
B 25 59 1
B 25 65 1
B 25 70 1
B 25 73 1
B 25 74 1
B 25 77 1
B 25 80 2
B 25 82 1
B 25 97 1
P 26 0.010
B 26 3 1
B 26 6 2
B 26 21 4
B 26 23 1
B 26 29 2
B 26 30 1
B 26 31 1
B 26 34 1
B 26 39 1
B 26 40 1
B 26 41 2
B 26 56 2
B 26 57 1
B 26 58 1
B 26 59 1
B 26 60 2
B 26 69 1
B 26 76 1
B 26 78 1
B 26 81 1
B 26 99 1
B 26 100 1
P 27 0.010
B 27 3 2
B 27 19 1
B 27 21 1
B 27 23 1
B 27 28 1
B 27 32 1
B 27 33 1
B 27 34 2
B 27 37 1
B 27 38 1
B 27 39 1
B 27 42 2
B 27 61 1
B 27 68 1
B 27 95 1
B 27 97 1
B 27 98 1
P 28 0.010
B 28 1 2
B 28 19 1
B 28 20 1
B 28 23 2
B 28 33 1
B 28 39 1
B 28 40 1
B 28 42 1
B 28 47 1
B 28 54 1
B 28 56 1
B 28 59 2
B 28 60 1
B 28 64 1
B 28 70 1
B 28 75 1
B 28 87 1
B 28 99 1
P 29 0.010
B 29 1 1
B 29 13 1
B 29 19 1
B 29 21 1
B 29 23 1
B 29 33 1
B 29 35 1
B 29 41 1
B 29 42 1
B 29 60 2
B 29 62 1
B 29 68 1
B 29 69 1
B 29 73 1
B 29 76 1
B 29 80 1
B 29 90 1
B 29 95 1
P 30 0.010
B 30 0 1
B 30 6 1
B 30 11 1
B 30 14 2
B 30 16 2
B 30 19 1
B 30 22 2
B 30 23 1
B 30 32 2
B 30 33 1
B 30 36 1
B 30 37 1
B 30 39 2
B 30 40 1
B 30 41 1
B 30 54 1
B 30 59 1
B 30 81 1
P 31 0.010
B 31 2 1
B 31 14 1
B 31 17 1
B 31 19 1
B 31 20 1
B 31 21 1
B 31 22 1
B 31 24 2
B 31 26 1
B 31 30 1
B 31 31 1
B 31 35 1
B 31 37 1
B 31 38 2
B 31 40 2
B 31 41 1
B 31 47 2
B 31 50 1
B 31 54 2
B 31 59 2
B 31 60 1
B 31 66 1
B 31 75 1
B 31 77 1
B 31 95 1
B 31 97 1
B 31 99 1
P 32 0.010
B 32 2 1
B 32 6 1
B 32 12 2
B 32 13 1
B 32 14 3
B 32 19 1
B 32 23 1
B 32 24 2
B 32 25 2
B 32 30 1
B 32 34 3
B 32 38 1
B 32 39 1
B 32 44 3
B 32 55 1
B 32 59 1
B 32 69 1
B 32 74 1
B 32 96 1
B 32 97 1
P 33 0.010
B 33 3 2
B 33 6 1
B 33 12 1
B 33 21 1
B 33 22 1
B 33 23 1
B 33 25 2
B 33 35 1
B 33 36 1
B 33 37 1
B 33 44 3
B 33 49 1
B 33 59 1
B 33 60 2
B 33 62 1
B 33 65 1
B 33 71 1
B 33 78 1
B 33 87 1
B 33 99 1
P 34 0.010
B 34 2 1
B 34 6 3
B 34 19 1
B 34 22 1
B 34 23 2
B 34 28 1
B 34 29 2
B 34 30 2
B 34 32 1
B 34 37 1
B 34 39 2
B 34 40 2
B 34 45 1
B 34 46 1
B 34 60 2
B 34 73 1
B 34 95 1
B 34 98 1
P 35 0.010
B 35 2 2
B 35 3 2
B 35 6 1
B 35 14 1
B 35 19 2
B 35 21 2
B 35 22 2
B 35 23 1
B 35 24 2
B 35 30 1
B 35 35 1
B 35 39 1
B 35 40 1
B 35 41 1
B 35 44 2
B 35 47 1
B 35 54 1
B 35 60 2
B 35 64 1
B 35 76 1
B 35 82 1
B 35 88 1
B 35 89 1
B 35 95 1
B 35 98 1
P 36 0.010
B 36 2 1
B 36 6 2
B 36 11 1
B 36 14 1
B 36 19 1
B 36 22 1
B 36 25 1
B 36 26 1
B 36 28 2
B 36 30 1
B 36 34 1
B 36 40 1
B 36 44 1
B 36 50 1
B 36 56 1
B 36 67 1
B 36 81 1
B 36 90 1
B 36 95 1
P 37 0.010
B 37 3 2
B 37 11 1
B 37 12 1
B 37 14 2
B 37 19 1
B 37 21 1
B 37 25 1
B 37 26 1
B 37 29 1
B 37 35 1
B 37 36 1
B 37 46 1
B 37 54 1
B 37 60 1
B 37 64 1
B 37 65 1
B 37 67 1
B 37 82 1
P 38 0.010
B 38 3 1
B 38 23 2
B 38 25 1
B 38 26 2
B 38 33 1
B 38 40 1
B 38 53 1
B 38 54 1
B 38 71 2
B 38 74 1
B 38 80 1
B 38 96 1
B 38 97 2
B 38 99 1
P 39 0.010
B 39 12 1
B 39 14 1
B 39 16 2
B 39 24 2
B 39 28 2
B 39 29 1
B 39 30 1
B 39 41 1
B 39 44 1
B 39 49 1
B 39 52 1
B 39 54 2
B 39 64 1
B 39 66 1
B 39 78 2
B 39 81 1
B 39 84 1
B 39 99 1
P 40 0.010
B 40 9 1
B 40 10 1
B 40 14 3
B 40 19 1
B 40 21 1
B 40 23 2
B 40 26 1
B 40 33 1
B 40 37 1
B 40 59 1
B 40 65 1
B 40 68 1
B 40 70 1
B 40 71 1
B 40 78 2
B 40 93 1
B 40 99 2
B 40 100 2
P 41 0.010
B 41 6 2
B 41 14 1
B 41 16 1
B 41 19 1
B 41 22 1
B 41 24 1
B 41 25 1
B 41 28 1
B 41 29 1
B 41 30 1
B 41 34 1
B 41 35 1
B 41 39 2
B 41 51 1
B 41 60 1
B 41 71 1
B 41 74 1
B 41 81 2
B 41 99 1
P 42 0.010
B 42 2 1
B 42 6 1
B 42 14 1
B 42 19 1
B 42 21 1
B 42 25 1
B 42 26 1
B 42 29 1
B 42 31 1
B 42 32 1
B 42 34 1
B 42 35 2
B 42 36 1
B 42 37 1
B 42 43 1
B 42 44 1
B 42 50 1
B 42 58 1
B 42 59 1
B 42 68 1
B 42 79 1
B 42 81 1
B 42 88 1
B 42 91 1
P 43 0.010
B 43 0 1
B 43 14 1
B 43 19 1
B 43 24 1
B 43 26 1
B 43 30 1
B 43 33 2
B 43 35 1
B 43 39 1
B 43 40 1
B 43 42 1
B 43 44 1
B 43 59 1
B 43 60 1
B 43 70 1
B 43 73 1
B 43 81 1
B 43 97 1
P 44 0.010
B 44 3 1
B 44 22 1
B 44 28 2
B 44 29 1
B 44 30 1
B 44 36 1
B 44 40 2
B 44 47 1
B 44 70 1
B 44 76 1
B 44 99 1
P 45 0.010
B 45 8 1
B 45 13 1
B 45 14 2
B 45 23 1
B 45 28 1
B 45 30 1
B 45 31 1
B 45 33 1
B 45 35 1
B 45 36 2
B 45 39 1
B 45 46 1
B 45 59 1
B 45 64 1
B 45 77 1
B 45 78 1
P 46 0.010
B 46 2 1
B 46 12 1
B 46 23 1
B 46 31 2
B 46 34 1
B 46 39 1
B 46 49 1
B 46 53 1
B 46 54 1
B 46 60 1
B 46 71 1
B 46 93 1
B 46 97 1
B 46 99 1
P 47 0.010
B 47 6 1
B 47 19 1
B 47 24 1
B 47 26 1
B 47 28 1
B 47 30 1
B 47 31 1
B 47 34 1
B 47 36 1
B 47 41 1
B 47 70 1
B 47 75 1
B 47 76 2
B 47 77 1
B 47 78 1
P 48 0.010
B 48 3 2
B 48 12 1
B 48 23 2
B 48 24 3
B 48 26 1
B 48 27 1
B 48 31 1
B 48 32 2
B 48 34 3
B 48 36 1
B 48 40 1
B 48 41 1
B 48 46 1
B 48 54 1
B 48 56 1
B 48 59 3
B 48 60 1
B 48 76 1
B 48 97 1
P 49 0.010
B 49 1 1
B 49 2 1
B 49 11 1
B 49 19 2
B 49 21 1
B 49 22 2
B 49 36 1
B 49 40 1
B 49 58 1
B 49 60 1
B 49 73 1
B 49 88 1
P 50 0.010
B 50 6 1
B 50 11 1
B 50 21 1
B 50 25 1
B 50 31 1
B 50 34 1
B 50 36 1
B 50 37 1
B 50 39 1
B 50 44 3
B 50 50 1
B 50 56 4
B 50 59 1
B 50 95 1
B 50 96 1
B 50 97 1
B 50 99 1
P 51 0.010
B 51 2 1
B 51 3 1
B 51 6 1
B 51 12 1
B 51 23 1
B 51 25 1
B 51 26 2
B 51 29 1
B 51 31 1
B 51 40 1
B 51 41 1
B 51 42 1
B 51 56 1
B 51 59 2
B 51 67 1
B 51 76 1
B 51 81 1
B 51 99 1
P 52 0.010
B 52 2 1
B 52 12 1
B 52 14 2
B 52 19 1
B 52 21 2
B 52 22 1
B 52 30 1
B 52 31 1
B 52 39 2
B 52 56 1
B 52 71 1
B 52 75 1
B 52 78 2
B 52 80 1
B 52 93 1
B 52 100 1
P 53 0.010
B 53 2 1
B 53 3 1
B 53 11 1
B 53 23 1
B 53 26 1
B 53 29 1
B 53 37 1
B 53 38 1
B 53 54 1
B 53 62 1
B 53 64 1
B 53 68 1
B 53 72 1
B 53 74 1
B 53 81 1
P 54 0.010
B 54 3 1
B 54 13 1
B 54 14 2
B 54 20 1
B 54 21 1
B 54 23 1
B 54 24 1
B 54 25 1
B 54 29 1
B 54 35 1
B 54 39 1
B 54 40 1
B 54 41 1
B 54 54 1
B 54 56 1
B 54 64 1
B 54 70 1
B 54 75 1
B 54 95 1
B 54 97 1
B 54 100 1
P 55 0.010
B 55 2 1
B 55 3 1
B 55 19 1
B 55 20 1
B 55 21 2
B 55 25 1
B 55 26 1
B 55 38 2
B 55 39 1
B 55 44 1
B 55 64 1
B 55 70 1
B 55 73 1
B 55 80 1
B 55 97 1
P 56 0.010
B 56 3 1
B 56 14 1
B 56 19 1
B 56 21 1
B 56 22 1
B 56 24 1
B 56 28 2
B 56 31 1
B 56 37 1
B 56 40 3
B 56 41 1
B 56 59 2
B 56 64 1
B 56 66 1
B 56 75 1
B 56 97 1
B 56 100 1
P 57 0.010
B 57 6 1
B 57 14 2
B 57 19 2
B 57 24 2
B 57 28 1
B 57 29 1
B 57 30 1
B 57 39 1
B 57 42 1
B 57 54 1
B 57 68 1
B 57 70 1
B 57 78 2
B 57 86 1
B 57 95 1
P 58 0.010
B 58 2 1
B 58 6 1
B 58 9 1
B 58 11 3
B 58 14 1
B 58 22 1
B 58 24 1
B 58 30 2
B 58 32 1
B 58 33 1
B 58 35 1
B 58 39 1
B 58 47 1
B 58 50 1
B 58 54 2
B 58 56 1
B 58 60 1
B 58 64 1
B 58 69 3
B 58 78 2
B 58 87 1
B 58 96 1
B 58 97 1
P 59 0.010
B 59 2 1
B 59 6 1
B 59 19 1
B 59 23 3
B 59 44 2
B 59 48 1
B 59 65 1
B 59 78 1
B 59 93 1
B 59 98 1
P 60 0.010
B 60 19 1
B 60 21 2
B 60 31 1
B 60 37 2
B 60 39 2
B 60 40 1
B 60 44 2
B 60 48 1
B 60 54 2
B 60 56 1
B 60 59 1
B 60 63 1
B 60 67 1
B 60 71 1
B 60 78 1
B 60 86 1
P 61 0.010
B 61 0 1
B 61 3 2
B 61 6 1
B 61 8 1
B 61 12 1
B 61 19 1
B 61 22 1
B 61 23 1
B 61 26 1
B 61 29 1
B 61 37 1
B 61 40 1
B 61 41 1
B 61 47 1
B 61 54 1
B 61 56 1
B 61 60 1
B 61 69 1
B 61 70 1
B 61 93 1
B 61 94 1
B 61 97 1
P 62 0.010
B 62 6 1
B 62 14 1
B 62 19 1
B 62 21 2
B 62 37 1
B 62 42 1
B 62 45 1
B 62 46 1
B 62 47 2
B 62 49 1
B 62 59 1
B 62 73 1
B 62 74 1
B 62 76 1
B 62 78 1
B 62 83 1
B 62 96 1
P 63 0.010
B 63 12 1
B 63 14 4
B 63 24 1
B 63 34 1
B 63 56 1
B 63 66 1
B 63 68 1
B 63 70 1
B 63 90 1
B 63 99 1
B 63 100 1
P 64 0.010
B 64 2 1
B 64 14 1
B 64 21 1
B 64 25 1
B 64 28 1
B 64 32 1
B 64 34 1
B 64 44 1
B 64 47 2
B 64 54 2
B 64 60 2
B 64 69 1
B 64 72 1
B 64 75 1
B 64 76 1
B 64 77 1
B 64 80 1
B 64 97 1
P 65 0.010
B 65 8 1
B 65 11 1
B 65 23 1
B 65 35 1
B 65 41 1
B 65 42 1
B 65 60 1
B 65 64 1
B 65 70 1
B 65 73 1
B 65 76 1
B 65 99 1
P 66 0.010
B 66 6 2
B 66 19 3
B 66 21 2
B 66 30 1
B 66 35 1
B 66 54 2
B 66 70 1
B 66 72 1
B 66 74 1
B 66 95 1
P 67 0.010
B 67 0 1
B 67 6 1
B 67 14 1
B 67 24 2
B 67 25 1
B 67 30 1
B 67 31 1
B 67 34 2
B 67 37 1
B 67 40 1
B 67 59 1
B 67 60 1
B 67 64 2
B 67 84 1
B 67 87 1
P 68 0.010
B 68 6 1
B 68 14 1
B 68 25 1
B 68 29 1
B 68 34 1
B 68 35 1
B 68 41 1
B 68 44 1
B 68 54 1
B 68 61 1
B 68 71 1
B 68 77 1
B 68 93 1
P 69 0.010
B 69 3 1
B 69 14 1
B 69 19 1
B 69 22 1
B 69 23 1
B 69 24 1
B 69 26 1
B 69 34 1
B 69 39 1
B 69 40 1
B 69 41 1
B 69 47 1
B 69 53 1
B 69 54 1
B 69 56 1
B 69 57 1
B 69 60 1
B 69 75 1
B 69 78 1
P 70 0.010
B 70 3 1
B 70 11 1
B 70 13 1
B 70 14 1
B 70 22 1
B 70 26 1
B 70 28 2
B 70 29 1
B 70 31 1
B 70 36 1
B 70 46 1
B 70 64 1
B 70 80 1
B 70 81 1
B 70 99 3
P 71 0.010
B 71 3 2
B 71 11 1
B 71 16 1
B 71 23 1
B 71 28 1
B 71 32 1
B 71 34 2
B 71 36 1
B 71 38 2
B 71 47 1
B 71 53 1
B 71 54 1
B 71 60 2
B 71 76 1
B 71 80 1
B 71 85 1
B 71 87 1
B 71 95 1
P 72 0.010
B 72 14 1
B 72 33 1
B 72 37 1
B 72 40 1
B 72 46 1
B 72 56 2
B 72 60 1
B 72 100 1
P 73 0.010
B 73 2 1
B 73 3 1
B 73 8 1
B 73 19 2
B 73 21 1
B 73 23 2
B 73 31 1
B 73 37 1
B 73 58 1
B 73 60 1
B 73 67 1
B 73 76 1
P 74 0.010
B 74 2 1
B 74 3 1
B 74 14 1
B 74 19 1
B 74 22 1
B 74 26 1
B 74 29 2
B 74 30 1
B 74 33 1
B 74 36 1
B 74 44 1
B 74 54 2
B 74 59 1
B 74 69 1
B 74 74 2
B 74 90 1
B 74 93 1
B 74 94 1
P 75 0.010
B 75 6 1
B 75 24 1
B 75 28 2
B 75 30 1
B 75 34 1
B 75 36 1
B 75 52 1
B 75 65 1
B 75 99 2
P 76 0.010
B 76 2 1
B 76 3 1
B 76 12 1
B 76 14 1
B 76 21 1
B 76 22 1
B 76 28 1
B 76 35 1
B 76 37 1
B 76 41 1
B 76 54 1
B 76 60 1
B 76 100 1
P 77 0.010
B 77 1 1
B 77 2 1
B 77 6 2
B 77 22 2
B 77 23 1
B 77 24 1
B 77 31 1
B 77 38 1
B 77 41 1
B 77 44 2
B 77 55 1
B 77 58 2
B 77 62 1
B 77 68 1
B 77 81 1
P 78 0.010
B 78 6 1
B 78 22 2
B 78 23 2
B 78 37 1
B 78 39 1
B 78 50 1
B 78 53 1
B 78 58 1
B 78 65 1
B 78 80 1
B 78 81 1
P 79 0.010
B 79 14 1
B 79 19 1
B 79 24 1
B 79 26 1
B 79 28 1
B 79 33 1
B 79 34 1
B 79 36 1
B 79 37 1
B 79 38 2
B 79 41 1
B 79 47 1
B 79 56 1
B 79 60 1
B 79 70 1
B 79 88 1
B 79 100 1
P 80 0.010
B 80 11 1
B 80 14 1
B 80 21 1
B 80 22 1
B 80 24 1
B 80 25 2
B 80 32 1
B 80 34 2
B 80 35 1
B 80 37 1
B 80 39 2
B 80 40 2
B 80 44 1
B 80 54 2
B 80 58 1
B 80 74 1
B 80 100 1
P 81 0.010
B 81 6 1
B 81 14 2
B 81 21 1
B 81 24 1
B 81 59 1
B 81 97 1
P 82 0.010
B 82 3 1
B 82 14 2
B 82 19 1
B 82 23 1
B 82 26 1
B 82 34 1
B 82 35 1
B 82 36 1
B 82 38 1
B 82 39 1
B 82 40 1
B 82 47 1
B 82 67 1
B 82 79 1
B 82 99 1
P 83 0.010
B 83 3 1
B 83 22 1
B 83 24 1
B 83 27 1
B 83 28 1
B 83 31 1
B 83 39 1
