100
P 0 0.010
P 49 0.010
B 49 13 2
B 49 14 1
B 49 18 2
B 49 29 1
B 49 42 1
B 49 44 2
B 49 45 1
B 49 57 1
B 49 60 1
P 50 0.010
B 50 13 1
B 50 16 1
B 50 18 1
B 50 19 1
B 50 20 1
B 50 24 1
B 50 26 1
B 50 28 3
B 50 31 1
B 50 34 1
B 50 42 1
B 50 45 1
B 50 61 1
P 51 0.010
B 51 3 1
B 51 8 1
B 51 13 1
B 51 16 1
B 51 24 1
B 51 28 1
B 51 32 1
B 51 36 1
B 51 44 1
B 51 54 1
B 51 65 1
B 51 69 1
B 51 72 2
P 52 0.010
B 52 8 1
B 52 14 1
B 52 16 1
B 52 22 1
B 52 23 1
B 52 24 1
B 52 25 2
B 52 33 1
B 52 42 1
B 52 54 1
B 52 57 1
B 52 72 1
P 53 0.010
B 53 14 1
B 53 24 2
B 53 29 1
B 53 30 1
B 53 36 1
B 53 37 1
B 53 42 1
P 54 0.010
B 54 0 1
B 54 1 1
B 54 3 1
B 54 12 1
B 54 13 3
B 54 14 1
B 54 15 1
B 54 17 1
B 54 18 2
B 54 20 1
B 54 23 1
B 54 24 1
B 54 26 1
B 54 27 1
B 54 31 1
B 54 32 1
B 54 33 3
B 54 36 4
B 54 42 2
B 54 44 1
B 54 45 2
B 54 49 2
B 54 55 2
B 54 57 1
B 54 58 1
B 54 72 1
P 55 0.010
B 55 3 2
B 55 13 2
B 55 15 3
B 55 20 1
B 55 21 1
B 55 22 1
B 55 23 1
B 55 24 1
B 55 26 2
B 55 30 2
B 55 36 1
B 55 37 2
B 55 38 2
B 55 42 1
B 55 44 2
B 55 45 2
B 55 72 1
P 56 0.010
B 56 1 1
B 56 2 1
B 56 5 1
B 56 6 1
B 56 13 3
B 56 14 3
B 56 16 1
B 56 17 1
B 56 18 3
B 56 27 1
B 56 28 1
B 56 31 1
B 56 34 1
B 56 36 1
B 56 38 2
B 56 40 1
B 56 41 1
B 56 42 2
B 56 44 2
B 56 45 1
B 56 55 1
B 56 57 1
B 56 58 1
B 56 69 1
B 56 73 1
P 57 0.010
B 57 2 1
B 57 8 1
B 57 15 1
B 57 16 3
B 57 17 1
B 57 18 1
B 57 23 1
B 57 26 1
B 57 28 1
B 57 29 1
B 57 30 1
B 57 32 5
B 57 34 1
B 57 40 1
B 57 42 2
B 57 43 2
B 57 44 1
B 57 45 1
B 57 49 1
B 57 51 1
B 57 55 1
B 57 56 1
B 57 68 1
P 58 0.010
B 58 3 2
B 58 5 1
B 58 8 2
B 58 9 1
B 58 10 1
B 58 11 1
B 58 13 1
B 58 14 1
B 58 15 1
B 58 16 2
B 58 17 2
B 58 18 1
B 58 20 1
B 58 21 1
B 58 28 1
B 58 29 2
B 58 31 1
B 58 41 1
B 58 42 2
B 58 45 3
B 58 54 1
B 58 56 1
B 58 59 1
B 58 60 1
B 58 68 1
B 58 70 1
B 58 72 1
P 59 0.010
B 59 9 2
B 59 13 2
B 59 14 2
B 59 15 2
B 59 17 1
B 59 18 1
B 59 21 2
B 59 25 2
B 59 26 1
B 59 28 2
B 59 29 1
B 59 30 1
B 59 32 1
B 59 42 1
B 59 45 2
B 59 49 1
B 59 57 1
B 59 69 1
P 60 0.010
B 60 8 1
B 60 13 1
B 60 14 1
B 60 15 1
B 60 16 1
B 60 20 1
B 60 28 1
B 60 31 1
B 60 33 1
B 60 37 1
B 60 42 1
B 60 45 1
B 60 49 2
B 60 54 1
B 60 59 1
B 60 66 2
P 61 0.010
B 61 3 1
B 61 5 1
B 61 8 1
B 61 13 2
B 61 14 1
B 61 15 1
B 61 22 1
B 61 28 1
B 61 29 1
B 61 44 3
B 61 45 4
B 61 54 2
B 61 57 1
P 62 0.010
B 62 2 1
B 62 3 3
B 62 13 1
B 62 14 2
B 62 30 1
B 62 32 1
B 62 34 1
B 62 36 1
B 62 38 1
B 62 39 1
B 62 42 2
B 62 44 3
B 62 45 2
B 62 50 1
B 62 69 2
B 62 70 1
B 62 73 1
P 63 0.010
B 63 1 1
B 63 3 3
B 63 5 1
B 63 14 1
B 63 15 1
B 63 18 1
B 63 20 1
B 63 21 2
B 63 22 1
B 63 24 1
B 63 25 1
B 63 29 1
B 63 31 2
B 63 33 1
B 63 36 1
B 63 37 1
B 63 44 1
B 63 61 1
B 63 62 1
P 64 0.010
B 64 3 1
B 64 5 1
B 64 9 1
B 64 15 2
B 64 16 1
B 64 18 1
B 64 20 1
B 64 22 1
B 64 23 1
B 64 27 1
B 64 31 1
B 64 44 2
B 64 47 1
P 65 0.010
B 65 3 1
B 65 13 1
B 65 14 1
B 65 19 1
B 65 20 1
B 65 21 1
B 65 23 1
B 65 25 1
B 65 26 1
B 65 28 1
B 65 29 1
B 65 31 1
B 65 32 1
B 65 44 1
B 65 45 2
B 65 51 1
B 65 54 1
B 65 56 1
B 65 59 1
B 65 63 1
B 65 64 1
P 66 0.010
B 66 2 2
B 66 3 1
B 66 8 1
B 66 14 1
B 66 16 1
B 66 17 1
B 66 24 2
B 66 28 1
B 66 31 2
B 66 34 2
B 66 36 1
B 66 39 1
B 66 45 1
B 66 53 1
B 66 57 1
B 66 59 1
B 66 70 1
P 67 0.010
B 67 3 2
B 67 13 1
B 67 15 1
B 67 17 1
B 67 18 1
B 67 22 2
B 67 23 2
B 67 26 1
B 67 29 1
B 67 30 1
B 67 31 1
B 67 65 1
B 67 72 2
P 68 0.010
B 68 2 1
B 68 13 3
B 68 14 1
B 68 15 1
B 68 16 2
B 68 20 1
B 68 21 1
B 68 22 1
B 68 23 1
B 68 24 1
B 68 26 1
B 68 27 1
B 68 28 1
B 68 29 1
B 68 32 1
B 68 42 1
B 68 44 1
B 68 45 1
B 68 54 1
B 68 65 1
B 68 71 1
P 69 0.010
B 69 3 1
B 69 7 1
B 69 15 1
B 69 16 2
B 69 21 1
B 69 27 1
B 69 28 1
B 69 30 1
B 69 32 1
B 69 33 1
B 69 38 1
B 69 44 1
B 69 45 1
B 69 46 1
B 69 50 1
B 69 52 1
B 69 54 1
B 69 60 1
B 69 65 1
P 70 0.010
B 70 3 1
B 70 5 1
B 70 8 1
B 70 13 1
B 70 14 3
B 70 15 1
B 70 18 1
B 70 20 1
B 70 21 1
B 70 22 1
B 70 27 1
B 70 29 1
B 70 36 2
B 70 38 1
B 70 42 2
B 70 45 1
B 70 53 3
B 70 56 1
B 70 59 1
B 70 60 1
B 70 61 1
B 70 66 1
B 70 68 1
B 70 70 2
B 70 72 1
P 71 0.010
B 71 13 1
B 71 14 2
B 71 15 2
B 71 18 2
B 71 21 1
B 71 22 1
B 71 27 2
B 71 31 1
B 71 37 1
B 71 55 1
B 71 56 1
P 72 0.010
B 72 1 3
B 72 2 2
B 72 8 1
B 72 14 2
B 72 15 2
B 72 17 1
B 72 21 1
B 72 22 1
B 72 26 1
B 72 30 1
B 72 33 1
B 72 36 1
B 72 71 1
P 73 0.010
B 73 2 1
B 73 16 1
B 73 17 1
B 73 18 2
B 73 22 2
B 73 28 1
B 73 36 1
B 73 38 1
B 73 40 1
B 73 42 1
B 73 43 1
B 73 44 1
B 73 58 1
B 73 61 1
B 73 70 1
B 73 72 1
P 74 0.010
B 74 2 2
B 74 5 1
B 74 8 1
B 74 18 2
B 74 22 2
B 74 26 1
B 74 27 1
B 74 37 1
B 74 42 1
B 74 43 1
B 74 44 1
B 74 60 1
P 75 0.010
B 75 3 1
B 75 8 1
B 75 13 1
B 75 17 2
B 75 32 1
B 75 36 1
B 75 54 1
B 75 57 1
B 75 61 1
B 75 66 1
B 75 72 1
P 76 0.010
B 76 1 1
B 76 9 1
B 76 13 1
B 76 21 1
B 76 23 1
B 76 25 1
B 76 26 1
B 76 29 1
B 76 30 1
B 76 44 1
B 76 45 1
B 76 61 1
B 76 66 1
B 76 68 1
P 77 0.010
B 77 2 1
B 77 3 2
B 77 13 1
B 77 15 1
B 77 16 1
B 77 23 1
B 77 26 1
B 77 27 2
B 77 28 1
B 77 32 1
B 77 33 1
B 77 34 1
B 77 36 1
B 77 40 1
B 77 42 2
B 77 44 1
B 77 48 1
B 77 57 1
B 77 70 2
B 77 73 1
P 78 0.010
B 78 1 1
B 78 2 1
B 78 3 2
B 78 8 1
B 78 18 1
B 78 21 1
B 78 23 1
B 78 24 1
B 78 27 1
B 78 30 1
B 78 32 1
B 78 42 2
B 78 43 1
B 78 44 2
B 78 56 1
B 78 69 1
P 79 0.010
B 79 3 1
B 79 8 1
B 79 15 2
B 79 22 1
B 79 23 1
B 79 26 3
B 79 27 1
B 79 28 1
B 79 41 1
B 79 44 1
B 79 45 1
B 79 72 1
P 80 0.010
B 80 2 1
B 80 3 1
B 80 15 2
B 80 16 1
B 80 17 2
B 80 20 1
B 80 22 1
B 80 23 2
B 80 24 1
B 80 25 1
B 80 28 1
B 80 33 1
B 80 72 1
P 81 0.010
B 81 2 1
B 81 3 1
B 81 14 1
B 81 16 1
B 81 18 1
B 81 21 1
B 81 23 1
B 81 26 2
B 81 31 1
B 81 32 3
B 81 39 1
B 81 42 1
B 81 43 1
B 81 49 1
B 81 55 1
B 81 62 1
B 81 63 1
P 82 0.010
B 82 3 3
B 82 16 1
B 82 17 1
B 82 18 1
B 82 24 1
B 82 25 1
B 82 30 2
B 82 33 1
B 82 36 1
B 82 44 1
B 82 52 1
B 82 53 1
B 82 60 1
B 82 68 1
B 82 70 1
B 82 72 1
P 83 0.010
B 83 0 1
B 83 2 2
B 83 3 1
B 83 10 1
B 83 14 1
B 83 15 1
B 83 17 1
B 83 23 1
B 83 27 1
B 83 31 1
B 83 33 1
B 83 45 1
B 83 63 1
B 83 66 2
B 83 69 1
P 84 0.010
B 84 3 1
B 84 5 1
B 84 8 2
B 84 14 1
B 84 31 1
B 84 33 1
B 84 44 1
B 84 57 2
P 85 0.010
B 85 1 1
B 85 3 2
B 85 12 1
B 85 14 1
B 85 15 2
B 85 18 1
B 85 21 1
B 85 22 1
B 85 26 1
B 85 27 1
B 85 28 1
B 85 31 1
B 85 32 2
B 85 36 1
B 85 41 1
B 85 44 1
B 85 45 3
B 85 49 1
B 85 51 1
B 85 68 1
P 86 0.010
B 86 2 1
B 86 13 4
B 86 15 1
B 86 20 1
B 86 22 1
B 86 24 1
B 86 28 1
B 86 29 1
B 86 42 1
B 86 58 1
B 86 61 1
B 86 68 1
P 87 0.010
B 87 1 1
B 87 3 1
B 87 5 1
B 87 8 1
B 87 14 2
B 87 16 1
B 87 18 2
B 87 26 1
B 87 28 1
B 87 29 1
B 87 31 1
B 87 37 1
B 87 70 1
P 88 0.010
B 88 2 2
B 88 3 1
B 88 15 3
B 88 17 1
B 88 18 1
B 88 20 1
B 88 21 1
B 88 22 2
B 88 25 1
B 88 28 2
B 88 30 2
B 88 31 1
B 88 34 1
B 88 38 1
B 88 44 1
B 88 55 1
B 88 56 1
B 88 59 1
B 88 68 1
P 89 0.010
B 89 8 1
B 89 13 1
B 89 14 1
B 89 15 1
B 89 17 1
B 89 25 1
B 89 26 1
B 89 27 1
B 89 31 1
B 89 35 1
B 89 42 1
B 89 44 2
B 89 56 1
B 89 59 1
B 89 60 1
B 89 68 1
B 89 72 1
P 90 0.010
B 90 2 1
B 90 11 1
B 90 13 1
B 90 15 1
B 90 16 1
B 90 18 1
B 90 24 1
B 90 25 1
B 90 27 2
B 90 28 1
B 90 29 1
B 90 31 3
B 90 34 1
B 90 44 2
B 90 45 1
B 90 52 1
B 90 55 1
P 91 0.010
B 91 3 1
B 91 5 1
B 91 18 1
B 91 20 1
B 91 22 1
B 91 25 1
B 91 26 1
B 91 27 2
B 91 30 1
B 91 31 2
B 91 49 1
B 91 51 1
B 91 53 2
B 91 59 1
B 91 68 1
P 92 0.010
B 92 13 2
B 92 21 1
B 92 23 1
B 92 28 1
B 92 29 1
B 92 30 1
B 92 33 1
B 92 34 1
B 92 41 1
B 92 43 1
B 92 59 1
B 92 60 1
B 92 69 2
P 93 0.010
B 93 13 1
B 93 14 1
B 93 15 1
B 93 16 1
B 93 17 1
B 93 18 1
B 93 27 1
B 93 28 2
B 93 30 2
B 93 32 1
B 93 35 1
B 93 42 1
B 93 43 1
B 93 59 1
B 93 72 2
P 94 0.010
B 94 0 1
B 94 2 1
B 94 13 1
B 94 15 1
B 94 17 1
B 94 20 1
B 94 28 1
B 94 29 2
B 94 30 1
B 94 42 1
B 94 45 1
B 94 57 1
B 94 70 1
P 95 0.010
B 95 2 1
B 95 18 2
B 95 21 1
B 95 22 1
B 95 23 1
B 95 26 1
B 95 29 1
B 95 31 1
B 95 45 2
B 95 49 2
B 95 66 1
P 96 0.010
B 96 2 1
B 96 17 1
B 96 18 2
B 96 20 1
B 96 23 1
B 96 27 1
B 96 31 1
B 96 36 1
B 96 41 1
B 96 45 1
B 96 50 1
B 96 55 1
B 96 56 1
P 97 0.010
B 97 3 1
B 97 8 1
B 97 11 1
B 97 15 1
B 97 18 2
B 97 20 1
B 97 21 2
B 97 27 1
B 97 37 1
B 97 42 1
B 97 44 1
B 97 45 1
B 97 49 1
B 97 69 1
P 98 0.010
B 98 13 1
B 98 24 1
B 98 28 1
B 98 29 1
B 98 30 1
B 98 44 1
B 98 69 1
P 99 0.010
B 99 1 1
B 99 2 2
B 99 3 1
B 99 16 1
B 99 20 1
B 99 23 1
B 99 27 1
B 99 28 1
B 99 31 1
B 99 45 1
B 99 49 2
