100
P 0 0.010
B 24 56 1
B 24 60 1
P 25 0.010
B 25 21 1
B 25 22 1
B 25 27 2
B 25 30 1
B 25 42 1
B 25 44 3
B 25 53 1
B 25 68 1
B 25 73 1
P 26 0.010
B 26 0 1
B 26 8 1
B 26 11 1
B 26 14 1
B 26 17 1
B 26 18 1
B 26 25 1
B 26 26 1
B 26 42 2
B 26 59 1
B 26 70 1
P 27 0.010
B 27 3 1
B 27 13 2
B 27 14 1
B 27 15 1
B 27 17 1
B 27 18 3
B 27 22 1
B 27 26 1
B 27 31 2
B 27 32 1
B 27 35 1
B 27 36 1
B 27 37 1
B 27 42 1
B 27 43 2
B 27 45 1
B 27 49 1
B 27 50 1
B 27 59 1
P 28 0.010
B 28 14 1
B 28 18 1
B 28 24 1
B 28 27 1
B 28 31 1
B 28 33 1
B 28 37 1
B 28 45 1
B 28 53 1
B 28 63 2
P 29 0.010
B 29 2 1
B 29 13 2
B 29 25 1
B 29 28 1
B 29 44 1
B 29 49 1
B 29 57 1
B 29 72 1
P 30 0.010
B 30 1 1
B 30 13 1
B 30 14 2
B 30 22 2
B 30 23 1
B 30 26 2
B 30 44 1
B 30 52 1
B 30 58 1
P 31 0.010
B 31 3 1
B 31 13 3
B 31 17 1
B 31 24 1
B 31 25 1
B 31 28 1
B 31 32 1
B 31 34 1
B 31 42 1
B 31 72 1
P 32 0.010
B 32 8 1
B 32 15 1
B 32 16 1
B 32 18 1
B 32 20 1
B 32 21 2
B 32 23 1
B 32 26 1
B 32 28 1
B 32 33 1
B 32 45 1
B 32 51 1
B 32 53 1
B 32 57 2
B 32 59 1
B 32 73 1
P 33 0.010
B 33 23 1
B 33 27 1
B 33 29 1
B 33 33 1
B 33 34 1
B 33 44 1
P 34 0.010
B 34 2 2
B 34 3 1
B 34 5 2
B 34 16 1
B 34 18 1
B 34 21 1
B 34 22 1
B 34 23 1
B 34 29 1
B 34 30 1
B 34 31 1
B 34 32 1
B 34 53 1
B 34 59 1
B 34 72 1
P 35 0.010
B 35 3 1
B 35 8 1
B 35 16 2
B 35 17 1
B 35 18 1
B 35 20 2
B 35 23 1
B 35 45 2
B 35 48 1
B 35 69 1
P 36 0.010
B 36 13 2
B 36 14 2
B 36 15 1
B 36 17 2
B 36 21 1
B 36 23 1
B 36 36 1
B 36 42 2
B 36 45 2
B 36 59 1
B 36 62 1
B 36 73 1
P 37 0.010
B 37 14 2
B 37 24 1
B 37 30 1
B 37 41 1
B 37 42 1
B 37 57 1
B 37 68 1
P 38 0.010
B 38 13 1
B 38 44 1
B 38 45 1
B 38 52 1
B 38 57 1
P 39 0.010
B 39 14 1
B 39 15 3
B 39 27 2
B 39 31 1
B 39 44 2
B 39 48 1
B 39 55 1
B 39 60 1
P 40 0.010
B 40 0 1
B 40 1 1
B 40 3 1
B 40 13 1
B 40 15 1
B 40 20 1
B 40 21 2
B 40 26 2
B 40 27 1
B 40 28 1
B 40 29 1
B 40 33 1
B 40 53 1
B 40 57 1
B 40 60 1
P 41 0.010
B 41 0 1
B 41 14 1
B 41 18 1
B 41 23 1
B 41 25 1
B 41 26 1
B 41 33 1
B 41 36 1
B 41 42 1
B 41 44 1
B 41 45 1
B 41 53 1
B 41 58 1
B 41 70 1
P 42 0.010
B 42 8 1
B 42 13 2
B 42 15 1
B 42 16 1
B 42 17 1
B 42 18 2
B 42 33 1
B 42 39 1
B 42 45 2
B 42 50 1
B 42 51 1
B 42 57 1
B 42 73 1
P 43 0.010
B 43 1 1
B 43 11 1
B 43 13 2
B 43 15 3
B 43 17 1
B 43 21 1
B 43 23 1
B 43 29 1
B 43 31 2
B 43 42 1
B 43 44 1
B 43 57 1
B 43 66 1
P 44 0.010
B 44 3 1
B 44 13 1
B 44 14 1
B 44 16 2
B 44 18 1
B 44 29 1
B 44 44 1
B 44 51 1
B 44 59 1
P 45 0.010
B 45 2 1
B 45 3 2
B 45 13 1
B 45 14 1
B 45 15 1
B 45 32 2
B 45 33 1
B 45 42 1
B 45 60 2
B 45 65 1
B 45 70 1
P 46 0.010
B 46 2 1
B 46 13 1
B 46 15 1
B 46 22 1
B 46 23 2
B 46 36 2
B 46 37 1
B 46 42 1
B 46 57 1
B 46 65 1
P 47 0.010
B 47 3 1
B 47 17 1
B 47 21 1
B 47 23 1
B 47 26 1
B 47 30 1
B 47 41 1
B 47 42 1
B 47 50 1
B 47 69 1
B 47 70 1
B 47 71 1
P 48 0.010
B 48 0 1
B 48 2 1
B 48 3 1
B 48 13 1
B 48 15 1
B 48 20 1
B 48 22 1
B 48 24 1
B 48 26 1
B 48 27 1
B 48 32 2
B 48 36 1
B 48 42 1
B 48 43 1
B 48 44 1
B 48 51 1
P 49 0.010
B 49 15 2
B 49 23 1
B 49 32 1
B 49 43 1
B 49 44 1
B 49 57 1
B 49 70 1
P 50 0.010
B 50 2 2
B 50 13 2
B 50 15 2
B 50 18 1
B 50 21 1
B 50 25 1
B 50 31 1
B 50 32 1
B 50 33 1
B 50 34 1
B 50 42 1
B 50 44 1
B 50 50 1
B 50 55 1
B 50 57 2
B 50 66 1
B 50 69 1
P 51 0.010
B 51 13 2
B 51 14 1
B 51 17 1
B 51 23 1
B 51 30 1
B 51 33 1
B 51 35 1
B 51 36 1
B 51 72 1
P 52 0.010
B 52 13 2
B 52 20 1
B 52 21 1
B 52 30 1
B 52 32 1
B 52 45 1
B 52 46 1
B 52 60 1
B 52 66 1
P 53 0.010
B 53 8 1
B 53 13 1
B 53 15 2
B 53 16 1
B 53 18 1
B 53 23 2
B 53 26 1
B 53 28 1
B 53 29 2
B 53 32 1
B 53 34 1
B 53 36 2
B 53 45 1
B 53 60 1
B 53 63 1
P 54 0.010
B 54 2 1
B 54 8 1
B 54 14 1
B 54 16 1
B 54 26 1
B 54 32 1
B 54 33 1
B 54 36 1
B 54 47 1
B 54 59 1
B 54 65 1
B 54 66 1
B 54 70 1
P 55 0.010
B 55 2 2
B 55 18 1
B 55 21 1
B 55 22 1
B 55 23 1
B 55 28 1
B 55 31 1
B 55 32 1
B 55 45 1
B 55 55 1
B 55 72 1
P 56 0.010
B 56 13 1
B 56 14 1
B 56 15 1
B 56 17 1
B 56 21 1
B 56 23 1
B 56 28 1
B 56 29 2
B 56 42 1
B 56 49 1
P 57 0.010
B 57 2 1
B 57 8 1
B 57 9 1
B 57 14 1
B 57 15 1
B 57 19 1
B 57 28 2
B 57 29 1
B 57 30 1
B 57 36 1
B 57 42 1
B 57 43 1
B 57 49 1
B 57 50 1
B 57 52 1
B 57 57 1
B 57 61 1
B 57 66 1
P 58 0.010
B 58 2 1
B 58 13 1
B 58 15 2
B 58 20 1
B 58 23 2
B 58 25 1
B 58 26 1
B 58 30 2
B 58 33 1
B 58 42 1
B 58 45 1
B 58 59 1
P 59 0.010
B 59 3 1
B 59 26 1
B 59 33 1
B 59 42 1
B 59 44 1
P 60 0.010
B 60 13 1
B 60 15 2
B 60 31 1
B 60 36 1
B 60 60 1
B 60 61 1
P 61 0.010
B 61 0 1
B 61 3 1
B 61 15 2
B 61 22 1
B 61 26 1
B 61 27 1
B 61 32 1
B 61 44 1
B 61 45 1
B 61 49 1
B 61 72 1
P 62 0.010
B 62 2 1
B 62 15 2
B 62 17 1
B 62 23 1
B 62 31 1
B 62 42 1
B 62 44 1
B 62 45 3
B 62 55 1
B 62 57 1
P 63 0.010
B 63 3 1
B 63 12 1
B 63 26 1
B 63 30 2
B 63 32 2
B 63 42 1
B 63 49 1
B 63 53 1
B 63 70 1
P 64 0.010
B 64 2 1
B 64 15 2
B 64 18 1
B 64 26 1
B 64 27 1
B 64 32 1
B 64 49 1
B 64 53 2
B 64 59 1
B 64 72 1
P 65 0.010
B 65 13 1
B 65 15 1
B 65 16 1
B 65 18 3
B 65 28 1
B 65 29 1
B 65 42 1
B 65 49 1
B 65 73 1
P 66 0.010
B 66 0 1
B 66 13 1
B 66 14 1
B 66 15 2
B 66 27 1
B 66 28 1
B 66 49 1
P 67 0.010
B 67 2 1
B 67 3 1
B 67 21 1
B 67 28 1
B 67 31 1
B 67 42 1
B 67 44 2
B 67 45 1
B 67 57 2
P 68 0.010
B 68 0 1
B 68 3 1
B 68 10 1
B 68 13 1
B 68 16 1
B 68 29 1
B 68 32 1
B 68 44 1
P 69 0.010
B 69 8 1
B 69 14 1
B 69 15 1
B 69 16 1
B 69 20 1
B 69 29 1
B 69 32 1
B 69 42 1
B 69 67 1
P 70 0.010
B 70 2 2
B 70 3 1
B 70 5 1
B 70 13 1
B 70 16 1
B 70 18 1
B 70 20 1
B 70 24 1
B 70 27 2
B 70 31 1
B 70 33 1
B 70 36 1
B 70 40 1
B 70 44 1
B 70 45 2
B 70 57 1
B 70 65 1
P 71 0.010
B 71 2 1
B 71 3 1
B 71 5 1
B 71 8 2
B 71 13 1
B 71 15 1
B 71 32 2
B 71 45 1
B 71 49 2
B 71 52 1
B 71 71 1
P 72 0.010
B 72 2 2
B 72 3 4
B 72 20 1
B 72 22 1
B 72 23 2
B 72 26 1
B 72 27 1
B 72 29 1
B 72 31 1
B 72 32 2
B 72 33 1
B 72 45 1
B 72 50 1
B 72 61 1
B 72 72 1
P 73 0.010
B 73 1 1
B 73 3 1
B 73 5 1
B 73 13 1
B 73 14 1
B 73 15 1
B 73 18 1
B 73 21 1
B 73 28 1
B 73 29 1
B 73 31 1
B 73 32 1
B 73 42 3
B 73 45 3
B 73 60 1
B 73 61 1
B 73 71 1
B 73 72 1
P 74 0.010
B 74 2 1
B 74 3 2
B 74 4 1
B 74 5 1
B 74 9 1
B 74 16 1
B 74 17 1
B 74 18 1
B 74 22 1
B 74 25 1
B 74 27 1
B 74 32 1
B 74 33 1
B 74 36 1
B 74 41 1
B 74 45 2
B 74 50 1
B 74 55 1
B 74 56 2
B 74 57 1
B 74 59 2
B 74 65 1
B 74 68 1
P 75 0.010
B 75 2 2
B 75 3 1
B 75 5 1
B 75 8 2
B 75 13 1
B 75 14 1
B 75 15 2
B 75 16 1
B 75 18 2
B 75 20 2
B 75 23 1
B 75 26 1
B 75 28 1
B 75 29 1
B 75 32 1
B 75 33 1
B 75 34 1
B 75 44 1
B 75 45 2
B 75 52 2
B 75 55 1
B 75 61 1
B 75 64 1
B 75 65 2
B 75 73 1
P 76 0.010
B 76 2 1
B 76 8 1
B 76 9 1
B 76 13 2
B 76 14 1
B 76 15 2
B 76 16 1
B 76 17 2
B 76 18 1
B 76 21 1
B 76 23 2
B 76 26 2
B 76 30 1
B 76 31 2
B 76 32 1
B 76 42 2
B 76 44 1
B 76 48 1
B 76 50 1
B 76 58 1
B 76 59 1
B 76 68 1
B 76 69 1
P 77 0.010
B 77 1 2
B 77 2 1
B 77 13 2
B 77 14 1
B 77 15 1
B 77 16 1
B 77 18 1
B 77 22 1
B 77 26 2
B 77 30 1
B 77 31 2
B 77 33 1
B 77 36 1
B 77 42 1
B 77 45 2
B 77 49 2
B 77 57 1
B 77 62 1
B 77 64 1
B 77 70 1
P 78 0.010
B 78 13 2
B 78 15 2
B 78 16 2
B 78 18 1
B 78 21 1
B 78 24 1
B 78 29 2
B 78 31 1
B 78 32 2
B 78 33 1
B 78 42 2
B 78 43 2
B 78 45 1
B 78 49 1
B 78 57 1
B 78 59 1
B 78 60 1
B 78 66 1
P 79 0.010
B 79 2 1
B 79 6 1
B 79 8 1
B 79 14 1
B 79 15 1
B 79 18 1
B 79 20 1
B 79 21 1
B 79 29 1
B 79 33 1
B 79 42 1
B 79 44 1
B 79 65 1
B 79 68 1
P 80 0.010
B 80 0 1
B 80 2 1
B 80 6 1
B 80 8 1
B 80 13 2
B 80 14 2
B 80 15 1
B 80 17 1
B 80 22 1
B 80 23 2
B 80 31 2
B 80 36 1
B 80 42 1
B 80 44 1
B 80 50 1
B 80 51 1
B 80 59 1
B 80 60 1
P 81 0.010
B 81 0 1
B 81 8 2
B 81 13 1
B 81 14 3
B 81 15 1
B 81 16 1
B 81 20 1
B 81 23 1
B 81 31 1
B 81 32 1
B 81 45 1
B 81 50 1
B 81 54 1
B 81 61 1
B 81 70 1
B 81 72 1
P 82 0.010
B 82 2 1
B 82 5 1
B 82 13 1
B 82 15 1
B 82 16 2
B 82 18 1
B 82 26 1
B 82 31 1
B 82 32 1
B 82 42 1
B 82 44 1
B 82 45 3
B 82 61 1
B 82 70 1
B 82 72 1
P 83 0.010
B 83 2 1
B 83 8 1
B 83 13 1
B 83 14 1
B 83 15 1
B 83 22 2
B 83 28 1
B 83 29 2
B 83 31 1
B 83 32 1
B 83 33 1
B 83 36 1
B 83 42 2
B 83 45 1
B 83 53 1
B 83 59 1
B 83 68 1
B 83 70 1
P 84 0.010
B 84 8 1
B 84 13 1
B 84 14 1
B 84 15 1
B 84 16 1
B 84 17 1
B 84 20 2
B 84 22 1
B 84 26 1
B 84 28 2
B 84 29 1
B 84 32 1
B 84 33 1
B 84 36 1
B 84 42 1
B 84 70 1
P 85 0.010
B 85 13 2
B 85 14 1
B 85 18 1
B 85 19 1
B 85 22 1
B 85 27 1
B 85 31 2
B 85 42 1
B 85 45 1
B 85 57 1
B 85 66 1
B 85 70 1
P 86 0.010
B 86 3 2
B 86 13 1
B 86 20 1
B 86 23 1
B 86 26 1
B 86 30 1
B 86 32 1
B 86 33 1
B 86 44 1
B 86 48 1
B 86 57 1
B 86 69 1
P 87 0.010
B 87 8 1
B 87 13 1
B 87 14 1
B 87 16 1
B 87 20 1
B 87 22 1
B 87 26 1
B 87 27 2
B 87 29 1
B 87 30 2
B 87 36 1
B 87 43 1
B 87 63 1
P 88 0.010
B 88 2 1
B 88 5 1
B 88 13 1
B 88 14 4
B 88 15 2
B 88 16 1
B 88 18 2
B 88 21 2
B 88 22 1
B 88 23 1
B 88 28 1
B 88 32 1
B 88 33 1
B 88 35 1
B 88 45 1
B 88 52 1
B 88 65 1
B 88 70 1
B 88 72 1
P 89 0.010
B 89 2 1
B 89 13 2
B 89 14 2
B 89 16 1
B 89 19 1
B 89 20 1
B 89 23 1
B 89 27 1
B 89 31 1
B 89 32 2
B 89 43 1
B 89 44 1
B 89 45 2
B 89 49 1
B 89 50 1
B 89 72 1
P 90 0.010
B 90 8 1
B 90 15 3
B 90 18 1
B 90 20 1
B 90 26 2
B 90 27 1
B 90 29 1
B 90 30 2
B 90 31 1
B 90 44 1
B 90 45 1
B 90 55 1
B 90 57 2
P 91 0.010
B 91 2 1
B 91 3 1
B 91 13 1
B 91 17 1
B 91 20 1
B 91 28 1
B 91 31 1
B 91 33 1
B 91 34 1
B 91 42 2
B 91 44 1
B 91 52 1
B 91 71 1
P 92 0.010
B 92 2 1
B 92 8 1
B 92 11 1
B 92 13 1
B 92 14 1
B 92 15 2
B 92 17 1
B 92 18 1
B 92 26 1
B 92 30 1
B 92 33 1
B 92 37 1
B 92 42 2
B 92 45 1
B 92 59 1
B 92 70 1
B 92 72 1
P 93 0.010
B 93 1 1
B 93 8 1
B 93 13 1
B 93 14 2
B 93 16 2
B 93 17 1
B 93 21 2
B 93 22 1
B 93 26 1
B 93 27 1
B 93 28 1
B 93 29 1
B 93 32 1
B 93 36 1
B 93 38 2
B 93 42 1
B 93 43 2
B 93 44 1
B 93 72 1
P 94 0.010
B 94 2 1
B 94 8 2
B 94 13 2
B 94 14 3
B 94 16 1
B 94 18 1
B 94 23 1
B 94 25 2
B 94 29 1
B 94 31 1
B 94 32 1
B 94 44 1
B 94 50 1
B 94 60 1
P 95 0.010
B 95 0 1
B 95 8 3
B 95 15 1
B 95 18 2
B 95 26 2
B 95 28 1
B 95 31 2
B 95 32 1
B 95 33 1
B 95 57 1
B 95 70 1
P 96 0.010
B 96 3 2
B 96 5 1
B 96 10 1
B 96 14 2
B 96 15 1
B 96 17 1
B 96 21 1
B 96 22 1
B 96 29 1
B 96 33 1
B 96 36 1
B 96 44 2
B 96 45 2
B 96 49 1
B 96 54 1
B 96 59 1
P 97 0.010
B 97 1 1
B 97 2 3
B 97 31 1
B 97 36 1
B 97 42 1
B 97 45 1
B 97 49 2
B 97 59 1
B 97 63 1
P 98 0.010
B 98 0 1
B 98 8 1
B 98 13 1
B 98 14 1
B 98 15 1
B 98 16 1
B 98 17 2
B 98 21 1
B 98 28 1
B 98 29 1
B 98 49 1
B 98 52 1
B 98 53 1
B 98 58 1
P 99 0.010
B 99 0 1
B 99 3 1
B 99 8 1
B 99 14 1
B 99 15 2
B 99 16 1
B 99 18 1
B 99 20 1
B 99 22 1
B 99 29 1
B 99 32 1
B 99 44 4
B 99 45 1
B 99 65 1
B 99 72 1
