50
P 0 0.020
B 0 234 1
B 0 236 2
B 0 239 2
B 0 240 1
B 0 241 1
B 0 242 2
B 0 243 3
B 0 245 1
B 0 246 1
B 0 248 3
B 0 249 3
B 0 250 3
B 0 251 1
B 0 253 4
B 0 254 2
B 0 255 4
B 0 256 3
B 0 257 1
B 0 258 2
B 0 259 1
B 0 261 1
B 0 262 3
B 0 263 1
B 0 264 1
B 0 267 1
B 0 268 1
B 0 270 2
B 0 272 1
B 0 274 1
B 0 275 1
B 0 276 2
B 0 277 6
B 0 278 2
B 0 279 1
B 0 280 2
B 0 282 1
B 0 286 2
B 0 289 2
B 0 291 1
B 0 292 1
B 0 293 1
B 0 294 2
B 0 296 1
B 0 297 1
B 0 298 1
B 0 299 1
B 0 301 1
B 0 304 1
B 0 308 2
B 0 314 1
B 0 316 1
B 0 317 1
B 0 318 1
B 0 323 1
B 0 324 2
B 0 327 1
B 0 328 2
B 0 329 1
B 0 331 1
B 0 332 1
B 0 333 1
B 0 337 1
B 0 338 1
B 0 345 1
B 0 346 1
B 0 348 1
B 0 349 1
B 0 352 2
B 0 353 3
B 0 354 1
B 0 359 2
B 0 362 1
B 0 371 1
B 0 373 1
B 0 376 1
B 0 378 1
B 0 380 1
B 0 384 1
B 0 385 1
B 0 386 2
B 0 387 1
B 0 388 1
B 0 389 1
B 0 390 1
B 0 391 1
B 0 396 2
B 0 400 2
B 0 403 1
B 0 404 1
B 0 405 2
B 0 406 1
B 0 409 1
B 0 411 1
B 0 413 1
B 0 414 1
B 0 416 2
B 0 417 1
B 0 418 1
B 0 420 4
B 0 422 1
B 0 424 2
B 0 426 1
B 0 428 1
B 0 429 1
B 0 430 1
B 0 431 1
B 0 433 1
B 0 438 4
B 0 440 2
B 0 444 1
B 0 446 1
B 0 450 4
B 0 454 2
B 0 457 2
B 0 460 4
B 0 461 2
B 0 464 1
B 0 466 1
B 0 474 1
B 0 476 1
B 0 481 2
B 0 482 1
B 0 483 1
B 0 484 1
B 0 485 1
B 0 487 1
B 0 493 1
B 0 496 2
B 0 500 2
B 0 501 1
B 0 502 1
B 0 503 1
B 0 504 1
B 0 510 1
B 0 513 1
B 0 521 2
B 0 523 1
B 0 531 1
B 0 532 1
B 0 541 3
B 0 544 1
B 0 548 1
P 1 0.020
B 1 6 1
B 1 16 1
B 1 18 3
B 1 21 2
B 1 26 2
B 1 41 1
B 1 47 1
B 1 50 1
B 1 53 2
B 1 54 2
B 1 56 1
B 1 61 1
B 1 64 1
B 1 69 1
B 1 72 1
B 1 73 1
B 1 74 1
B 1 75 2
B 1 81 1
B 1 90 1
B 1 98 1
B 1 100 1
B 1 102 1
B 1 104 1
B 1 108 1
B 1 111 1
B 1 114 1
B 1 119 1
B 1 122 1
B 1 138 1
B 1 144 1
B 1 146 1
B 1 156 1
B 1 160 2
B 1 161 1
B 1 163 1
B 1 179 2
B 1 181 1
B 1 184 1
B 1 190 2
B 1 191 1
B 1 193 2
B 1 194 1
B 1 196 1
B 1 202 2
B 1 203 1
B 1 204 1
B 1 205 2
B 1 207 1
B 1 209 1
B 1 212 1
B 1 216 1
B 1 217 1
B 1 218 1
B 1 228 1
B 1 230 1
B 1 237 1
B 1 240 1
B 1 241 1
B 1 243 1
B 1 244 1
B 1 252 1
B 1 254 3
B 1 256 1
B 1 258 1
B 1 264 1
B 1 269 1
B 1 276 1
B 1 278 1
B 1 279 2
B 1 282 2
B 1 284 1
B 1 299 2
B 1 302 1
B 1 306 2
B 1 309 1
B 1 311 1
B 1 322 1
B 1 325 1
B 1 337 1
B 1 341 2
B 1 344 1
B 1 346 1
B 1 357 1
B 1 371 1
B 1 373 2
B 1 375 1
B 1 379 1
B 1 390 2
B 1 394 1
B 1 406 1
B 1 420 1
B 1 426 1
B 1 428 1
B 1 438 3
B 1 453 1
B 1 455 1
B 1 461 1
B 1 467 1
B 1 485 1
B 1 487 1
B 1 502 1
B 1 503 1
B 1 512 1
B 1 513 1
P 2 0.020
B 2 3 1
B 2 5 1
B 2 11 1
B 2 17 1
B 2 20 2
B 2 23 1
B 2 38 2
B 2 39 1
B 2 43 1
B 2 44 1
B 2 46 2
B 2 54 1
B 2 55 1
B 2 56 2
B 2 67 1
B 2 69 1
B 2 76 4
B 2 77 2
B 2 78 1
B 2 81 1
B 2 83 1
B 2 84 1
B 2 86 1
B 2 90 1
B 2 92 1
B 2 100 2
B 2 105 1
B 2 108 1
B 2 121 1
B 2 124 1
B 2 126 1
B 2 127 1
B 2 128 1
B 2 129 1
B 2 131 1
B 2 133 1
B 2 134 1
B 2 137 1
B 2 140 1
B 2 146 1
B 2 148 3
B 2 168 1
B 2 176 1
B 2 185 1
B 2 188 1
B 2 189 1
B 2 191 3
B 2 192 2
B 2 196 1
B 2 198 1
B 2 204 1
B 2 205 1
B 2 206 1
B 2 208 1
B 2 214 1
B 2 217 1
B 2 219 1
B 2 226 1
B 2 227 1
B 2 230 1
B 2 232 1
B 2 234 1
B 2 238 1
B 2 241 1
B 2 242 1
B 2 245 1
B 2 249 1
B 2 250 1
B 2 251 1
B 2 253 1
B 2 255 1
B 2 258 1
B 2 262 1
B 2 264 1
B 2 271 1
B 2 273 1
B 2 277 1
B 2 278 1
B 2 280 1
B 2 283 1
B 2 296 1
B 2 299 1
B 2 309 1
B 2 314 1
B 2 323 2
B 2 325 1
B 2 328 1
B 2 329 2
B 2 332 1
B 2 345 1
B 2 357 1
B 2 374 1
B 2 375 1
B 2 379 1
B 2 381 1
B 2 389 1
B 2 410 1
B 2 423 1
B 2 426 1
B 2 427 1
B 2 431 1
B 2 438 1
B 2 451 1
B 2 454 1
B 2 457 2
B 2 470 1
B 2 488 1
B 2 495 1
B 2 500 1
B 2 525 1
B 2 541 3
B 2 543 1
B 2 545 1
P 3 0.020
B 3 8 1
B 3 12 1
B 3 19 1
B 3 22 1
B 3 24 1
B 3 39 1
B 3 41 3
B 3 42 1
B 3 46 1
B 3 51 1
B 3 53 1
B 3 54 1
B 3 55 1
B 3 60 1
B 3 62 1
B 3 64 1
B 3 67 1
B 3 68 1
B 3 70 1
B 3 72 2
B 3 74 1
B 3 77 1
B 3 79 1
B 3 83 1
B 3 85 3
B 3 86 1
B 3 93 2
B 3 101 1
B 3 105 1
B 3 119 1
B 3 121 2
B 3 123 1
B 3 127 1
B 3 129 1
B 3 131 2
B 3 132 1
B 3 135 1
B 3 136 1
B 3 137 1
B 3 141 1
B 3 142 2
B 3 145 1
B 3 155 2
B 3 159 1
B 3 160 1
B 3 163 1
B 3 183 2
B 3 197 1
B 3 198 1
B 3 203 1
B 3 211 1
B 3 214 2
B 3 221 1
B 3 225 1
B 3 227 1
B 3 228 1
B 3 234 1
B 3 237 1
B 3 239 2
B 3 241 2
B 3 246 1
B 3 250 2
B 3 252 1
B 3 258 1
B 3 262 2
B 3 266 1
B 3 273 1
B 3 276 1
B 3 279 1
B 3 293 3
B 3 300 2
B 3 303 1
B 3 304 1
B 3 305 1
B 3 306 1
B 3 308 1
B 3 312 1
B 3 314 1
B 3 324 1
B 3 333 1
B 3 337 1
B 3 341 1
B 3 348 1
B 3 353 1
B 3 354 1
B 3 361 1
B 3 370 1
B 3 371 1
B 3 378 1
B 3 382 1
B 3 389 3
B 3 409 1
B 3 410 1
B 3 412 1
B 3 423 1
B 3 427 1
B 3 434 1
B 3 437 1
B 3 454 1
B 3 457 1
B 3 461 1
B 3 470 3
B 3 472 1
B 3 473 2
B 3 475 1
B 3 484 1
B 3 521 1
B 3 548 1
P 4 0.020
B 4 17 1
B 4 18 1
B 4 26 1
B 4 27 1
B 4 37 1
B 4 42 1
B 4 47 1
B 4 55 1
B 4 60 3
B 4 61 1
B 4 62 1
B 4 70 1
B 4 71 1
B 4 72 1
B 4 74 1
B 4 75 2
B 4 77 1
B 4 78 1
B 4 82 1
B 4 89 1
B 4 91 1
B 4 98 1
B 4 105 1
B 4 118 1
B 4 122 2
B 4 133 1
B 4 136 1
B 4 148 1
B 4 154 1
B 4 158 2
B 4 160 2
B 4 163 1
B 4 177 2
B 4 181 2
B 4 187 1
B 4 188 1
B 4 192 2
B 4 207 1
B 4 213 2
B 4 215 1
B 4 224 2
B 4 227 2
B 4 242 1
B 4 244 1
B 4 246 2
B 4 251 1
B 4 252 1
B 4 255 1
B 4 257 2
B 4 258 2
B 4 262 3
B 4 277 1
B 4 287 2
B 4 294 1
B 4 297 1
B 4 303 1
B 4 310 1
B 4 314 1
B 4 315 1
B 4 325 1
B 4 331 1
B 4 343 1
B 4 345 1
B 4 352 1
B 4 358 1
B 4 367 1
B 4 368 1
B 4 370 1
B 4 371 1
B 4 373 1
B 4 375 1
B 4 379 1
B 4 382 1
B 4 387 1
B 4 392 1
B 4 394 1
B 4 417 1
B 4 418 2
B 4 419 1
B 4 427 3
B 4 454 1
B 4 455 1
B 4 457 2
B 4 462 1
B 4 483 1
B 4 490 1
B 4 493 1
B 4 500 1
B 4 501 1
B 4 518 1
B 4 539 1
B 4 540 1
B 4 548 1
P 5 0.020
B 5 5 2
B 5 7 1
B 5 17 1
B 5 19 1
B 5 24 2
B 5 25 1
B 5 38 1
B 5 42 1
B 5 43 1
B 5 44 1
B 5 47 1
B 5 49 2
B 5 53 1
B 5 55 2
B 5 69 1
B 5 70 1
B 5 71 1
B 5 73 1
B 5 83 1
B 5 91 1
B 5 92 1
B 5 103 2
B 5 106 1
B 5 118 1
B 5 119 1
B 5 128 4
B 5 131 1
B 5 133 1
B 5 137 1
B 5 151 1
B 5 155 1
B 5 158 1
B 5 175 1
B 5 177 1
B 5 179 1
B 5 185 1
B 5 186 1
B 5 187 1
B 5 188 1
B 5 192 3
B 5 194 2
B 5 198 2
B 5 199 1
B 5 205 3
B 5 208 1
B 5 211 3
B 5 212 1
B 5 213 1
B 5 217 1
B 5 219 1
B 5 221 2
B 5 222 1
B 5 227 1
B 5 233 1
B 5 234 1
B 5 238 1
B 5 242 2
B 5 244 1
B 5 249 1
B 5 251 1
B 5 254 1
B 5 255 1
B 5 257 1
B 5 258 1
B 5 264 1
B 5 277 1
B 5 278 2
B 5 286 1
B 5 288 1
B 5 294 3
B 5 296 2
B 5 300 1
B 5 310 1
B 5 318 1
B 5 323 1
B 5 325 1
B 5 327 1
B 5 337 2
B 5 353 1
B 5 355 1
B 5 356 1
B 5 366 1
B 5 370 2
B 5 384 1
B 5 388 1
B 5 396 1
B 5 403 1
B 5 404 2
B 5 405 1
B 5 414 1
B 5 417 1
B 5 418 1
B 5 422 1
B 5 423 1
B 5 426 1
B 5 428 1
B 5 438 1
B 5 440 2
B 5 450 1
B 5 454 1
B 5 457 1
B 5 475 1
B 5 481 1
B 5 484 1
B 5 487 1
B 5 494 2
B 5 496 1
B 5 500 1
B 5 501 1
B 5 525 1
B 5 530 1
B 5 532 1
P 6 0.020
B 6 5 1
B 6 9 1
B 6 18 1
B 6 38 1
B 6 45 1
B 6 50 1
B 6 51 1
B 6 57 2
B 6 62 2
B 6 64 1
B 6 65 1
B 6 71 1
B 6 72 1
B 6 77 1
B 6 90 2
B 6 91 1
B 6 93 2
B 6 99 2
B 6 100 2
B 6 114 1
B 6 129 1
B 6 137 1
B 6 144 3
B 6 153 1
B 6 154 1
B 6 174 1
B 6 176 1
B 6 177 2
B 6 182 1
B 6 184 1
B 6 188 1
B 6 197 1
B 6 199 1
B 6 202 1
B 6 203 2
B 6 204 1
B 6 208 1
B 6 210 1
B 6 215 2
B 6 218 1
B 6 219 2
B 6 226 1
B 6 227 1
B 6 234 1
B 6 236 1
B 6 244 1
B 6 246 1
B 6 247 1
B 6 249 1
B 6 250 1
B 6 251 2
B 6 253 1
B 6 254 2
B 6 258 1
B 6 279 1
B 6 287 1
B 6 288 1
B 6 293 1
B 6 294 3
B 6 296 1
B 6 315 1
B 6 317 1
B 6 321 1
B 6 324 1
B 6 343 1
B 6 372 2
B 6 377 1
B 6 380 1
B 6 403 1
B 6 406 2
B 6 409 2
B 6 426 1
B 6 432 1
B 6 434 1
B 6 438 1
B 6 440 1
B 6 450 1
B 6 457 1
B 6 458 2
B 6 460 2
B 6 462 1
B 6 464 1
B 6 470 2
B 6 473 1
B 6 480 1
B 6 501 1
B 6 502 1
B 6 521 1
B 6 525 1
B 6 545 1
P 7 0.020
B 7 0 1
B 7 8 1
B 7 16 1
B 7 29 2
B 7 32 1
B 7 38 1
B 7 41 1
B 7 44 1
B 7 46 1
B 7 47 1
B 7 54 2
B 7 55 1
B 7 64 2
B 7 68 1
B 7 69 1
B 7 70 2
B 7 72 1
B 7 76 1
B 7 82 1
B 7 85 2
B 7 89 1
B 7 92 4
B 7 101 1
B 7 105 1
B 7 122 1
B 7 124 1
B 7 126 1
B 7 132 2
B 7 138 1
B 7 142 1
B 7 153 1
B 7 155 1
B 7 156 1
B 7 158 1
B 7 163 1
B 7 179 1
B 7 191 1
B 7 192 1
B 7 193 1
B 7 195 1
B 7 196 1
B 7 199 1
B 7 201 1
B 7 203 2
B 7 207 1
B 7 212 1
B 7 213 1
B 7 215 1
B 7 219 3
B 7 221 2
B 7 225 1
B 7 234 4
B 7 237 2
B 7 241 1
B 7 249 1
B 7 250 1
B 7 251 1
B 7 253 1
B 7 256 1
B 7 278 1
B 7 280 1
B 7 282 1
B 7 283 1
B 7 285 1
B 7 288 2
B 7 297 1
B 7 301 2
B 7 304 1
B 7 306 1
B 7 310 1
B 7 312 1
B 7 319 1
B 7 325 1
B 7 332 1
B 7 333 1
B 7 341 1
B 7 353 1
B 7 363 2
B 7 366 1
B 7 370 1
B 7 371 1
B 7 373 1
B 7 375 1
B 7 382 1
B 7 383 1
B 7 388 1
B 7 389 1
B 7 392 1
B 7 401 1
B 7 409 1
B 7 417 1
B 7 438 1
B 7 440 2
B 7 450 1
B 7 455 1
B 7 460 1
B 7 462 1
B 7 464 1
B 7 470 1
B 7 474 1
B 7 476 1
B 7 500 1
B 7 513 1
B 7 518 1
B 7 522 1
B 7 530 1
B 7 533 1
B 7 538 1
P 8 0.020
B 8 7 1
B 8 8 1
B 8 12 1
B 8 17 1
B 8 28 1
B 8 32 1
B 8 37 1
B 8 38 1
B 8 42 1
B 8 50 1
B 8 62 1
B 8 64 1
B 8 69 1
B 8 71 1
B 8 72 2
B 8 75 1
B 8 80 2
B 8 83 2
B 8 84 1
B 8 88 1
B 8 101 1
B 8 103 1
B 8 110 1
B 8 119 1
B 8 121 1
B 8 122 3
B 8 126 1
B 8 127 1
B 8 130 1
B 8 132 1
B 8 134 1
B 8 136 1
B 8 137 3
B 8 138 1
B 8 140 1
B 8 141 1
B 8 149 1
B 8 153 1
B 8 158 1
B 8 166 1
B 8 176 1
B 8 178 1
B 8 181 2
B 8 183 1
B 8 194 1
B 8 198 1
B 8 202 2
B 8 203 1
B 8 205 1
B 8 207 1
B 8 209 1
B 8 210 1
B 8 213 1
B 8 220 1
B 8 222 2
B 8 227 1
B 8 239 1
B 8 242 1
B 8 243 1
B 8 251 1
B 8 255 1
B 8 261 1
B 8 267 1
B 8 275 1
B 8 282 1
B 8 288 2
B 8 290 1
B 8 297 1
B 8 299 2
B 8 301 1
B 8 302 1
B 8 308 1
B 8 311 1
B 8 313 1
B 8 316 1
B 8 319 2
B 8 321 1
B 8 325 1
B 8 326 1
B 8 328 1
B 8 341 1
B 8 343 1
B 8 347 2
B 8 352 3
B 8 361 2
B 8 396 1
B 8 410 1
B 8 427 1
B 8 428 2
B 8 437 1
B 8 438 3
B 8 440 2
B 8 446 1
B 8 451 1
B 8 454 2
B 8 464 1
B 8 466 1
B 8 472 1
B 8 488 1
B 8 495 1
B 8 499 1
B 8 521 1
B 8 532 1
B 8 535 1
B 8 538 1
P 9 0.020
B 9 7 1
B 9 15 1
B 9 17 2
B 9 29 1
B 9 38 1
B 9 44 1
B 9 45 1
B 9 58 1
B 9 61 1
B 9 69 1
B 9 72 1
B 9 73 1
B 9 74 2
B 9 75 1
B 9 81 1
B 9 82 1
B 9 86 1
B 9 90 1
B 9 106 1
B 9 121 1
B 9 125 1
B 9 127 1
B 9 129 1
B 9 131 1
B 9 132 1
B 9 133 1
B 9 137 2
B 9 139 1
B 9 145 1
B 9 148 1
B 9 153 1
B 9 158 1
B 9 174 1
B 9 178 1
B 9 184 1
B 9 191 2
B 9 192 1
B 9 204 1
B 9 208 1
B 9 212 1
B 9 218 1
B 9 221 1
B 9 222 1
B 9 224 1
B 9 225 1
B 9 228 1
B 9 240 1
B 9 241 1
B 9 247 1
B 9 252 1
B 9 264 1
B 9 266 1
B 9 267 1
B 9 269 1
B 9 272 1
B 9 299 1
B 9 302 1
B 9 306 1
B 9 311 1
B 9 316 1
B 9 325 2
B 9 332 1
B 9 341 1
B 9 346 2
B 9 357 1
B 9 364 1
B 9 371 1
B 9 388 1
B 9 396 1
B 9 400 1
B 9 417 1
B 9 420 1
B 9 428 1
B 9 429 1
B 9 431 1
B 9 438 1
B 9 450 1
B 9 453 1
B 9 454 1
B 9 457 2
B 9 460 1
B 9 470 1
B 9 482 1
B 9 501 1
B 9 512 1
B 9 514 1
B 9 534 1
P 10 0.020
B 10 1 1
B 10 16 1
B 10 18 2
B 10 22 1
B 10 23 1
B 10 24 1
B 10 28 2
B 10 29 1
B 10 36 1
B 10 49 1
B 10 52 1
B 10 54 1
B 10 55 2
B 10 56 1
B 10 64 1
B 10 65 1
B 10 66 1
B 10 70 1
B 10 72 1
B 10 73 1
B 10 75 2
B 10 79 1
B 10 82 1
B 10 84 1
B 10 88 1
B 10 89 1
B 10 90 1
B 10 100 1
B 10 108 1
B 10 109 1
B 10 112 1
B 10 117 1
B 10 123 1
B 10 124 1
B 10 126 1
B 10 130 2
B 10 131 1
B 10 132 1
B 10 133 1
B 10 154 1
B 10 155 1
B 10 160 2
B 10 161 1
B 10 163 1
B 10 187 1
B 10 195 1
B 10 198 1
B 10 204 1
B 10 207 1
B 10 213 1
B 10 216 1
B 10 218 1
B 10 226 1
B 10 234 1
B 10 236 1
B 10 239 1
B 10 242 1
B 10 249 1
B 10 252 1
B 10 253 1
B 10 254 1
B 10 256 2
B 10 258 1
B 10 261 2
B 10 277 1
B 10 278 1
B 10 282 1
B 10 287 1
B 10 290 1
B 10 292 1
B 10 294 1
B 10 297 1
B 10 312 1
B 10 322 2
B 10 327 1
B 10 331 1
B 10 337 1
B 10 344 1
B 10 358 1
B 10 363 2
B 10 378 1
B 10 388 1
B 10 394 1
B 10 400 1
B 10 401 1
B 10 420 1
B 10 426 1
B 10 462 1
B 10 467 2
B 10 470 2
B 10 478 1
B 10 487 1
B 10 500 1
B 10 501 2
B 10 507 1
B 10 516 1
B 10 521 1
B 10 541 1
P 11 0.020
B 11 3 1
B 11 8 1
B 11 10 1
B 11 17 1
B 11 34 1
B 11 35 1
B 11 38 1
B 11 41 1
B 11 42 1
B 11 43 1
B 11 44 1
B 11 60 1
B 11 61 1
B 11 68 1
B 11 69 1
B 11 72 1
B 11 75 1
B 11 77 1
B 11 83 1
B 11 86 1
B 11 90 1
B 11 91 1
B 11 98 1
B 11 109 1
B 11 110 1
B 11 112 1
B 11 113 1
B 11 114 1
B 11 119 1
B 11 121 1
B 11 123 1
B 11 125 1
B 11 128 1
B 11 136 1
B 11 137 2
B 11 163 1
B 11 165 1
B 11 174 1
B 11 178 1
B 11 181 1
B 11 185 1
B 11 186 1
B 11 191 1
B 11 197 2
B 11 205 1
B 11 206 1
B 11 208 1
B 11 215 1
B 11 216 1
B 11 219 1
B 11 221 1
B 11 222 1
B 11 227 1
B 11 230 2
B 11 233 1
B 11 234 2
B 11 236 1
B 11 247 1
B 11 250 1
B 11 251 1
B 11 252 2
B 11 253 1
B 11 256 2
B 11 258 2
B 11 264 1
B 11 278 3
B 11 288 1
B 11 289 1
B 11 294 1
B 11 303 2
B 11 309 1
B 11 316 1
B 11 323 1
B 11 326 1
B 11 331 3
B 11 346 2
B 11 352 1
B 11 355 1
B 11 357 1
B 11 359 1
B 11 361 1
B 11 370 1
B 11 380 1
B 11 383 1
B 11 385 1
B 11 388 1
B 11 396 1
B 11 400 1
B 11 401 1
B 11 403 1
B 11 404 1
B 11 406 1
B 11 420 1
B 11 428 1
B 11 429 1
B 11 438 3
B 11 450 1
B 11 461 1
B 11 475 1
B 11 476 1
B 11 487 1
B 11 495 1
B 11 499 1
B 11 500 1
B 11 512 1
B 11 533 1
B 11 547 1
P 12 0.020
B 12 2 1
B 12 10 1
B 12 21 1
B 12 22 2
B 12 24 2
B 12 28 1
B 12 45 1
B 12 49 1
B 12 52 1
B 12 53 2
B 12 62 1
B 12 67 1
B 12 73 1
B 12 74 1
B 12 75 1
B 12 76 1
B 12 79 2
B 12 83 1
B 12 87 1
B 12 91 1
B 12 93 1
B 12 100 1
B 12 114 1
B 12 119 1
B 12 122 1
B 12 128 1
B 12 129 1
B 12 131 2
B 12 132 1
B 12 133 1
B 12 137 2
B 12 139 1
B 12 153 2
B 12 154 1
B 12 158 1
B 12 161 1
B 12 171 1
B 12 178 1
B 12 186 1
B 12 187 1
B 12 188 1
B 12 192 1
B 12 202 1
B 12 205 1
B 12 212 1
B 12 213 1
B 12 215 2
B 12 217 1
B 12 218 1
B 12 230 1
B 12 234 1
B 12 235 1
B 12 239 1
B 12 248 1
B 12 249 1
B 12 256 1
B 12 258 1
B 12 259 1
B 12 261 1
B 12 262 1
B 12 263 1
B 12 264 1
B 12 275 1
B 12 277 1
B 12 286 1
B 12 288 1
B 12 290 1
B 12 305 1
B 12 312 1
B 12 313 1
B 12 315 1
B 12 318 1
B 12 319 2
B 12 320 1
B 12 321 1
B 12 325 1
B 12 328 1
B 12 343 1
B 12 345 1
B 12 348 1
B 12 350 1
B 12 356 1
B 12 359 1
B 12 383 1
B 12 387 1
B 12 388 1
B 12 400 1
B 12 404 1
B 12 405 1
B 12 412 1
B 12 414 1
B 12 435 1
B 12 438 1
B 12 440 1
B 12 458 1
B 12 461 1
B 12 464 1
B 12 468 1
B 12 469 1
B 12 483 1
B 12 493 1
B 12 497 1
B 12 509 1
B 12 526 1
B 12 535 1
P 13 0.020
B 13 12 1
B 13 35 1
B 13 38 2
B 13 52 1
B 13 55 1
B 13 57 1
B 13 62 1
B 13 67 2
B 13 69 1
B 13 76 2
B 13 78 1
B 13 81 1
B 13 89 2
B 13 97 2
B 13 101 1
B 13 120 1
B 13 127 1
B 13 131 1
B 13 138 1
B 13 140 1
B 13 148 1
B 13 156 2
B 13 157 1
B 13 159 1
B 13 161 1
B 13 175 1
B 13 177 1
B 13 181 1
B 13 183 2
B 13 193 1
B 13 198 1
B 13 204 1
B 13 207 1
B 13 208 1
B 13 212 2
B 13 213 1
B 13 216 1
B 13 217 1
B 13 218 1
B 13 219 3
B 13 222 1
B 13 226 1
B 13 227 1
B 13 234 1
B 13 239 1
B 13 242 1
B 13 243 1
B 13 249 1
B 13 255 1
B 13 256 1
B 13 260 1
B 13 264 1
B 13 275 1
B 13 282 1
B 13 287 1
B 13 293 1
B 13 294 1
B 13 299 1
B 13 300 2
B 13 302 1
B 13 306 1
B 13 318 1
B 13 344 1
B 13 351 1
B 13 357 1
B 13 366 1
B 13 368 1
B 13 369 1
B 13 380 1
B 13 381 1
B 13 382 1
B 13 383 1
B 13 385 1
B 13 389 1
B 13 403 1
B 13 417 2
B 13 427 1
B 13 438 1
B 13 441 1
B 13 451 1
B 13 460 2
B 13 463 1
B 13 477 1
B 13 484 1
B 13 493 1
B 13 494 1
B 13 517 1
B 13 525 1
B 13 526 1
B 13 530 1
B 13 541 1
P 14 0.020
B 14 5 2
B 14 15 1
B 14 17 1
B 14 19 1
B 14 21 1
B 14 34 1
B 14 43 1
B 14 45 1
B 14 49 1
B 14 63 1
B 14 64 1
B 14 83 2
B 14 99 1
B 14 100 1
B 14 104 1
B 14 107 1
B 14 108 2
B 14 119 2
B 14 121 1
B 14 122 1
B 14 132 1
B 14 136 1
B 14 137 1
B 14 144 1
B 14 158 1
B 14 159 1
B 14 168 1
B 14 178 1
B 14 181 1
B 14 188 2
B 14 190 1
B 14 195 1
B 14 197 1
B 14 198 1
B 14 200 1
B 14 202 1
B 14 203 1
B 14 210 1
B 14 211 1
B 14 213 1
B 14 215 1
B 14 217 1
B 14 218 1
B 14 219 1
B 14 224 1
B 14 225 1
B 14 228 1
B 14 234 1
B 14 246 1
B 14 249 1
B 14 250 1
B 14 253 2
B 14 258 1
B 14 263 1
B 14 264 1
B 14 282 2
B 14 290 1
B 14 299 1
B 14 301 1
B 14 302 1
B 14 303 1
B 14 313 1
B 14 320 1
B 14 328 1
B 14 344 1
B 14 345 1
B 14 346 1
B 14 349 1
B 14 353 2
B 14 375 1
B 14 388 1
B 14 401 1
B 14 420 2
B 14 424 1
B 14 426 1
B 14 438 2
B 14 440 1
B 14 451 1
B 14 452 1
B 14 453 1
B 14 457 1
B 14 462 1
B 14 472 2
B 14 496 2
B 14 506 1
B 14 516 1
B 14 538 1
B 14 540 1
B 14 541 1
B 14 547 1
P 15 0.020
B 15 5 1
B 15 17 1
B 15 18 2
B 15 24 2
B 15 25 1
B 15 45 1
B 15 52 1
B 15 60 1
B 15 61 1
B 15 62 1
B 15 67 1
B 15 75 1
B 15 78 2
B 15 80 1
B 15 82 2
B 15 84 1
B 15 85 1
B 15 88 1
B 15 90 1
B 15 91 1
B 15 92 1
B 15 93 1
B 15 112 1
B 15 127 1
B 15 130 2
B 15 133 1
B 15 138 1
B 15 144 1
B 15 148 1
B 15 159 1
B 15 160 2
B 15 161 3
B 15 175 1
