100
P 0 0.010
B 6 55 1
B 6 56 1
B 6 60 1
B 6 66 2
B 6 118 1
B 6 123 1
B 6 152 1
B 6 161 1
B 6 181 1
B 6 192 1
B 6 218 1
P 7 0.010
B 7 41 1
B 7 82 2
B 7 94 1
B 7 101 1
B 7 117 1
B 7 132 1
B 7 144 1
B 7 192 1
P 8 0.010
B 8 19 1
B 8 42 1
B 8 56 1
B 8 77 1
B 8 107 1
B 8 113 1
B 8 114 1
B 8 117 1
B 8 120 2
B 8 132 1
B 8 172 1
B 8 173 1
B 8 219 1
P 9 0.010
B 9 44 1
B 9 169 1
B 9 174 1
B 9 193 1
P 10 0.010
B 10 26 1
B 10 33 1
B 10 41 1
B 10 55 1
B 10 72 1
B 10 84 1
B 10 90 1
B 10 103 1
B 10 104 1
B 10 112 1
B 10 184 1
P 11 0.010
B 11 15 1
B 11 33 1
B 11 39 1
B 11 59 1
B 11 60 2
B 11 67 1
B 11 89 1
B 11 120 1
B 11 121 1
B 11 177 1
P 12 0.010
B 12 64 2
B 12 85 1
B 12 88 1
B 12 104 1
B 12 114 1
B 12 123 1
B 12 149 1
B 12 165 1
B 12 176 1
P 13 0.010
B 13 12 1
B 13 21 1
B 13 34 1
B 13 36 1
B 13 56 1
B 13 65 1
B 13 97 1
B 13 105 1
B 13 119 1
B 13 120 1
B 13 122 1
P 14 0.010
B 14 23 1
B 14 24 1
B 14 27 1
B 14 55 1
B 14 91 1
B 14 107 1
B 14 112 1
B 14 117 1
B 14 123 1
B 14 193 1
P 15 0.010
B 15 20 1
B 15 77 1
B 15 82 1
B 15 88 1
B 15 104 1
B 15 113 1
B 15 143 1
B 15 164 1
B 15 185 1
P 16 0.010
B 16 18 1
B 16 37 1
B 16 57 1
B 16 62 1
B 16 88 1
B 16 89 1
B 16 110 1
B 16 112 1
B 16 126 1
B 16 135 1
B 16 144 1
B 16 155 1
B 16 174 1
B 16 181 1
P 17 0.010
B 17 12 1
B 17 19 1
B 17 40 1
B 17 57 1
B 17 61 1
B 17 66 1
B 17 113 1
B 17 134 1
B 17 136 1
B 17 144 1
B 17 177 1
B 17 179 1
B 17 189 1
B 17 206 1
B 17 217 1
B 17 224 1
B 17 228 1
P 18 0.010
B 18 18 1
B 18 34 1
B 18 55 1
B 18 57 3
B 18 71 2
B 18 81 1
B 18 89 1
B 18 94 1
B 18 124 1
B 18 127 1
B 18 132 1
B 18 187 1
B 18 190 1
P 19 0.010
B 19 17 1
B 19 21 1
B 19 25 1
B 19 65 1
B 19 89 1
B 19 115 2
B 19 122 1
B 19 207 1
B 19 229 1
P 20 0.010
B 20 15 1
B 20 18 1
B 20 28 1
B 20 33 1
B 20 36 1
B 20 88 1
B 20 97 1
B 20 114 1
B 20 146 1
B 20 179 1
B 20 192 1
P 21 0.010
B 21 17 1
B 21 28 1
B 21 39 1
B 21 60 1
B 21 117 1
B 21 136 2
B 21 181 1
B 21 186 1
P 22 0.010
B 22 21 1
B 22 29 1
B 22 59 1
B 22 112 1
B 22 115 1
B 22 121 1
B 22 162 1
B 22 184 1
B 22 206 1
B 22 212 1
B 22 227 1
P 23 0.010
B 23 8 1
B 23 15 1
B 23 20 1
B 23 55 1
B 23 66 1
B 23 69 1
B 23 82 1
B 23 88 1
B 23 113 1
B 23 119 1
B 23 169 1
B 23 188 1
B 23 207 1
P 24 0.010
B 24 52 1
B 24 57 1
B 24 60 1
B 24 118 1
B 24 122 1
B 24 181 1
B 24 225 1
P 25 0.010
B 25 16 1
B 25 17 1
B 25 32 1
B 25 47 1
B 25 52 1
B 25 54 1
B 25 65 1
B 25 87 1
B 25 90 1
B 25 105 1
B 25 121 1
B 25 122 1
B 25 130 1
B 25 137 1
B 25 138 1
B 25 153 1
B 25 195 1
B 25 220 1
P 26 0.010
B 26 20 1
B 26 23 1
B 26 24 1
B 26 25 1
B 26 36 1
B 26 55 1
B 26 58 1
B 26 61 1
B 26 71 1
B 26 73 1
B 26 75 1
B 26 82 1
B 26 85 1
B 26 113 1
B 26 117 1
B 26 118 1
B 26 127 1
B 26 199 1
P 27 0.010
B 27 18 1
B 27 19 1
B 27 20 1
B 27 25 1
B 27 32 1
B 27 50 1
B 27 56 1
B 27 57 1
B 27 78 1
B 27 104 1
B 27 105 1
B 27 122 1
B 27 157 1
B 27 169 1
B 27 183 1
B 27 187 1
P 28 0.010
B 28 0 1
B 28 36 1
B 28 52 1
B 28 55 1
B 28 61 1
B 28 69 1
B 28 82 1
B 28 103 2
B 28 108 1
B 28 164 1
B 28 169 1
B 28 186 1
B 28 210 1
P 29 0.010
B 29 58 1
B 29 77 1
B 29 84 1
B 29 109 1
B 29 121 1
B 29 130 1
B 29 144 2
B 29 158 1
B 29 172 1
P 30 0.010
B 30 13 1
B 30 113 2
B 30 116 1
B 30 119 2
B 30 140 1
B 30 174 1
B 30 186 1
B 30 206 1
P 31 0.010
B 31 25 1
B 31 60 1
B 31 82 1
B 31 116 2
B 31 170 1
B 31 177 1
B 31 198 1
B 31 204 1
P 32 0.010
B 32 21 1
B 32 27 1
B 32 32 1
B 32 34 1
B 32 41 1
B 32 82 1
B 32 83 1
B 32 100 1
B 32 104 1
B 32 109 1
B 32 118 1
B 32 123 1
B 32 148 1
B 32 192 1
P 33 0.010
B 33 9 1
B 33 28 1
B 33 32 1
B 33 52 1
B 33 56 1
B 33 66 1
B 33 105 1
B 33 122 1
B 33 134 1
B 33 191 1
B 33 222 1
B 33 224 1
P 34 0.010
B 34 21 1
B 34 54 1
B 34 67 1
B 34 69 1
B 34 71 1
B 34 73 1
B 34 83 1
B 34 99 1
P 35 0.010
B 35 85 1
B 35 151 1
B 35 164 1
P 36 0.010
B 36 15 1
B 36 17 1
B 36 19 1
B 36 40 1
B 36 120 1
B 36 170 1
B 36 171 1
B 36 184 1
B 36 207 1
B 36 223 1
P 37 0.010
B 37 24 1
B 37 57 1
B 37 87 1
B 37 112 1
B 37 114 1
B 37 117 1
B 37 130 1
P 38 0.010
B 38 69 1
B 38 92 1
B 38 118 1
B 38 127 2
B 38 130 1
B 38 174 1
B 38 206 1
B 38 208 1
B 38 209 1
P 39 0.010
B 39 9 1
B 39 15 1
B 39 33 1
B 39 37 1
B 39 40 1
B 39 59 1
B 39 117 1
B 39 144 1
B 39 187 1
B 39 192 1
P 40 0.010
B 40 26 1
B 40 33 1
B 40 41 1
B 40 52 1
B 40 56 1
B 40 58 1
B 40 61 1
B 40 66 1
B 40 83 1
B 40 92 1
B 40 104 1
B 40 119 1
B 40 133 1
B 40 149 1
B 40 153 1
B 40 186 1
B 40 208 1
B 40 229 1
P 41 0.010
B 41 11 1
B 41 18 1
B 41 64 1
B 41 107 1
B 41 109 1
B 41 127 1
B 41 185 1
P 42 0.010
B 42 13 1
B 42 21 1
B 42 25 1
B 42 26 1
B 42 34 1
B 42 45 1
B 42 58 1
B 42 119 1
B 42 123 1
B 42 186 1
B 42 209 1
P 43 0.010
B 43 60 1
B 43 61 1
B 43 67 1
B 43 88 1
B 43 97 1
B 43 105 1
B 43 109 1
B 43 114 1
B 43 130 1
B 43 147 1
B 43 149 1
B 43 174 1
B 43 183 1
P 44 0.010
B 44 81 1
B 44 112 1
B 44 119 1
B 44 123 1
B 44 187 1
P 45 0.010
B 45 16 1
B 45 23 1
B 45 24 1
B 45 25 1
B 45 45 1
B 45 92 1
B 45 108 1
B 45 137 1
B 45 202 1
B 45 213 1
P 46 0.010
B 46 25 1
B 46 33 1
B 46 109 1
B 46 183 1
P 47 0.010
B 47 17 1
B 47 36 1
B 47 39 1
B 47 54 1
B 47 82 1
B 47 113 1
B 47 130 1
B 47 187 1
P 48 0.010
B 48 25 1
B 48 29 1
B 48 54 1
B 48 120 1
B 48 153 1
B 48 158 1
B 48 160 1
B 48 164 1
B 48 192 1
P 49 0.010
B 49 15 1
B 49 21 2
B 49 32 2
B 49 36 1
B 49 54 1
B 49 58 1
B 49 87 1
B 49 109 1
B 49 131 1
B 49 140 1
B 49 147 1
B 49 167 1
B 49 198 1
P 50 0.010
B 50 15 1
B 50 19 1
B 50 41 1
B 50 82 1
B 50 89 1
B 50 107 1
B 50 112 1
B 50 140 1
B 50 186 1
P 51 0.010
B 51 18 1
B 51 19 1
B 51 24 1
B 51 58 1
B 51 109 1
B 51 116 1
B 51 162 1
B 51 203 1
P 52 0.010
B 52 12 1
B 52 21 1
B 52 39 1
B 52 46 1
B 52 67 1
B 52 92 1
B 52 128 1
B 52 146 1
B 52 149 2
B 52 153 1
B 52 172 1
B 52 184 1
B 52 205 1
P 53 0.010
B 53 9 1
B 53 20 1
B 53 26 1
B 53 28 1
B 53 33 1
B 53 42 1
B 53 59 1
B 53 88 1
B 53 98 1
B 53 173 1
B 53 205 1
B 53 224 1
P 54 0.010
B 54 45 1
B 54 46 1
B 54 60 1
B 54 62 1
B 54 88 1
B 54 104 1
B 54 174 1
B 54 181 1
B 54 192 1
P 55 0.010
B 55 85 1
B 55 113 1
B 55 114 1
B 55 158 1
P 56 0.010
B 56 24 1
B 56 29 1
B 56 57 2
B 56 61 1
B 56 65 1
B 56 72 1
B 56 81 1
B 56 82 1
B 56 122 1
B 56 152 1
B 56 162 1
P 57 0.010
B 57 1 1
B 57 15 1
B 57 55 1
B 57 88 1
B 57 125 1
B 57 153 1
B 57 156 1
B 57 179 1
P 58 0.010
B 58 24 1
B 58 46 1
B 58 57 1
B 58 61 1
B 58 68 1
B 58 73 1
B 58 107 1
B 58 126 1
B 58 127 1
B 58 140 1
B 58 186 1
B 58 213 1
P 59 0.010
B 59 7 1
B 59 44 1
B 59 64 1
B 59 66 1
B 59 82 1
B 59 103 1
B 59 144 1
B 59 177 1
B 59 178 1
B 59 184 1
P 60 0.010
B 60 20 1
B 60 67 1
B 60 117 1
B 60 154 1
B 60 173 1
P 61 0.010
B 61 27 1
B 61 29 1
B 61 39 1
B 61 65 1
B 61 69 1
B 61 88 1
B 61 112 1
B 61 114 1
B 61 135 1
B 61 136 1
P 62 0.010
B 62 16 1
B 62 21 1
B 62 23 1
B 62 40 1
B 62 55 1
B 62 123 1
B 62 151 1
B 62 183 1
B 62 193 1
B 62 207 1
B 62 215 1
B 62 226 1
P 63 0.010
B 63 52 1
B 63 66 1
B 63 73 1
B 63 83 1
B 63 88 1
B 63 89 1
B 63 103 1
B 63 122 1
B 63 167 1
B 63 218 1
B 63 222 1
B 63 229 1
P 64 0.010
B 64 34 1
B 64 40 1
B 64 54 1
B 64 59 1
B 64 113 1
B 64 160 1
B 64 173 1
B 64 186 1
P 65 0.010
B 65 58 1
B 65 59 1
B 65 88 1
B 65 122 1
B 65 177 1
B 65 187 1
P 66 0.010
B 66 20 1
B 66 24 1
B 66 26 1
B 66 29 1
B 66 40 1
B 66 45 1
B 66 82 1
B 66 107 1
B 66 203 1
P 67 0.010
B 67 27 1
B 67 34 1
B 67 55 1
B 67 62 1
B 67 67 1
B 67 115 1
B 67 127 1
B 67 211 1
B 67 220 1
B 67 227 1
P 68 0.010
B 68 71 1
B 68 112 1
B 68 118 1
B 68 133 1
B 68 156 1
B 68 172 1
B 68 230 1
P 69 0.010
B 69 1 1
B 69 33 1
B 69 36 1
B 69 50 1
B 69 55 1
B 69 112 1
B 69 214 1
P 70 0.010
B 70 29 1
B 70 34 1
B 70 52 1
B 70 54 1
B 70 65 1
B 70 85 2
B 70 88 1
B 70 193 1
B 70 219 1
P 71 0.010
B 71 21 1
B 71 23 1
B 71 25 1
B 71 29 1
B 71 41 1
B 71 54 1
B 71 62 1
B 71 77 1
B 71 119 1
B 71 121 1
B 71 128 1
B 71 183 1
P 72 0.010
B 72 3 1
B 72 20 1
B 72 41 1
B 72 59 1
B 72 121 1
B 72 123 1
B 72 127 1
B 72 187 1
B 72 197 1
B 72 205 1
P 73 0.010
B 73 15 1
B 73 48 1
B 73 94 1
B 73 102 1
B 73 110 1
B 73 118 1
B 73 130 1
P 74 0.010
B 74 79 1
B 74 81 1
B 74 92 1
B 74 112 1
B 74 118 1
B 74 126 1
B 74 135 1
B 74 164 2
B 74 198 1
B 74 199 1
P 75 0.010
B 75 19 1
B 75 38 1
B 75 62 1
B 75 82 1
B 75 90 1
B 75 92 1
B 75 105 1
B 75 111 1
B 75 120 2
B 75 134 1
B 75 140 1
B 75 229 1
P 76 0.010
B 76 3 1
B 76 19 1
B 76 27 1
B 76 45 1
B 76 52 1
B 76 55 2
B 76 67 1
B 76 102 1
B 76 148 1
P 77 0.010
B 77 17 1
B 77 21 1
B 77 34 1
B 77 59 1
B 77 69 1
B 77 87 1
B 77 90 1
B 77 113 1
B 77 117 1
B 77 144 1
B 77 170 1
B 77 171 1
P 78 0.010
B 78 4 1
B 78 16 1
B 78 19 1
B 78 54 1
B 78 59 1
B 78 60 1
B 78 75 1
B 78 89 1
B 78 107 1
B 78 113 1
B 78 192 1
P 79 0.010
B 79 25 1
B 79 43 1
B 79 62 1
B 79 63 1
B 79 68 1
B 79 105 1
B 79 121 1
B 79 165 1
B 79 195 1
P 80 0.010
B 80 32 1
B 80 47 1
B 80 57 1
B 80 61 1
B 80 74 1
B 80 115 1
B 80 165 1
B 80 179 1
P 81 0.010
B 81 114 1
B 81 116 1
B 81 119 1
B 81 155 1
B 81 165 1
B 81 192 1
B 81 229 1
P 82 0.010
B 82 12 1
B 82 33 1
B 82 107 1
B 82 116 1
B 82 121 2
B 82 146 1
B 82 170 1
B 82 177 1
B 82 208 1
B 82 213 1
P 83 0.010
B 83 8 1
B 83 20 1
B 83 21 1
B 83 24 1
B 83 33 1
B 83 57 1
B 83 61 1
B 83 134 1
B 83 153 1
B 83 202 1
P 84 0.010
B 84 36 1
B 84 83 1
B 84 92 1
B 84 112 1
B 84 116 1
B 84 136 1
B 84 153 1
B 84 191 1
P 85 0.010
B 85 39 1
B 85 65 1
B 85 109 1
B 85 127 1
B 85 137 1
B 85 174 1
B 85 203 1
B 85 219 1
P 86 0.010
B 86 11 1
B 86 56 1
B 86 61 1
B 86 89 1
B 86 112 1
B 86 149 1
B 86 157 1
B 86 161 1
B 86 174 1
B 86 196 1
P 87 0.010
B 87 90 1
B 87 122 1
B 87 137 1
B 87 148 1
B 87 187 1
P 88 0.010
B 88 20 1
B 88 56 1
B 88 64 1
B 88 87 1
B 88 103 1
B 88 104 1
B 88 170 1
P 89 0.010
B 89 39 1
B 89 52 1
B 89 63 1
B 89 83 1
B 89 85 1
B 89 89 1
B 89 101 1
B 89 127 1
B 89 170 1
P 90 0.010
B 90 27 1
B 90 34 1
B 90 61 1
B 90 71 1
B 90 120 1
B 90 135 1
B 90 153 1
B 90 188 1
P 91 0.010
B 91 34 1
B 91 40 1
B 91 41 1
B 91 47 1
B 91 91 1
B 91 109 1
B 91 120 1
B 91 193 1
B 91 207 1
B 91 223 1
P 92 0.010
B 92 19 1
B 92 21 1
B 92 29 2
B 92 52 1
B 92 58 1
B 92 115 1
B 92 164 1
B 92 187 1
B 92 210 1
P 93 0.010
B 93 54 1
B 93 58 1
B 93 164 2
B 93 202 1
B 93 204 1
B 93 208 1
P 94 0.010
B 94 26 1
B 94 34 1
B 94 54 1
B 94 142 1
B 94 208 1
P 95 0.010
B 95 23 1
B 95 45 1
B 95 65 1
B 95 91 1
B 95 207 1
P 96 0.010
B 96 17 1
B 96 20 1
B 96 24 2
B 96 25 1
B 96 36 1
B 96 76 1
B 96 87 1
B 96 90 1
B 96 105 1
B 96 120 1
P 97 0.010
B 97 22 1
B 97 55 1
B 97 73 1
B 97 75 1
B 97 82 1
B 97 114 1
B 97 117 1
B 97 159 1
B 97 190 1
P 98 0.010
B 98 32 1
B 98 39 1
B 98 59 1
B 98 82 1
B 98 90 1
B 98 118 1
B 98 135 1
B 98 156 1
B 98 193 1
P 99 0.010
B 99 12 1
B 99 41 1
B 99 46 1
B 99 66 2
B 99 81 1
B 99 107 1
B 99 114 1
B 99 116 1
B 99 120 1
B 99 122 1
B 99 130 1
B 99 132 1
B 99 170 1
B 99 192 1
B 99 204 1
