100
P 0 0.010
B 20 73 1
B 20 91 1
B 20 130 1
B 20 173 1
B 20 207 1
P 21 0.010
B 21 9 1
B 21 57 1
B 21 62 1
B 21 65 1
B 21 69 1
B 21 82 1
B 21 123 1
B 21 127 1
B 21 144 1
P 22 0.010
B 22 104 1
B 22 110 1
B 22 113 1
B 22 116 2
B 22 117 1
B 22 120 1
B 22 123 1
B 22 137 1
B 22 152 1
B 22 204 1
P 23 0.010
B 23 33 1
B 23 40 1
B 23 58 1
B 23 61 1
B 23 66 1
B 23 112 1
B 23 121 1
B 23 149 1
B 23 177 1
B 23 207 1
P 24 0.010
B 24 12 1
B 24 16 1
B 24 32 1
B 24 39 1
B 24 52 1
B 24 54 1
B 24 61 1
B 24 73 1
B 24 92 1
B 24 105 1
B 24 188 1
P 25 0.010
B 25 6 1
B 25 47 1
B 25 61 1
B 25 123 1
B 25 137 1
B 25 153 1
B 25 169 1
B 25 186 1
P 26 0.010
B 26 11 1
B 26 15 2
B 26 21 1
B 26 24 1
B 26 41 1
B 26 59 1
B 26 67 1
B 26 121 1
B 26 136 1
B 26 146 1
B 26 155 1
B 26 171 1
B 26 199 1
P 27 0.010
B 27 16 2
B 27 26 1
B 27 52 2
B 27 64 1
B 27 66 1
B 27 149 1
B 27 156 1
B 27 194 1
B 27 222 1
P 28 0.010
B 28 7 1
B 28 33 1
B 28 77 1
B 28 173 1
B 28 213 1
P 29 0.010
B 29 24 1
B 29 25 1
B 29 36 1
B 29 44 1
B 29 47 1
B 29 58 1
B 29 104 1
B 29 114 1
B 29 122 1
B 29 144 1
B 29 211 1
P 30 0.010
B 30 29 1
B 30 32 1
B 30 57 1
B 30 58 1
B 30 121 1
B 30 132 1
B 30 152 1
B 30 208 1
B 30 210 1
P 31 0.010
B 31 19 1
B 31 39 1
B 31 54 1
B 31 66 1
B 31 115 1
B 31 154 1
B 31 171 1
B 31 193 1
B 31 195 1
P 32 0.010
B 32 5 1
B 32 14 1
B 32 18 1
B 32 34 1
B 32 65 1
B 32 86 1
B 32 103 1
B 32 104 1
B 32 116 1
B 32 167 1
B 32 192 1
P 33 0.010
B 33 4 1
B 33 15 1
B 33 26 1
B 33 34 1
B 33 42 1
B 33 52 1
B 33 55 1
B 33 89 1
B 33 90 1
B 33 164 1
B 33 193 2
P 34 0.010
B 34 29 1
B 34 44 1
B 34 78 1
B 34 79 1
B 34 87 1
B 34 148 1
B 34 160 1
B 34 217 1
B 34 223 1
P 35 0.010
B 35 18 1
B 35 21 1
B 35 26 1
B 35 41 1
B 35 54 1
B 35 65 1
B 35 67 1
B 35 75 1
B 35 84 1
B 35 87 1
B 35 112 1
B 35 119 1
B 35 124 1
B 35 132 1
B 35 147 1
B 35 170 1
B 35 213 1
P 36 0.010
B 36 19 1
B 36 23 1
B 36 25 1
B 36 32 1
B 36 33 1
B 36 52 1
B 36 55 1
B 36 61 1
B 36 72 1
B 36 96 1
B 36 105 1
B 36 113 1
B 36 163 1
B 36 172 1
B 36 186 1
B 36 197 1
P 37 0.010
B 37 1 1
B 37 18 1
B 37 40 1
B 37 54 1
B 37 55 1
B 37 94 1
B 37 104 1
B 37 118 1
B 37 126 1
B 37 165 1
B 37 168 1
P 38 0.010
B 38 42 1
B 38 47 1
B 38 54 1
B 38 55 1
B 38 66 1
B 38 107 1
B 38 119 1
B 38 130 1
B 38 137 1
B 38 141 1
B 38 148 1
B 38 153 1
P 39 0.010
B 39 0 1
B 39 89 1
B 39 92 1
B 39 101 1
P 40 0.010
B 40 33 1
B 40 41 1
B 40 56 1
B 40 59 1
B 40 83 1
B 40 84 1
B 40 104 1
B 40 114 1
B 40 135 1
B 40 174 1
B 40 187 1
P 41 0.010
B 41 20 1
B 41 26 1
B 41 27 1
B 41 39 1
B 41 49 1
B 41 57 1
B 41 61 1
B 41 89 1
B 41 132 1
P 42 0.010
B 42 36 1
B 42 50 1
B 42 59 1
B 42 83 1
B 42 104 1
B 42 139 1
B 42 147 1
B 42 164 1
B 42 188 1
B 42 214 1
P 43 0.010
B 43 19 1
B 43 20 2
B 43 32 1
B 43 36 1
B 43 50 1
B 43 54 1
B 43 137 1
B 43 167 1
B 43 169 1
B 43 205 1
P 44 0.010
B 44 26 1
B 44 54 1
B 44 73 1
B 44 89 1
B 44 105 1
B 44 115 2
B 44 120 2
B 44 130 1
B 44 164 1
P 45 0.010
B 45 15 1
B 45 16 1
B 45 26 1
B 45 33 1
B 45 46 1
B 45 52 1
B 45 59 1
B 45 74 1
B 45 88 1
B 45 119 1
B 45 133 1
B 45 144 1
B 45 208 1
P 46 0.010
B 46 56 1
B 46 58 1
B 46 123 1
B 46 152 1
B 46 224 1
P 47 0.010
B 47 61 1
B 47 95 1
B 47 114 1
B 47 122 2
B 47 127 1
B 47 146 1
B 47 165 1
B 47 218 1
P 48 0.010
B 48 28 1
B 48 47 1
B 48 114 1
B 48 117 2
B 48 121 1
B 48 127 1
B 48 177 1
P 49 0.010
B 49 18 1
B 49 54 1
B 49 82 1
B 49 127 1
B 49 153 1
B 49 198 1
P 50 0.010
B 50 24 1
B 50 27 1
B 50 44 1
B 50 66 1
B 50 75 1
B 50 118 1
B 50 123 1
B 50 134 1
B 50 142 1
B 50 157 1
B 50 173 1
P 51 0.010
B 51 24 1
B 51 26 1
B 51 62 1
B 51 92 1
B 51 112 1
B 51 146 1
P 52 0.010
B 52 55 1
B 52 59 1
B 52 62 1
B 52 68 1
B 52 89 1
B 52 204 1
P 53 0.010
B 53 20 1
B 53 27 1
B 53 56 1
B 53 63 2
B 53 81 1
B 53 112 1
B 53 164 1
B 53 216 1
P 54 0.010
B 54 27 1
B 54 34 1
B 54 47 1
B 54 84 1
B 54 86 1
B 54 105 1
B 54 120 1
B 54 140 1
B 54 158 1
B 54 226 1
P 55 0.010
B 55 19 1
B 55 40 1
B 55 103 1
B 55 113 1
B 55 168 1
B 55 186 1
B 55 194 1
P 56 0.010
B 56 21 1
B 56 61 1
B 56 83 1
B 56 121 1
B 56 122 1
B 56 123 1
B 56 130 1
P 57 0.010
B 57 4 1
B 57 16 1
B 57 23 2
B 57 56 1
B 57 65 1
B 57 101 1
B 57 113 1
B 57 133 1
B 57 203 1
B 57 224 1
B 57 230 1
P 58 0.010
B 58 3 1
B 58 27 2
B 58 28 1
B 58 41 1
B 58 45 1
B 58 61 1
B 58 89 1
B 58 92 1
B 58 104 2
B 58 115 1
B 58 117 1
B 58 130 1
B 58 136 1
B 58 179 1
B 58 206 1
P 59 0.010
B 59 26 1
B 59 89 1
B 59 113 1
B 59 117 1
B 59 118 1
B 59 121 1
B 59 122 1
B 59 130 1
B 59 155 1
B 59 173 1
B 59 184 1
P 60 0.010
B 60 29 1
B 60 44 1
B 60 47 1
B 60 61 1
B 60 64 1
B 60 66 1
B 60 101 1
B 60 107 1
B 60 173 1
P 61 0.010
B 61 21 1
B 61 64 1
B 61 70 1
B 61 82 1
B 61 107 1
B 61 119 1
B 61 173 1
B 61 174 1
P 62 0.010
B 62 20 1
B 62 56 1
B 62 82 1
B 62 84 1
B 62 86 1
B 62 114 1
B 62 117 1
B 62 140 1
P 63 0.010
B 63 16 1
B 63 17 1
B 63 29 1
B 63 36 1
B 63 37 1
B 63 41 1
B 63 84 1
B 63 88 1
P 64 0.010
B 64 7 1
B 64 18 1
B 64 32 1
B 64 35 1
B 64 60 1
B 64 82 1
B 64 117 1
B 64 133 1
B 64 136 1
B 64 158 1
B 64 198 1
P 65 0.010
B 65 16 1
B 65 52 1
B 65 75 1
B 65 110 1
B 65 117 1
B 65 120 1
B 65 123 1
B 65 135 1
B 65 137 1
B 65 147 1
B 65 170 1
B 65 171 1
B 65 187 1
P 66 0.010
B 66 43 1
B 66 49 1
B 66 69 1
B 66 77 1
B 66 87 1
B 66 90 1
B 66 94 1
B 66 98 1
B 66 110 1
B 66 114 1
B 66 127 1
B 66 171 1
B 66 188 1
P 67 0.010
B 67 25 2
B 67 33 1
B 67 52 1
B 67 58 1
B 67 60 1
B 67 61 1
B 67 87 1
B 67 88 1
B 67 118 1
B 67 132 1
B 67 139 1
B 67 169 1
P 68 0.010
B 68 16 1
B 68 23 1
B 68 27 1
B 68 62 1
B 68 67 1
B 68 81 1
B 68 82 1
B 68 89 1
B 68 107 1
B 68 152 1
B 68 164 1
B 68 173 1
B 68 205 1
P 69 0.010
B 69 39 1
B 69 56 1
B 69 59 1
B 69 73 1
B 69 89 1
B 69 116 1
B 69 127 1
B 69 140 1
B 69 193 1
B 69 205 1
B 69 219 1
P 70 0.010
B 70 18 1
B 70 27 1
B 70 44 1
B 70 52 1
B 70 73 1
B 70 84 1
B 70 100 1
B 70 133 1
B 70 155 1
B 70 189 1
B 70 219 1
P 71 0.010
B 71 27 1
B 71 51 1
B 71 66 1
B 71 146 1
B 71 154 1
P 72 0.010
B 72 24 1
B 72 29 1
B 72 38 1
B 72 89 1
B 72 113 1
B 72 118 1
B 72 179 1
P 73 0.010
B 73 27 1
B 73 56 1
B 73 88 1
B 73 89 1
B 73 152 1
B 73 170 1
P 74 0.010
B 74 57 1
B 74 88 1
B 74 116 2
B 74 123 1
B 74 130 1
B 74 153 1
B 74 155 1
B 74 181 1
B 74 224 1
P 75 0.010
B 75 11 1
B 75 33 1
B 75 36 1
B 75 41 1
B 75 61 1
B 75 89 1
B 75 112 1
B 75 119 1
B 75 127 1
B 75 166 1
B 75 186 1
B 75 187 1
B 75 190 1
P 76 0.010
B 76 24 1
B 76 25 1
B 76 26 1
B 76 48 1
B 76 50 1
B 76 123 1
B 76 162 1
B 76 183 1
P 77 0.010
B 77 23 1
B 77 27 1
B 77 41 1
B 77 117 1
B 77 122 1
B 77 127 1
B 77 136 1
B 77 181 1
B 77 186 1
P 78 0.010
B 78 33 1
B 78 168 1
B 78 183 1
B 78 187 1
P 79 0.010
B 79 88 1
B 79 104 1
B 79 130 2
B 79 132 1
B 79 165 1
B 79 179 1
B 79 186 1
B 79 219 1
P 80 0.010
B 80 16 1
B 80 56 1
B 80 58 1
B 80 168 1
B 80 210 1
P 81 0.010
B 81 21 1
B 81 29 1
B 81 56 2
B 81 57 2
B 81 60 1
B 81 87 1
B 81 90 1
B 81 157 1
B 81 189 1
P 82 0.010
B 82 40 1
B 82 52 1
B 82 59 1
B 82 90 1
B 82 170 1
B 82 224 2
P 83 0.010
B 83 20 1
B 83 56 1
B 83 57 1
B 83 61 1
B 83 113 1
B 83 114 1
B 83 164 1
B 83 181 1
P 84 0.010
B 84 28 1
B 84 40 1
B 84 79 1
B 84 82 1
B 84 127 1
B 84 132 1
B 84 146 1
P 85 0.010
B 85 15 1
B 85 24 1
B 85 38 1
B 85 39 1
B 85 40 1
B 85 41 1
B 85 58 1
B 85 69 1
B 85 73 1
B 85 104 1
B 85 151 1
P 86 0.010
B 86 23 1
B 86 29 1
B 86 40 1
B 86 71 1
B 86 104 1
B 86 114 1
B 86 190 1
P 87 0.010
B 87 20 1
B 87 33 1
B 87 37 1
B 87 54 1
B 87 57 1
B 87 116 1
B 87 164 1
P 88 0.010
B 88 8 1
B 88 16 1
B 88 25 1
B 88 28 1
B 88 136 1
B 88 144 1
B 88 178 1
B 88 221 1
P 89 0.010
B 89 9 1
B 89 19 1
B 89 33 1
B 89 60 1
B 89 66 1
B 89 81 1
B 89 117 1
B 89 164 1
P 90 0.010
B 90 19 1
B 90 36 1
B 90 54 1
B 90 90 1
B 90 105 1
B 90 153 1
B 90 155 1
B 90 183 1
P 91 0.010
B 91 15 1
B 91 17 1
B 91 19 1
B 91 27 1
B 91 36 2
B 91 59 1
B 91 62 1
B 91 84 1
B 91 89 1
B 91 113 1
B 91 117 1
B 91 206 1
B 91 217 1
P 92 0.010
B 92 73 1
B 92 112 1
B 92 144 1
B 92 145 1
B 92 160 1
B 92 186 1
P 93 0.010
B 93 19 1
B 93 45 1
B 93 61 1
B 93 87 1
B 93 117 1
B 93 119 2
B 93 151 1
B 93 169 1
B 93 183 1
P 94 0.010
B 94 33 1
B 94 57 1
B 94 65 1
B 94 121 1
B 94 134 1
B 94 157 1
B 94 206 1
B 94 220 1
P 95 0.010
B 95 11 1
B 95 19 1
B 95 36 1
B 95 41 1
B 95 58 1
B 95 69 1
B 95 72 1
B 95 84 2
B 95 105 1
P 96 0.010
B 96 69 1
B 96 75 1
B 96 82 1
B 96 116 1
B 96 119 1
B 96 120 1
B 96 186 2
B 96 227 1
P 97 0.010
B 97 16 1
B 97 26 1
B 97 31 1
B 97 59 1
B 97 60 1
B 97 115 1
B 97 186 2
P 98 0.010
B 98 26 1
B 98 63 1
B 98 66 1
B 98 82 1
B 98 107 1
B 98 127 1
B 98 170 2
B 98 203 1
B 98 206 1
B 98 216 1
B 98 221 1
P 99 0.010
B 99 29 1
B 99 38 1
B 99 52 1
B 99 59 1
B 99 60 1
B 99 84 1
B 99 105 1
B 99 115 1
B 99 162 1
