100
P 0 0.010
P 91 0.010
B 91 43 1
B 91 54 1
B 91 83 1
B 91 112 1
B 91 119 1
B 91 123 1
B 91 130 1
B 91 142 1
B 91 161 1
B 91 209 1
P 92 0.010
B 92 41 1
B 92 56 1
B 92 148 1
B 92 177 1
B 92 183 1
B 92 186 1
P 93 0.010
B 93 15 1
B 93 56 1
B 93 69 1
B 93 88 1
B 93 221 1
P 94 0.010
B 94 27 1
B 94 36 1
B 94 40 1
B 94 47 1
B 94 52 1
B 94 61 1
B 94 64 1
B 94 66 1
B 94 74 1
B 94 109 1
B 94 116 1
B 94 117 1
B 94 130 1
B 94 167 1
B 94 226 1
P 95 0.010
B 95 7 1
B 95 25 1
B 95 54 1
B 95 107 1
B 95 112 1
B 95 119 1
B 95 148 1
B 95 213 1
P 96 0.010
B 96 7 1
B 96 15 1
B 96 29 1
B 96 39 1
B 96 71 1
B 96 82 1
B 96 120 1
B 96 160 1
B 96 183 1
P 97 0.010
B 97 32 1
B 97 66 1
B 97 177 1
P 98 0.010
B 98 130 1
B 98 146 1
B 98 170 1
B 98 171 1
P 99 0.010
B 99 20 1
B 99 29 1
B 99 33 1
B 99 36 1
B 99 40 1
B 99 45 1
B 99 71 1
B 99 73 1
B 99 75 1
B 99 155 1
B 99 173 1
B 99 213 1
