100
P 0 0.010
B 30 109 1
B 30 114 2
B 30 116 1
B 30 119 1
B 30 135 1
B 30 138 1
B 30 179 1
B 30 186 1
B 30 193 1
P 31 0.010
B 31 23 1
B 31 34 1
B 31 58 1
B 31 162 1
B 31 183 1
B 31 192 1
P 32 0.010
B 32 8 1
B 32 17 1
B 32 24 1
B 32 40 1
B 32 44 1
B 32 54 2
B 32 88 1
B 32 94 1
B 32 113 1
B 32 135 1
B 32 164 1
P 33 0.010
B 33 19 1
B 33 48 1
B 33 52 1
B 33 66 1
B 33 85 1
B 33 103 1
B 33 118 1
B 33 137 1
B 33 147 1
B 33 157 1
B 33 188 1
B 33 193 1
B 33 196 1
B 33 222 1
P 34 0.010
B 34 15 1
B 34 22 1
B 34 24 1
B 34 27 1
B 34 60 1
B 34 69 1
B 34 89 1
B 34 130 1
B 34 158 1
B 34 164 1
B 34 168 1
B 34 184 1
B 34 187 1
B 34 229 1
P 35 0.010
B 35 9 1
B 35 15 1
B 35 33 1
B 35 62 1
B 35 81 1
B 35 84 1
B 35 85 1
B 35 93 1
B 35 118 1
B 35 127 1
B 35 132 1
B 35 135 1
B 35 144 1
B 35 184 1
B 35 208 1
P 36 0.010
B 36 21 1
B 36 29 1
B 36 33 1
B 36 60 1
B 36 61 1
B 36 87 2
B 36 121 1
B 36 123 1
B 36 136 1
B 36 186 1
P 37 0.010
B 37 11 1
B 37 15 1
B 37 33 1
B 37 36 1
B 37 52 1
B 37 87 1
B 37 88 1
B 37 119 1
B 37 122 1
B 37 127 1
B 37 133 1
B 37 156 1
B 37 157 1
B 37 186 1
P 38 0.010
B 38 52 1
B 38 57 1
B 38 71 1
B 38 82 1
B 38 110 1
B 38 119 2
B 38 135 1
B 38 156 1
P 39 0.010
B 39 15 1
B 39 25 1
B 39 26 1
B 39 39 1
B 39 47 1
B 39 48 1
B 39 56 1
B 39 76 1
B 39 83 1
B 39 119 1
B 39 123 1
B 39 132 1
B 39 162 1
B 39 167 1
P 40 0.010
B 40 24 1
B 40 40 1
B 40 62 1
B 40 63 1
B 40 104 1
B 40 109 1
B 40 117 1
B 40 130 1
B 40 173 1
B 40 217 1
P 41 0.010
B 41 4 1
B 41 8 1
B 41 34 1
B 41 53 1
B 41 59 1
B 41 60 1
B 41 74 1
B 41 81 1
B 41 88 1
B 41 94 1
B 41 114 1
B 41 131 1
B 41 135 1
B 41 186 1
P 42 0.010
B 42 18 1
B 42 26 1
B 42 52 1
B 42 89 1
B 42 114 1
B 42 117 2
B 42 225 1
P 43 0.010
B 43 57 1
B 43 67 1
B 43 77 1
B 43 90 1
B 43 110 1
B 43 119 1
B 43 127 1
B 43 186 1
B 43 207 1
P 44 0.010
B 44 32 1
B 44 39 1
B 44 61 1
B 44 63 1
B 44 84 1
B 44 92 1
B 44 119 1
B 44 136 1
B 44 144 1
B 44 165 1
B 44 173 1
P 45 0.010
B 45 13 1
B 45 16 1
B 45 26 1
B 45 43 1
B 45 76 1
B 45 112 1
B 45 130 1
B 45 149 1
B 45 165 1
B 45 183 1
B 45 195 1
P 46 0.010
B 46 5 1
B 46 54 1
B 46 115 1
B 46 122 1
B 46 167 1
B 46 193 1
P 47 0.010
B 47 15 1
B 47 19 1
B 47 23 1
B 47 27 1
B 47 34 1
B 47 52 1
B 47 66 1
B 47 71 1
B 47 88 1
B 47 89 2
B 47 109 1
B 47 152 1
B 47 192 1
B 47 207 1
B 47 221 1
P 48 0.010
B 48 11 1
B 48 19 1
B 48 66 1
B 48 84 1
B 48 127 1
B 48 140 1
B 48 207 1
P 49 0.010
B 49 20 1
B 49 105 1
B 49 114 1
B 49 117 1
B 49 152 1
P 50 0.010
B 50 19 1
B 50 27 1
B 50 34 1
B 50 41 1
B 50 82 1
B 50 92 1
B 50 119 1
B 50 122 1
B 50 123 1
B 50 168 1
P 51 0.010
B 51 9 1
B 51 55 1
B 51 59 1
B 51 66 1
B 51 113 1
B 51 127 1
B 51 170 1
P 52 0.010
B 52 28 1
B 52 29 1
B 52 37 1
B 52 41 1
B 52 77 1
B 52 113 1
B 52 116 1
B 52 117 1
B 52 163 1
B 52 164 1
P 53 0.010
B 53 21 1
B 53 39 1
B 53 40 1
B 53 52 2
B 53 69 1
B 53 82 1
B 53 89 1
B 53 92 1
B 53 118 1
B 53 121 1
B 53 127 1
B 53 208 1
P 54 0.010
B 54 18 1
B 54 21 1
B 54 24 1
B 54 61 1
B 54 73 1
B 54 78 1
B 54 107 1
B 54 127 1
B 54 164 1
B 54 171 1
B 54 182 1
B 54 196 1
P 55 0.010
B 55 24 1
B 55 32 1
B 55 84 1
B 55 104 1
B 55 113 1
B 55 115 1
B 55 116 1
B 55 149 1
B 55 170 1
P 56 0.010
B 56 29 2
B 56 38 1
B 56 56 1
B 56 61 1
B 56 71 1
B 56 82 1
B 56 173 1
B 56 182 1
B 56 193 1
P 57 0.010
B 57 15 1
B 57 55 1
B 57 83 1
B 57 127 1
B 57 146 1
B 57 205 1
P 58 0.010
B 58 28 1
B 58 39 1
B 58 40 1
B 58 59 1
B 58 84 1
B 58 87 1
B 58 118 1
B 58 120 1
B 58 121 1
B 58 133 1
B 58 140 1
B 58 205 1
P 59 0.010
B 59 16 1
B 59 25 1
B 59 32 1
B 59 34 1
B 59 62 1
B 59 88 1
B 59 89 1
B 59 105 1
B 59 147 1
B 59 158 2
P 60 0.010
B 60 26 1
B 60 32 1
B 60 62 1
B 60 93 1
B 60 112 1
B 60 117 1
B 60 160 1
B 60 175 1
P 61 0.010
B 61 32 1
B 61 54 1
B 61 71 1
B 61 84 1
B 61 116 1
B 61 133 1
B 61 134 1
P 62 0.010
B 62 6 1
B 62 32 1
B 62 33 1
B 62 60 1
B 62 63 1
B 62 91 1
B 62 102 1
B 62 119 1
B 62 130 1
B 62 172 1
B 62 207 1
B 62 208 1
B 62 213 1
P 63 0.010
B 63 16 1
B 63 27 1
B 63 29 1
B 63 56 1
B 63 66 1
B 63 71 1
B 63 146 1
B 63 155 1
B 63 204 1
P 64 0.010
B 64 15 1
B 64 52 1
B 64 57 1
B 64 62 1
B 64 117 1
B 64 144 1
B 64 153 1
B 64 164 1
B 64 176 1
B 64 210 1
B 64 215 1
P 65 0.010
B 65 20 1
B 65 21 1
B 65 28 1
B 65 45 1
B 65 46 1
B 65 60 1
B 65 62 1
B 65 116 1
B 65 127 1
B 65 183 1
B 65 207 1
P 66 0.010
B 66 15 2
B 66 25 1
B 66 87 1
B 66 109 1
B 66 136 1
B 66 137 1
B 66 147 1
B 66 148 1
B 66 168 1
B 66 173 1
P 67 0.010
B 67 66 1
B 67 207 1
B 67 227 1
P 68 0.010
B 68 40 1
B 68 44 1
B 68 57 1
B 68 71 1
B 68 104 1
B 68 116 1
B 68 126 1
P 69 0.010
B 69 62 1
B 69 105 1
B 69 111 1
B 69 114 1
B 69 118 1
B 69 136 1
B 69 148 1
B 69 206 1
B 69 211 1
B 69 229 1
P 70 0.010
B 70 15 1
B 70 18 1
B 70 24 2
B 70 36 1
B 70 52 1
B 70 69 1
B 70 88 1
B 70 116 1
B 70 131 1
B 70 177 1
P 71 0.010
B 71 1 1
B 71 8 1
B 71 32 1
B 71 33 1
B 71 78 1
B 71 79 1
B 71 81 1
B 71 109 1
B 71 133 1
B 71 136 1
B 71 169 1
B 71 172 1
B 71 174 1
B 71 192 1
P 72 0.010
B 72 54 1
B 72 88 1
B 72 91 1
B 72 120 1
B 72 137 1
B 72 148 1
B 72 193 1
B 72 206 1
P 73 0.010
B 73 10 1
B 73 20 1
B 73 29 1
B 73 59 1
B 73 64 1
B 73 88 1
B 73 89 1
B 73 222 1
P 74 0.010
B 74 11 1
B 74 19 1
B 74 20 1
B 74 32 1
B 74 116 1
B 74 121 1
B 74 140 1
B 74 141 1
B 74 147 1
P 75 0.010
B 75 23 1
B 75 55 1
B 75 82 1
B 75 83 1
B 75 89 1
B 75 132 1
P 76 0.010
B 76 7 1
B 76 58 1
B 76 82 1
B 76 92 1
B 76 118 1
B 76 127 1
B 76 141 1
B 76 144 1
P 77 0.010
B 77 22 1
B 77 47 1
B 77 55 1
B 77 56 1
B 77 84 1
B 77 85 1
B 77 89 1
B 77 115 1
B 77 133 1
B 77 146 1
B 77 173 1
P 78 0.010
B 78 59 1
B 78 85 1
B 78 97 1
B 78 114 1
B 78 123 1
B 78 126 1
B 78 183 1
B 78 204 1
P 79 0.010
B 79 12 1
B 79 24 1
B 79 37 1
B 79 104 1
B 79 125 1
B 79 143 1
B 79 149 1
B 79 161 1
P 80 0.010
B 80 20 1
B 80 21 1
B 80 34 1
B 80 90 1
B 80 108 1
B 80 186 1
B 80 219 1
P 81 0.010
B 81 27 1
B 81 41 1
B 81 61 1
B 81 75 1
B 81 104 1
B 81 124 1
B 81 135 1
B 81 172 1
B 81 184 1
P 82 0.010
B 82 44 1
B 82 59 1
B 82 62 1
B 82 77 1
B 82 115 1
B 82 157 1
B 82 164 1
B 82 168 1
B 82 170 1
P 83 0.010
B 83 21 1
B 83 32 1
B 83 45 1
B 83 70 1
B 83 119 1
B 83 123 1
B 83 172 1
B 83 220 1
P 84 0.010
B 84 7 1
B 84 21 1
B 84 24 1
B 84 32 1
B 84 33 1
B 84 60 1
B 84 74 1
B 84 141 1
B 84 151 1
B 84 156 1
B 84 204 1
P 85 0.010
B 85 88 1
B 85 114 1
B 85 186 1
P 86 0.010
B 86 23 1
B 86 26 1
B 86 36 1
B 86 39 1
B 86 84 1
B 86 123 1
B 86 147 1
B 86 153 1
B 86 170 1
B 86 198 1
P 87 0.010
B 87 8 1
B 87 15 1
B 87 33 1
B 87 62 1
B 87 109 1
B 87 170 1
B 87 193 1
B 87 198 1
B 87 201 1
B 87 218 1
P 88 0.010
B 88 17 1
B 88 55 1
B 88 57 1
B 88 70 1
B 88 75 1
B 88 89 1
B 88 104 1
B 88 109 1
B 88 186 2
P 89 0.010
B 89 19 1
B 89 37 1
B 89 54 1
B 89 94 1
B 89 114 1
B 89 118 1
B 89 125 1
B 89 132 1
B 89 146 1
B 89 169 1
B 89 206 1
B 89 214 1
P 90 0.010
B 90 16 1
B 90 61 1
B 90 121 1
B 90 151 1
B 90 177 1
B 90 184 1
B 90 186 1
B 90 208 1
P 91 0.010
B 91 4 1
B 91 17 1
B 91 24 1
B 91 25 2
B 91 27 1
B 91 58 1
B 91 61 1
B 91 113 1
B 91 186 1
B 91 190 1
B 91 215 1
P 92 0.010
B 92 22 1
B 92 29 1
B 92 32 1
B 92 41 1
B 92 48 1
B 92 101 1
B 92 105 1
B 92 107 1
B 92 171 1
B 92 184 1
P 93 0.010
B 93 16 2
B 93 33 1
B 93 44 1
B 93 60 1
B 93 74 1
B 93 88 1
B 93 130 1
B 93 132 1
P 94 0.010
B 94 40 1
B 94 42 1
B 94 71 1
B 94 87 1
B 94 112 1
B 94 140 1
B 94 170 1
B 94 173 1
B 94 206 1
P 95 0.010
B 95 25 1
B 95 36 1
B 95 40 1
B 95 46 1
B 95 76 1
B 95 98 1
B 95 114 1
B 95 186 1
B 95 204 1
P 96 0.010
B 96 17 1
B 96 18 1
B 96 34 1
B 96 45 1
B 96 58 1
B 96 111 1
B 96 112 1
B 96 113 1
B 96 114 1
B 96 119 1
B 96 132 1
B 96 149 1
B 96 170 1
B 96 198 1
P 97 0.010
B 97 53 1
B 97 72 1
B 97 137 1
B 97 153 1
B 97 156 1
B 97 174 1
P 98 0.010
B 98 16 1
B 98 41 1
B 98 93 1
B 98 103 1
B 98 109 1
B 98 130 1
B 98 213 1
P 99 0.010
B 99 28 1
B 99 36 1
B 99 39 1
B 99 41 1
B 99 45 1
B 99 66 1
B 99 69 1
B 99 92 1
B 99 120 1
B 99 122 1
B 99 133 1
B 99 205 1
