100
P 0 0.010
B 20 263 1
B 20 308 1
B 20 341 1
B 20 343 1
B 20 363 1
B 20 437 1
B 20 442 1
B 20 445 1
B 20 454 1
B 20 455 1
B 20 481 1
B 20 521 1
P 21 0.010
B 21 5 1
B 21 35 1
B 21 60 1
B 21 90 1
B 21 91 1
B 21 161 1
B 21 164 1
B 21 185 1
B 21 186 1
B 21 195 1
B 21 212 1
B 21 219 1
B 21 221 1
B 21 224 1
B 21 232 1
B 21 275 1
B 21 296 1
B 21 319 1
B 21 344 2
B 21 357 1
B 21 371 1
B 21 386 1
B 21 394 1
B 21 404 1
B 21 449 1
B 21 457 1
B 21 470 1
B 21 503 1
B 21 544 1
B 21 547 1
P 22 0.010
B 22 10 1
B 22 19 1
B 22 67 1
B 22 85 1
B 22 108 1
B 22 121 1
B 22 129 1
B 22 177 1
B 22 179 1
B 22 197 1
B 22 212 1
B 22 238 1
B 22 251 1
B 22 259 1
B 22 325 1
B 22 327 1
B 22 388 1
B 22 405 1
B 22 445 1
B 22 483 1
B 22 493 1
B 22 496 1
B 22 500 1
B 22 502 1
B 22 524 1
P 23 0.010
B 23 7 2
B 23 42 1
B 23 53 1
B 23 54 1
B 23 55 1
B 23 56 1
B 23 64 1
B 23 78 1
B 23 90 1
B 23 97 1
B 23 158 1
B 23 160 1
B 23 193 1
B 23 196 1
B 23 218 1
B 23 234 1
B 23 240 1
B 23 244 1
B 23 250 1
B 23 261 1
B 23 273 1
B 23 301 1
B 23 314 1
B 23 404 1
B 23 409 1
B 23 418 1
B 23 422 1
B 23 426 1
B 23 462 1
B 23 541 1
P 24 0.010
B 24 27 1
B 24 52 1
B 24 60 1
B 24 76 1
B 24 84 1
B 24 87 1
B 24 113 1
B 24 115 1
B 24 129 1
B 24 136 1
B 24 150 1
B 24 153 1
B 24 190 1
B 24 228 1
B 24 242 1
B 24 261 1
B 24 265 2
B 24 289 1
B 24 293 1
B 24 294 1
B 24 302 1
B 24 344 1
B 24 373 1
B 24 377 1
B 24 378 1
B 24 417 1
B 24 424 1
B 24 450 1
B 24 455 1
B 24 491 1
B 24 541 1
P 25 0.010
B 25 67 1
B 25 69 1
B 25 74 1
B 25 78 1
B 25 79 1
B 25 91 1
B 25 96 1
B 25 127 1
B 25 161 1
B 25 177 1
B 25 179 1
B 25 205 1
B 25 208 1
B 25 212 1
B 25 244 1
B 25 249 1
B 25 262 1
B 25 310 2
B 25 331 1
B 25 334 1
B 25 344 1
B 25 361 1
B 25 406 1
B 25 424 1
B 25 454 1
B 25 471 1
P 26 0.010
B 26 8 1
B 26 38 1
B 26 43 1
B 26 57 1
B 26 64 1
B 26 69 1
B 26 79 1
B 26 83 1
B 26 88 2
B 26 121 1
B 26 144 1
B 26 186 1
B 26 213 1
B 26 221 1
B 26 268 1
B 26 306 1
B 26 319 1
B 26 332 1
B 26 422 1
B 26 434 1
B 26 469 1
B 26 499 1
B 26 516 1
P 27 0.010
B 27 18 1
B 27 46 1
B 27 51 1
B 27 52 1
B 27 65 1
B 27 80 1
B 27 127 1
B 27 177 1
B 27 201 1
B 27 221 1
B 27 261 1
B 27 292 1
B 27 317 1
B 27 326 1
B 27 342 1
B 27 378 1
B 27 389 1
B 27 406 1
B 27 476 1
B 27 521 1
P 28 0.010
B 28 5 1
B 28 28 1
B 28 38 1
B 28 46 1
B 28 76 1
B 28 91 1
B 28 105 1
B 28 121 1
B 28 152 1
B 28 176 1
B 28 221 1
B 28 228 1
B 28 234 1
B 28 237 1
B 28 297 1
B 28 302 1
B 28 304 1
B 28 326 1
B 28 344 1
B 28 359 1
B 28 383 1
B 28 385 1
B 28 388 1
B 28 451 1
B 28 526 1
P 29 0.010
B 29 7 1
B 29 22 1
B 29 41 1
B 29 70 1
B 29 79 1
B 29 122 1
B 29 129 1
B 29 152 1
B 29 160 1
B 29 206 1
B 29 214 1
B 29 228 1
B 29 244 1
B 29 251 1
B 29 266 1
B 29 294 1
B 29 333 1
B 29 354 1
B 29 379 1
B 29 388 1
B 29 404 1
B 29 429 1
B 29 454 1
B 29 527 1
B 29 541 1
P 30 0.010
B 30 17 1
B 30 52 1
B 30 56 1
B 30 61 1
B 30 67 1
B 30 72 1
B 30 75 1
B 30 79 1
B 30 83 1
B 30 98 1
B 30 104 1
B 30 159 1
B 30 178 1
B 30 191 1
B 30 195 1
B 30 207 1
B 30 216 1
B 30 244 1
B 30 245 1
B 30 247 1
B 30 276 1
B 30 361 1
B 30 438 1
B 30 494 1
B 30 547 1
P 31 0.010
B 31 12 1
B 31 16 1
B 31 45 1
B 31 50 1
B 31 56 1
B 31 59 1
B 31 67 1
B 31 70 1
B 31 81 1
B 31 91 1
B 31 101 1
B 31 103 1
B 31 185 1
B 31 198 1
B 31 245 1
B 31 252 1
B 31 271 1
B 31 294 1
B 31 341 1
B 31 346 1
B 31 349 1
B 31 460 1
B 31 523 1
B 31 536 1
P 32 0.010
B 32 7 1
B 32 17 1
B 32 32 1
B 32 38 1
B 32 62 1
B 32 75 1
B 32 76 1
B 32 103 1
B 32 124 1
B 32 203 1
B 32 214 1
B 32 219 1
B 32 248 1
B 32 286 1
B 32 332 1
B 32 345 1
B 32 357 1
B 32 404 1
B 32 424 1
B 32 426 1
B 32 440 1
B 32 467 1
B 32 482 1
B 32 487 1
B 32 548 1
P 33 0.010
B 33 32 1
B 33 53 1
B 33 57 1
B 33 60 1
B 33 69 1
B 33 71 1
B 33 73 1
B 33 126 1
B 33 128 1
B 33 135 1
B 33 159 1
B 33 172 1
B 33 183 1
B 33 191 1
B 33 194 1
B 33 195 1
B 33 211 1
B 33 212 1
B 33 216 1
B 33 219 1
B 33 259 1
B 33 299 1
B 33 301 1
B 33 417 1
B 33 501 1
P 34 0.010
B 34 1 1
B 34 27 1
B 34 34 1
B 34 60 1
B 34 61 1
B 34 64 1
B 34 73 1
B 34 84 1
B 34 96 1
B 34 97 1
B 34 104 1
B 34 112 1
B 34 159 1
B 34 195 1
B 34 247 2
B 34 259 1
B 34 261 1
B 34 262 1
B 34 294 1
B 34 297 1
B 34 309 1
B 34 312 1
B 34 320 1
B 34 327 1
B 34 355 1
B 34 363 1
B 34 392 2
B 34 401 1
B 34 403 1
B 34 417 1
B 34 418 1
B 34 420 1
B 34 434 1
B 34 449 1
B 34 508 1
B 34 532 1
B 34 544 1
P 35 0.010
B 35 50 1
B 35 52 1
B 35 67 1
B 35 69 1
B 35 71 1
B 35 78 1
B 35 119 1
B 35 126 1
B 35 142 1
B 35 190 1
B 35 232 1
B 35 251 1
B 35 258 1
B 35 277 1
B 35 286 1
B 35 293 1
B 35 308 1
B 35 313 1
B 35 392 1
B 35 398 1
B 35 400 1
B 35 451 1
B 35 470 1
B 35 482 1
P 36 0.010
B 36 7 1
B 36 8 1
B 36 18 1
B 36 57 1
B 36 62 1
B 36 63 1
B 36 73 1
B 36 78 1
B 36 109 1
B 36 123 1
B 36 136 1
B 36 137 1
B 36 161 1
B 36 180 1
B 36 197 2
B 36 229 1
B 36 243 1
B 36 246 1
B 36 252 1
B 36 258 1
B 36 267 1
B 36 276 1
B 36 292 1
B 36 419 1
B 36 480 1
B 36 482 1
B 36 495 1
P 37 0.010
B 37 17 1
B 37 19 1
B 37 22 1
B 37 39 1
B 37 79 1
B 37 81 1
B 37 84 1
B 37 87 1
B 37 88 1
B 37 103 1
B 37 111 1
B 37 125 1
B 37 184 1
B 37 200 1
B 37 235 1
B 37 263 1
B 37 267 1
B 37 269 1
B 37 280 1
B 37 301 1
B 37 305 1
B 37 311 1
B 37 326 1
B 37 375 1
B 37 438 2
B 37 470 1
B 37 483 1
B 37 516 1
P 38 0.010
B 38 32 1
B 38 46 1
B 38 54 2
B 38 73 1
B 38 82 1
B 38 118 1
B 38 119 1
B 38 125 1
B 38 128 1
B 38 148 1
B 38 207 1
B 38 211 1
B 38 218 1
B 38 267 2
B 38 273 1
B 38 292 1
B 38 306 1
B 38 359 1
B 38 382 1
B 38 400 1
B 38 539 1
P 39 0.010
B 39 22 1
B 39 38 1
B 39 43 1
B 39 52 2
B 39 57 1
B 39 82 1
B 39 159 2
B 39 232 1
B 39 235 1
B 39 255 1
B 39 272 1
B 39 301 1
B 39 303 1
B 39 304 1
B 39 380 1
P 40 0.010
B 40 5 1
B 40 39 1
B 40 41 1
B 40 46 1
B 40 78 1
B 40 81 1
B 40 119 1
B 40 128 1
B 40 153 1
B 40 156 1
B 40 159 1
B 40 197 1
B 40 226 1
B 40 244 1
B 40 246 1
B 40 258 1
B 40 280 1
B 40 312 1
B 40 313 1
B 40 325 1
B 40 341 1
B 40 357 1
B 40 361 1
B 40 454 1
B 40 516 1
P 41 0.010
B 41 29 1
B 41 54 1
B 41 57 1
B 41 82 1
B 41 104 1
B 41 109 1
B 41 130 1
B 41 131 1
B 41 155 1
B 41 190 1
B 41 205 1
B 41 210 1
B 41 251 1
B 41 257 1
B 41 259 1
B 41 291 1
B 41 309 1
B 41 352 1
B 41 355 1
B 41 423 1
B 41 454 1
B 41 525 1
B 41 533 1
P 42 0.010
B 42 20 1
B 42 34 1
B 42 38 1
B 42 50 1
B 42 55 1
B 42 78 1
B 42 90 1
B 42 128 1
B 42 144 1
B 42 159 1
B 42 163 2
B 42 164 1
B 42 179 1
B 42 299 1
B 42 311 1
B 42 354 1
B 42 372 1
B 42 386 1
B 42 439 1
B 42 476 1
B 42 512 1
P 43 0.010
B 43 8 1
B 43 54 1
B 43 73 1
B 43 86 1
B 43 110 1
B 43 119 1
B 43 128 2
B 43 129 1
B 43 136 1
B 43 161 1
B 43 169 1
B 43 204 1
B 43 213 2
B 43 241 1
B 43 244 1
B 43 262 1
B 43 285 1
B 43 295 1
B 43 343 1
B 43 359 1
B 43 405 1
B 43 417 1
B 43 438 1
B 43 444 1
P 44 0.010
B 44 38 1
B 44 82 1
B 44 86 1
B 44 88 1
B 44 92 1
B 44 106 1
B 44 119 1
B 44 140 1
B 44 142 1
B 44 151 1
B 44 152 1
B 44 158 1
B 44 161 1
B 44 162 1
B 44 197 1
B 44 202 1
B 44 203 1
B 44 208 1
B 44 238 1
B 44 256 1
B 44 264 1
B 44 268 1
B 44 304 1
B 44 306 1
B 44 319 1
B 44 331 1
B 44 338 1
B 44 380 1
B 44 392 1
B 44 414 1
B 44 500 1
B 44 529 1
P 45 0.010
B 45 1 1
B 45 38 1
B 45 45 1
B 45 52 1
B 45 60 1
B 45 71 1
B 45 128 1
B 45 170 1
B 45 183 1
B 45 195 1
B 45 203 1
B 45 241 2
B 45 256 1
B 45 270 2
B 45 339 1
B 45 381 1
B 45 388 1
B 45 403 1
B 45 417 1
B 45 418 1
B 45 422 1
B 45 457 1
B 45 470 1
P 46 0.010
B 46 17 1
B 46 50 1
B 46 52 1
B 46 55 1
B 46 144 1
B 46 154 1
B 46 179 1
B 46 181 1
B 46 183 1
B 46 203 1
B 46 217 1
B 46 218 1
B 46 244 1
B 46 268 1
B 46 275 1
B 46 290 1
B 46 293 1
B 46 294 1
B 46 325 1
B 46 343 1
B 46 361 1
B 46 375 1
B 46 387 1
B 46 405 1
B 46 417 1
B 46 434 1
B 46 477 1
B 46 547 1
P 47 0.010
B 47 17 1
B 47 19 1
B 47 42 1
B 47 57 1
B 47 62 1
B 47 78 1
B 47 119 1
B 47 130 1
B 47 140 1
B 47 154 2
B 47 175 2
B 47 181 1
B 47 203 1
B 47 210 1
B 47 222 1
B 47 226 2
B 47 228 1
B 47 243 1
B 47 262 1
B 47 270 1
B 47 294 1
B 47 309 1
B 47 313 1
B 47 357 1
B 47 385 1
B 47 419 1
B 47 478 1
B 47 521 1
P 48 0.010
B 48 16 1
B 48 73 1
B 48 75 1
B 48 82 1
B 48 104 1
B 48 118 1
B 48 122 1
B 48 152 1
B 48 177 1
B 48 185 1
B 48 191 1
B 48 196 1
B 48 201 1
B 48 237 1
B 48 253 1
B 48 261 1
B 48 294 1
B 48 371 1
B 48 388 1
B 48 396 1
B 48 440 1
B 48 460 1
B 48 516 1
P 49 0.010
B 49 8 2
B 49 23 1
B 49 24 1
B 49 44 1
B 49 45 1
B 49 76 1
B 49 87 1
B 49 104 1
B 49 121 1
B 49 128 1
B 49 145 1
B 49 161 1
B 49 191 1
B 49 205 1
B 49 208 1
B 49 216 1
B 49 239 1
B 49 250 2
B 49 253 1
B 49 254 1
B 49 258 1
B 49 270 1
B 49 278 1
B 49 329 1
B 49 348 1
B 49 361 1
B 49 380 1
B 49 391 1
B 49 446 1
B 49 452 1
B 49 470 1
B 49 496 1
B 49 501 1
B 49 521 1
P 50 0.010
B 50 21 1
B 50 41 1
B 50 50 1
B 50 62 1
B 50 78 1
B 50 85 1
B 50 154 1
B 50 161 1
B 50 205 1
B 50 211 1
B 50 239 1
B 50 247 1
B 50 264 1
B 50 270 1
B 50 288 1
B 50 292 1
B 50 343 1
B 50 361 1
B 50 409 1
B 50 518 1
P 51 0.010
B 51 17 1
B 51 20 1
B 51 21 1
B 51 27 1
B 51 31 1
B 51 79 1
B 51 82 1
B 51 91 1
B 51 153 1
B 51 191 1
B 51 214 1
B 51 215 2
B 51 228 1
B 51 241 1
B 51 258 1
B 51 278 1
B 51 290 1
B 51 371 1
B 51 409 1
B 51 420 1
B 51 423 1
B 51 491 1
B 51 527 1
B 51 536 1
P 52 0.010
B 52 6 1
B 52 17 1
B 52 18 1
B 52 32 1
B 52 38 1
B 52 41 1
B 52 61 1
B 52 128 1
B 52 134 1
B 52 136 1
B 52 199 1
B 52 203 1
B 52 252 1
B 52 261 1
B 52 263 1
B 52 270 1
B 52 359 1
B 52 362 1
B 52 366 1
B 52 367 1
B 52 398 1
B 52 419 1
B 52 464 1
P 53 0.010
B 53 43 1
B 53 46 1
B 53 52 1
B 53 116 1
B 53 123 1
B 53 153 1
B 53 217 1
B 53 219 1
B 53 247 1
B 53 254 1
B 53 259 1
B 53 266 1
B 53 277 1
B 53 350 1
B 53 361 1
B 53 376 1
B 53 383 1
B 53 409 1
B 53 414 1
B 53 417 1
B 53 419 1
B 53 448 1
B 53 470 1
B 53 487 1
B 53 497 1
B 53 521 1
P 54 0.010
B 54 1 1
B 54 44 1
B 54 55 1
B 54 70 1
B 54 84 1
B 54 130 1
B 54 153 1
B 54 162 1
B 54 174 1
B 54 181 1
B 54 184 1
B 54 210 1
B 54 260 1
B 54 261 1
B 54 279 1
B 54 293 1
B 54 345 1
B 54 363 1
B 54 461 1
B 54 494 2
B 54 526 1
P 55 0.010
B 55 34 1
B 55 73 1
B 55 74 1
B 55 109 1
B 55 112 1
B 55 126 1
B 55 128 1
B 55 152 1
B 55 179 1
B 55 181 1
B 55 195 1
B 55 198 1
B 55 204 1
B 55 219 1
B 55 238 1
B 55 265 1
B 55 301 1
B 55 314 1
B 55 353 1
B 55 364 1
B 55 382 1
B 55 394 1
B 55 461 1
B 55 470 1
B 55 505 1
B 55 538 1
P 56 0.010
B 56 18 1
B 56 53 1
B 56 57 1
B 56 83 1
B 56 84 1
B 56 85 1
B 56 100 1
B 56 119 1
B 56 130 1
B 56 133 1
B 56 134 1
B 56 183 1
B 56 187 1
B 56 192 1
B 56 194 1
B 56 195 1
B 56 219 1
B 56 234 1
B 56 248 1
B 56 254 1
B 56 258 1
B 56 293 1
B 56 349 1
B 56 360 1
B 56 378 1
B 56 385 1
B 56 403 1
B 56 464 1
B 56 470 1
P 57 0.010
B 57 10 1
B 57 46 1
B 57 105 1
B 57 129 2
B 57 141 2
B 57 158 1
B 57 181 1
B 57 186 1
B 57 198 1
B 57 205 1
B 57 207 1
B 57 217 1
B 57 237 1
B 57 253 1
B 57 254 1
B 57 257 1
B 57 294 1
B 57 375 1
B 57 384 1
B 57 403 1
B 57 464 2
B 57 476 1
B 57 541 1
P 58 0.010
B 58 37 1
B 58 64 1
B 58 106 1
B 58 148 1
B 58 150 1
B 58 193 1
B 58 211 1
B 58 213 1
B 58 243 1
B 58 247 1
B 58 252 2
B 58 255 1
B 58 264 1
B 58 280 1
B 58 309 1
B 58 317 1
B 58 326 1
B 58 345 1
B 58 357 1
B 58 442 1
B 58 471 1
B 58 482 1
B 58 498 1
B 58 501 1
P 59 0.010
